阶段ID,技能描述（策划）,阶段类型,执行方式,播放延时,动作类型,动作最长时间,移动类型,同步保护,目的x,目的y,残影对象编号,残影对象透明度,移动时间,特效类型,特效位置类型,有痕迹,有方向,特效名,特效图层,音效,结果类型,执行结果最长时间,结果受击复位时间,瞬移类型,瞬移时间,保留,瞬移最长时间,多结果标示
254001,装备特技,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
42000100,气疗术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000101,气疗术-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000102,气疗术-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.qiliaoshu,0,,0,0,200,0,0,0,0,1
42000103,气疗术-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000200,心疗术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000201,心疗术-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000202,心疗术-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.mingliaoshu,0,,0,0,200,0,0,0,0,1
42000203,心疗术-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000300,命疗术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000301,命疗术-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000302,命疗术-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.mingliaoshu,0,,0,0,200,0,0,0,0,1
42000303,命疗术-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000400,凝气诀-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000401,凝气诀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000402,凝气诀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.ninqijue,0,,0,0,200,0,0,0,0,1
42000403,凝气诀-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000500,凝神诀-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000501,凝神诀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000502,凝神诀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.ninqijue,0,,0,0,200,0,0,0,0,1
42000503,凝神诀-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000600,气归术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000601,气归术-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000602,气归术-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.qiguishu,0,,0,0,200,0,0,0,0,1
42000603,气归术-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
42000700,命归术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000701,命归术-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000702,命归术-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.mingguishu,0,,0,0,200,0,0,0,0,1
42000703,命归术-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42000800,四海生平-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000801,四海生平-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000802,四海生平-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.shsp,-2,,0,0,200,0,0,0,0,1
42000803,四海生平-受击结算,4,1,1600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1700,200,0,0,0,0,1
42000900,回魂or起死-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000901,回魂or起死-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42000902,回魂or起死-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.huihunzhou,0,,0,0,200,0,0,0,0,1
42000903,回魂or起死-受击结算,4,1,1200,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
42000904,回魂or起死-受击结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
42000905,回魂or起死-受击结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
42001100,慈航普度-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001101,慈航普度-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001102,慈航普度-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.chihan,0,,0,0,200,0,0,0,0,1
42001103,慈航普度-受击结算,4,1,1700,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,2000,200,0,0,0,0,1
42001104,慈航普度-受击结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
42001105,慈航普度-受击结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
42001200,水清诀-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001201,水清诀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001202,水清诀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.shuiqing,-2,TJ-sqj,0,0,200,0,0,0,0,1
42001203,水清诀-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42001300,冰清诀-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001301,冰清诀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001302,冰清诀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.shuiqing,-2,TJ-sqj,0,0,200,0,0,0,0,1
42001303,冰清诀-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42001400,玉清诀-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001401,玉清诀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001402,玉清诀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.shuiqing,-2,TJ-sqj,0,0,200,0,0,0,0,1
42001403,玉清诀-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42001500,晶清决-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001501,晶清决-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001502,晶清决-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.shuiqing,-2,TJ-sqj,0,0,200,0,0,0,0,1
42001503,晶清决-受击结算,4,1,900,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42001600,笑里藏刀-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001601,笑里藏刀-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001602,笑里藏刀-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.xlcd,1,,0,0,200,0,0,0,0,1
42001603,笑里藏刀-受击结算,4,1,1400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
42001700,野兽or魔兽-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001701,野兽or魔兽-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001702,野兽or魔兽-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.yszl,1,TJ-yszl,0,0,200,0,0,0,0,1
42001703,野兽or魔兽-受击结算,4,1,1400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1600,200,0,0,0,0,1
42001900,放下or河东-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001901,放下or河东-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42001902,放下or河东-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.fxtd,1,,0,0,200,0,0,0,0,1
42001903,放下or河东-受击结算,4,1,1600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1600,200,0,0,0,0,1
42002100,光辉or圣灵-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002101,光辉or圣灵-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002102,光辉or圣灵-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.ghzj,1,TJ-ghzj,0,0,200,0,0,0,0,1
42002103,光辉or圣灵-受击结算,4,1,1300,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
42002300,破甲or碎甲-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002301,破甲or碎甲-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002302,破甲or碎甲-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.pjs,1,TJ-pjs,0,0,200,0,0,0,0,1
42002303,破甲or碎甲-受击结算,4,1,1400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
42002500,流云or啸风-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002501,流云or啸风-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002502,流云or啸风-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.lyj,1,,0,0,200,0,0,0,0,1
42002503,流云or啸风-受击结算,4,1,1400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
42002700,凝滞or停陷-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002701,凝滞or停陷-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002702,凝滞or停陷-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.nzs,1,,0,0,200,0,0,0,0,1
42002703,凝滞or停陷-受击结算,4,1,1400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
42002900,太极护法-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002901,太极护法-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42002902,太极护法-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.luohan,0,TJ-lhjz,0,0,200,0,0,0,0,1
42002903,太极护法-受击结算,4,1,1500,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1600,200,0,0,0,0,1
42003000,罗汉金钟-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003001,罗汉金钟-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003002,罗汉金钟-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.luohan,0,TJ-lhjz,0,0,200,0,0,0,0,1
42003003,罗汉金钟-受击结算,4,1,1500,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1600,200,0,0,0,0,1
42003100,破血狂攻1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003101,破血狂攻1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
42003102,破血狂攻1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
42003103,破血狂攻1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,,0,50,50,0,0,0,0,1
42003104,破血狂攻1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003105,破血狂攻1-受击特效,2,1,550,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.poxue,1,TJ-pxkg,0,0,200,0,0,0,0,1
42003106,破血狂攻1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42003107,破血狂攻1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003108,破血狂攻2-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003109,破血狂攻2-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
42003110,破血狂攻2-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
42003111,破血狂攻2-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,,0,50,50,0,0,0,0,1
42003112,破血狂攻2-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003113,破血狂攻2-受击特效,2,1,550,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.poxue,1,TJ-pxkg,0,0,200,0,0,0,0,1
42003114,破血狂攻2-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42003115,破血狂攻2-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003200,弱点击破1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003201,弱点击破1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
42003202,弱点击破1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
42003203,弱点击破1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,,0,50,50,0,0,0,0,1
42003204,弱点击破1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003205,弱点击破1-受击特效,2,1,550,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.rdjp,1,TJ-ruodian,0,0,200,0,0,0,0,1
42003206,弱点击破1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42003207,弱点击破1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003300,破碎无双-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003301,破碎无双-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
42003302,破碎无双-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
42003303,破碎无双-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,,0,50,50,0,0,0,0,1
42003304,破碎无双-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42003305,破碎无双-受击特效,2,1,550,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc-teji/Cc.posui,1,yg-yr,0,0,200,0,0,0,0,1
42003306,破碎无双-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
42003307,破碎无双-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
254002,宠物技能,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
42004000,嘲讽1-移动,1,0,0,0,0,0,1,0,2,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42004001,嘲讽1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
42004002,嘲讽1-施法特效上,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,1,geffect/skill/mt_buff/chaofeng,1,mt3-zs-chaofeng-sj,0,0,200,0,0,0,0,1
42004003,嘲讽1-施法特效下,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,1,,1,,0,0,200,0,0,0,0,1
42004004,嘲讽1-结算,4,1,1600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1800,200,0,0,0,0,1
42004005,嘲讽1-返回,1,0,0,0,0,2,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000100,嘲讽1-远程-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000101,嘲讽1-远程-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
21000102,嘲讽1-远程-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,geffect/skill/mt3_lr_3/mt3_lr_3_jian_,0,,0,50,50,0,0,0,0,1
21000103,嘲讽1-远程-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,,1,,0,50,50,0,0,0,0,1
21000104,嘲讽1-远程-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000105,嘲讽1-远程-受击特效,2,1,80,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/mt3_zs_3/mt3_zs_3_,1,mt3-zs-chaofeng-sj,0,0,200,0,0,0,0,1
21000106,嘲讽1-远程-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,780,200,0,0,0,0,1
21000107,嘲讽1-远程-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000108,嘲讽2-远程-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000109,嘲讽2-远程-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
21000110,嘲讽2-远程-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,geffect/skill/mt3_lr_3/mt3_lr_3_jian_,0,,0,50,50,0,0,0,0,1
21000111,嘲讽2-远程-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,,1,,0,50,50,0,0,0,0,1
21000112,嘲讽2-远程-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000113,嘲讽2-远程-受击特效,2,1,80,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/mt3_zs_3/mt3_zs_3_,1,mt3-zs-chaofeng-sj,0,0,200,0,0,0,0,1
21000114,嘲讽2-远程-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,780,200,0,0,0,0,1
21000115,嘲讽2-远程-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000116,嘲讽3-远程-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000117,嘲讽3-远程-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
21000118,嘲讽3-远程-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,geffect/skill/mt3_lr_3/mt3_lr_3_jian_,0,,0,50,50,0,0,0,0,1
21000119,嘲讽3-远程-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,,1,,0,50,50,0,0,0,0,1
21000120,嘲讽3-远程-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
21000121,嘲讽3-远程-受击特效,2,1,80,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/mt3_zs_3/mt3_zs_3_,1,mt3-zs-chaofeng-sj,0,0,200,0,0,0,0,1
21000122,嘲讽3-远程-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,780,200,0,0,0,0,1
21000123,嘲讽3-远程-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
17600100,斩业火-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
17600101,斩业火-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,1,mt3-sm-shandianjian-sf,0,0,200,0,0,0,0,1
17600102,斩业火-残影移动,1,1,25,0,0,0,0,0,5,1,0,300,0,5,0,0,,0,,0,50,50,0,0,0,0,1
17600103,斩业火-弓箭特效移动,2,1,25,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/azm12-xly/ly_feixin_,1,,0,50,50,0,0,0,0,1
17600104,斩业火-残影消失,1,1,100,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
17600105,斩业火-受击特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,1,geffect/skill/azm12-xly/zhanyehuo_shifa_,0,mt3-sm-shandianjian-sj,0,0,200,0,0,0,0,1
17600106,斩业火-受击结算,4,1,500,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1050,200,0,0,0,0,1
17600200,迷心障-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
17600201,迷心障-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,geffect/skill/azm12-xly/yinianchengmo,0,mt3-fs-aoshuchongji-sf,0,0,200,0,0,0,0,1
17600202,迷心障-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/azm12-xly/mixinzhang_shouji,0,mt3-fs-aoshuchongji-sj,0,0,200,0,0,0,0,1
17600203,迷心障-受击结算,4,1,1200,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
17600300,一念成佛-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
17600301,一念成佛-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,geffect/skill/azm12-xly/yinianchengfo,0,mt3-fs-aoshuchongji-sf,0,0,200,0,0,0,0,1
17600302,一念成佛-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/azm12-xly/zhanyehuo_shouji,0,mt3-fs-aoshuchongji-sj,0,0,200,0,0,0,0,1
17600303,一念成佛-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
17600310,一念成佛-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/azm12-xly/zhanyehuo_shouji,0,mt3-fs-aoshuchongji-sj,0,0,200,0,0,0,0,1
17600311,一念成佛-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
17600320,一念成佛-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/azm12-xly/zhanyehuo_shouji,0,mt3-fs-aoshuchongji-sj,0,0,200,0,0,0,0,1
17600321,一念成佛-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
17600330,一念成佛-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/azm12-xly/zhanyehuo_shouji,0,mt3-fs-aoshuchongji-sj,0,0,200,0,0,0,0,1
17600331,一念成佛-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
