技能ID,备注,阶段列表,阶段列表_远程
7220052,失心符3,"12000520,12000521,12000522","12000520,12000521,12000522"
7220053,失心符4,"12000530,12000531,12000532","12000530,12000531,12000532"
7220054,失心符5,"12000540,12000541,12000542","12000540,12000541,12000542"
7220055,失心符6,"12000550,12000551,12000552","12000550,12000551,12000552"
7220056,失心符7,"12000560,12000561,12000562","12000560,12000561,12000562"
7230010,五雷咒1,"12000100,12000101,12000102,12000103","12000100,12000101,12000102,12000103"
7230011,五雷咒2,"12000110,12000111","12000110,12000111"
7230012,五雷咒3,"12000120,12000121","12000120,12000121"
7230013,五雷咒4,"12000130,12000131","12000130,12000131"
7230014,五雷咒5,"12000140,12000141","12000140,12000141"
7230015,五雷咒6,"12000150,12000151","12000150,12000151"
7230016,五雷咒净化首目标,12000160,12000160
7230020,定身符,"12000200,12000201,12000202,12000203,12000204,12000205","12000200,12000201,12000202,12000203,12000204,12000205"
7230021,定身符神圣伤害,"12000210,12000211,12000212","12000210,12000211,12000212"
7230030,催眠符1,"12000300,12000301,12000302,12000303,12000304,12000305,12000306","12000300,12000301,12000302,12000303,12000304,12000305,12000306"
7230031,催眠符2,"12000310,12000311,12000312","12000310,12000311,12000312"
7230032,催眠符3,"12000320,12000321,12000322","12000320,12000321,12000322"
7230033,催眠符4,"12000330,12000331,12000332","12000330,12000331,12000332"
7230040,离魂符,"12000400,12000401,12000402,12000403","12000400,12000401,12000402,12000403"
7230041,离魂符吸血,"12000410,12000411,12000412","12000410,12000411,12000412"
7230042,离魂符吸血,"12000420,12000421,12000422","12000420,12000421,12000422"
7230050,失心符1,"12000500,12000501,12000502,12000503","12000500,12000501,12000502,12000503"
7230051,失心符2,"12000510,12000511,12000512","12000510,12000511,12000512"
7230052,失心符3,"12000520,12000521,12000522","12000520,12000521,12000522"
7230053,失心符4,"12000530,12000531,12000532","12000530,12000531,12000532"
7230054,失心符3,"12100100,12100101,12100102","12100100,12100101,12100102"
7230055,失心符3,"12100110,12100111,12100112","12100110,12100111,12100112"
7230056,失心符5,"12000540,12000541,12000542","12000540,12000541,12000542"
7230057,失心符6,"12000550,12000551,12000552","12000550,12000551,12000552"
7230058,失心符7,"12000560,12000561,12000562","12000560,12000561,12000562"
7240010,五雷咒1,"12000100,12000101,12000102,12000103","12000100,12000101,12000102,12000103"
7240011,五雷咒2,"12000110,12000111","12000110,12000111"
7240012,五雷咒3,"12000120,12000121","12000120,12000121"
7240013,五雷咒4,"12000130,12000131","12000130,12000131"
7240014,五雷咒5,"12000140,12000141","12000140,12000141"
7240015,五雷咒6,"12000150,12000151","12000150,12000151"
7240016,五雷咒净化首目标,12000160,12000160
7240020,定身符,"12000200,12000201,12000202,12000203,12000204,12000205","12000200,12000201,12000202,12000203,12000204,12000205"
7240021,定身符神圣伤害,"12000210,12000211,12000212","12000210,12000211,12000212"
7240030,催眠符1,"12000300,12000301,12000302,12000303,12000304,12000305,12000306","12000300,12000301,12000302,12000303,12000304,12000305,12000306"
7240031,催眠符2,"12000310,12000311,12000312","12000310,12000311,12000312"
7240032,催眠符3,"12000320,12000321,12000322","12000320,12000321,12000322"
7240033,催眠符4,"12000330,12000331,12000332","12000330,12000331,12000332"
7240040,离魂符,"12000400,12000401,12000402,12000403","12000400,12000401,12000402,12000403"
7240041,离魂符吸血,"12000410,12000411,12000412","12000410,12000411,12000412"
7240042,离魂符吸血,"12000420,12000421,12000422","12000420,12000421,12000422"
7240043,离魂符2,"12000400,12000401,12000402,12000403","12000400,12000401,12000402,12000403"
7240044,离魂符吸血2,"12000410,12000411,12000412","12000410,12000411,12000412"
7240045,离魂符吸血2,"12000420,12000421,12000422","12000420,12000421,12000422"
7240050,失心符1,"12000500,12000501,12000502,12000503","12000500,12000501,12000502,12000503"
7240051,失心符2,"12000510,12000511,12000512","12000510,12000511,12000512"
7240052,失心符3,"12000520,12000521,12000522","12000520,12000521,12000522"
7240053,失心符4,"12000530,12000531,12000532","12000530,12000531,12000532"
7240054,失心符5,"12000540,12000541,12000542","12000540,12000541,12000542"
7240055,失心符6,"12000550,12000551,12000552","12000550,12000551,12000552"
7240056,失心符7,"12000560,12000561,12000562","12000560,12000561,12000562"
7310000,变身,"23000000,23000001,23000002","23000000,23000001,23000002"
7310010,鹰击1,"19100100,19100101,19100102,19100103,19100104","19100100,19100101,19100102,19100103,19100104"
7310011,鹰击2,"19100110,19100111,19100112,19100113,19100114","19100110,19100111,19100112,19100113,19100114"
7310012,鹰击3,"19100120,19100121,19100122,19100123,19100124","19100120,19100121,19100122,19100123,19100124"
7310013,鹰击4,"19100130,19100131,19100132,19100133,19100134","19100130,19100131,19100132,19100133,19100134"
7310014,鹰击5,"19100140,19100141,19100142,19100143,19100144","19100140,19100141,19100142,19100143,19100144"
7310015,鹰击6,"19100150,19100151,19100152,19100153,19100154","19100150,19100151,19100152,19100153,19100154"
7310016,鹰击虚弱休息,"19100160,19100161","19100160,19100161"
7310017,美女野兽,23100100,23100100
7310020,狮搏,"23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207","23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207"
7310021,美女野兽,23100100,23100100
7310030,魔息术,"23000300,23000301,23000302,23000303","23000300,23000301,23000302,23000303"
7310031,美女野兽,23100100,23100100
7310040,象形1,"23000400,23000401,23000402","23000400,23000401,23000402"
7310041,象形2,"23000410,23000411,23000412","23000410,23000411,23000412"
7310042,美女野兽,23100100,23100100
7310050,连环击1,"23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507","23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507"
7310051,连环击2,"23000510,23000511,23000512,23000513,23000514,23000515,23000516","23000510,23000511,23000512,23000513,23000514,23000515,23000516"
7310052,连环击3,"23000520,23000521,23000522,23000523,23000524,23000525,23000526","23000520,23000521,23000522,23000523,23000524,23000525,23000526"
7310053,连环击4,"23000530,23000531,23000532,23000533,23000534,23000535,23000536","23000530,23000531,23000532,23000533,23000534,23000535,23000536"
7310054,连环击5,"23000540,23000541,23000542,23000543,23000544,23000545,23000546","23000540,23000541,23000542,23000543,23000544,23000545,23000546"
7310055,连环击6,"23000550,23000551,23000552,23000553,23000554,23000555,23000556","23000550,23000551,23000552,23000553,23000554,23000555,23000556"
7310056,连环击虚弱休息,23000560,23000560
7310057,美女野兽,23100100,23100100
7320000,变身,"23000000,23000001,23000002","23000000,23000001,23000002"
7320010,鹰击1,"19100100,19100101,19100102,19100103,19100104","19100100,19100101,19100102,19100103,19100104"
7320011,鹰击2,"19100110,19100111,19100112,19100113,19100114","19100110,19100111,19100112,19100113,19100114"
7320012,鹰击3,"19100120,19100121,19100122,19100123,19100124","19100120,19100121,19100122,19100123,19100124"
7320013,鹰击4,"19100130,19100131,19100132,19100133,19100134","19100130,19100131,19100132,19100133,19100134"
7320014,鹰击5,"19100140,19100141,19100142,19100143,19100144","19100140,19100141,19100142,19100143,19100144"
7320015,鹰击6,"19100150,19100151,19100152,19100153,19100154","19100150,19100151,19100152,19100153,19100154"
7320016,鹰击虚弱休息,"19100160,19100161","19100160,19100161"
7320017,美女野兽,23100100,23100100
7320020,狮搏,"23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207","23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207"
7320021,美女野兽,23100100,23100100
7320030,魔息术,"23000300,23000301,23000302,23000303","23000300,23000301,23000302,23000303"
7320031,美女野兽,23100100,23100100
7320040,象形1,"23000400,23000401,23000402","23000400,23000401,23000402"
7320041,象形2,"23000410,23000411,23000412","23000410,23000411,23000412"
7320042,美女野兽,23100100,23100100
7320050,连环击1,"23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507","23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507"
7320051,连环击2,"23000510,23000511,23000512,23000513,23000514,23000515,23000516","23000510,23000511,23000512,23000513,23000514,23000515,23000516"
7320052,连环击3,"23000520,23000521,23000522,23000523,23000524,23000525,23000526","23000520,23000521,23000522,23000523,23000524,23000525,23000526"
7320053,连环击4,"23000530,23000531,23000532,23000533,23000534,23000535,23000536","23000530,23000531,23000532,23000533,23000534,23000535,23000536"
7320054,连环击5,"23000540,23000541,23000542,23000543,23000544,23000545,23000546","23000540,23000541,23000542,23000543,23000544,23000545,23000546"
7320055,连环击6,"23000550,23000551,23000552,23000553,23000554,23000555,23000556","23000550,23000551,23000552,23000553,23000554,23000555,23000556"
7320056,连环击虚弱休息,23000560,23000560
7320057,美女野兽,23100100,23100100
7330000,变身,"23000000,23000001,23000002","23000000,23000001,23000002"
7330010,鹰击1,"23000100,23000101,23000102,23000103,23000104,23000105,23000106,23000107","23000100,23000101,23000102,23000103,23000104,23000105,23000106,23000107"
7330011,鹰击2,"23000110,23000111,23000112,23000113,23000114,23000115,23000116,23000117","23000110,23000111,23000112,23000113,23000114,23000115,23000116,23000117"
7330012,鹰击3,"23000120,23000121,23000122,23000123,23000124,23000125,23000126,23000127","23000120,23000121,23000122,23000123,23000124,23000125,23000126,23000127"
7330013,鹰击4,"23100200,23100201,23100202,23100203,23100204,23100205,23100206,23100207","23100200,23100201,23100202,23100203,23100204,23100205,23100206,23100207"
7330014,鹰击5,"23000130,23000131,23000132,23000133,23000134,23000135,23000136,23000137","23000130,23000131,23000132,23000133,23000134,23000135,23000136,23000137"
7330015,鹰击6,"23000140,23000141,23000142,23000143,23000144,23000145,23000146,23000147","23000140,23000141,23000142,23000143,23000144,23000145,23000146,23000147"
7330016,鹰击7,"23000150,23000151,23000152,23000153,23000154,23000155,23000156,23000157","23000150,23000151,23000152,23000153,23000154,23000155,23000156,23000157"
7330017,鹰击虚弱休息,23000160,23000160
7330018,美女野兽,23100100,23100100
7330020,狮搏,"23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207","23000200,23000201,23000202,23000203,23000204,23000205,23000206,23000207"
7330021,美女野兽,23100100,23100100
7330030,魔息术,"23000300,23000301,23000302,23000303","23000300,23000301,23000302,23000303"
7330031,美女野兽,23100100,23100100
7330040,象形1,"23000400,23000401,23000402","23000400,23000401,23000402"
7330041,象形2,"23000410,23000411,23000412","23000410,23000411,23000412"
7330042,美女野兽,23100100,23100100
7330050,连环击1,"23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507","23000500,23000501,23000502,23000503,23000504,23000505,23000506,23000507"
7330051,连环击2,"23000510,23000511,23000512,23000513,23000514,23000515,23000516","23000510,23000511,23000512,23000513,23000514,23000515,23000516"
7330052,连环击3,"23000520,23000521,23000522,23000523,23000524,23000525,23000526","23000520,23000521,23000522,23000523,23000524,23000525,23000526"
7330053,连环击4,"23000530,23000531,23000532,23000533,23000534,23000535,23000536","23000530,23000531,23000532,23000533,23000534,23000535,23000536"
7330054,连环击5,"23000540,23000541,23000542,23000543,23000544,23000545,23000546","23000540,23000541,23000542,23000543,23000544,23000545,23000546"
7330055,连环击6,"23000550,23000551,23000552,23000553,23000554,23000555,23000556","23000550,23000551,23000552,23000553,23000554,23000555,23000556"
7330056,连环击虚弱休息,23000560,23000560
7330057,美女野兽,23100100,23100100
7410010,阎罗令1,"14000100,14000101,14000102,14000103,14000104,14000105","14000100,14000101,14000102,14000103,14000104,14000105"
7410011,阎罗令2,"14000110,14000111","14000110,14000111"
7410012,阎罗令3,"14000120,14000121","14000120,14000121"
7410013,阎罗令4,"14000130,14000131","14000130,14000131"
7410014,阎罗令5,"14000140,14000141","14000140,14000141"
7410015,阎罗令6,"14000150,14000151","14000150,14000151"
7410020,腐尸毒1,"14000200,14000201,14000202,14000203,14000204","14000200,14000201,14000202,14000203,14000204"
7410021,精灵虫群2,"14000210,14000211","14000210,14000211"
7410022,精灵虫群3,"14000220,14000221","14000220,14000221"
7410023,精灵虫群4,"14000230,14000231","14000230,14000231"
7410024,精灵虫群5,"14100100,14100101","14100100,14100101"
7410025,精灵虫群6,"14000240,14000241","14000240,14000241"
7410026,精灵虫群7,"14000250,14000251","14000250,14000251"
7410027,精灵虫群8,"14000260,14000261","14000260,14000261"
7410030,六道轮回,"14000300,14000301,14000302,14000303,14000304,14000305","14000300,14000301,14000302,14000303,14000304,14000305"
7410031,六道轮回虚弱,14000310,14000310
7410040,休眠1,"14000400,14000401,14000402,14000403,14000404,14000405","14000400,14000401,14000402,14000403,14000404,14000405"
7410050,心灵之眼1,"14000500,14000501,14000502,14000503,14000504,14000505","14000500,14000501,14000502,14000503,14000504,14000505"
7410051,心灵之眼2,"14000510,14000511,14000512","14000510,14000511,14000512"
7410052,心灵之眼3,"14000520,14000521,14000522","14000520,14000521,14000522"
7410053,心灵之眼4,"14000530,14000531,14000532","14000530,14000531,14000532"
7410054,心灵之眼5,"14000540,14000541,14000542","14000540,14000541,14000542"
7410055,心灵之眼6,"14000550,14000551,14000552","14000550,14000551,14000552"
7420010,阎罗令1,"14000100,14000101,14000102,14000103,14000104,14000105","14000100,14000101,14000102,14000103,14000104,14000105"
7420011,阎罗令2,"14000110,14000111","14000110,14000111"
7420012,阎罗令3,"14000120,14000121","14000120,14000121"
7420013,阎罗令4,"14000130,14000131","14000130,14000131"
7420014,阎罗令5,"14000140,14000141","14000140,14000141"
7420015,阎罗令6,"14000150,14000151","14000150,14000151"
7420020,腐尸毒1,"14000200,14000201,14000202,14000203,14000204","14000200,14000201,14000202,14000203,14000204"
7420021,腐尸毒2,"14000210,14000211","14000210,14000211"
7420022,腐尸毒3,"14000220,14000221","14000220,14000221"
7420023,腐尸毒4,"14000230,14000231","14000230,14000231"
7420024,腐尸毒5,"14000240,14000241","14000240,14000241"
7420025,腐尸毒6,"14000250,14000251","14000250,14000251"
7420026,腐尸毒7,"14000260,14000261","14000260,14000261"
7420030,六道轮回,"14000300,14000301,14000302,14000303,14000304,14000305","14000300,14000301,14000302,14000303,14000304,14000305"
7420031,六道轮回虚弱,14000310,14000310
7420040,休眠1,"14000400,14000401,14000402,14000403,14000404,14000405","14000400,14000401,14000402,14000403,14000404,14000405"
7420050,心灵之眼1,"14000500,14000501,14000502,14000503,14000504,14000505","14000500,14000501,14000502,14000503,14000504,14000505"
7420051,心灵之眼2,"14000510,14000511,14000512","14000510,14000511,14000512"
7420052,心灵之眼3,"14000520,14000521,14000522","14000520,14000521,14000522"
7420053,心灵之眼4,"14000530,14000531,14000532","14000530,14000531,14000532"
7420054,心灵之眼5,"14000540,14000541,14000542","14000540,14000541,14000542"
7420055,心灵之眼6,"14000550,14000551,14000552","14000550,14000551,14000552"
7430010,阎罗令1,"14000100,14000101,14000102,14000103,14000104,14000105","14000100,14000101,14000102,14000103,14000104,14000105"
7430011,阎罗令2,"14000110,14000111","14000110,14000111"
7430012,阎罗令3,"14000120,14000121","14000120,14000121"
7430013,阎罗令4,"14000130,14000131","14000130,14000131"
7430014,阎罗令5,"14000140,14000141","14000140,14000141"
7430015,阎罗令6,"14000150,14000151","14000150,14000151"
7430020,腐尸毒1,"14000200,14000201,14000202,14000203,14000204","14000200,14000201,14000202,14000203,14000204"
7430021,精灵虫群2,"14000210,14000211","14000210,14000211"
7430022,精灵虫群3,"14000220,14000221","14000220,14000221"
7430023,精灵虫群4,"14000230,14000231","14000230,14000231"
7430024,精灵虫群5,"14100200,14100201","14100200,14100201"
7430025,精灵虫群6,"14100210,14100211","14100210,14100211"
7430026,精灵虫群7,"14000240,14000241","14000240,14000241"
7430027,精灵虫群8,"14000250,14000251","14000250,14000251"
7430028,精灵虫群9,"14000260,14000261","14000260,14000261"
7430030,六道轮回,"14000300,14000301,14000302,14000303,14000304,14000305","14000300,14000301,14000302,14000303,14000304,14000305"
7430040,休眠1,"14000400,14000401,14000402,14000403,14000404,14000405","14000400,14000401,14000402,14000403,14000404,14000405"
7430050,心灵之眼1,"14000500,14000501,14000502,14000503,14000504,14000505","14000500,14000501,14000502,14000503,14000504,14000505"
7430051,心灵之眼2,"14000510,14000511,14000512","14000510,14000511,14000512"
7430052,心灵之眼3,"14000520,14000521,14000522","14000520,14000521,14000522"
7430053,心灵之眼4,"14000530,14000531,14000532","14000530,14000531,14000532"
7430054,心灵之眼5,"14000540,14000541,14000542","14000540,14000541,14000542"
7430055,心灵之眼6,"14000550,14000551,14000552","14000550,14000551,14000552"
7510010,龙卷雨击1,"20700306,20700307,20700308","20700306,20700307,20700308"
7510011,龙卷雨击2,"20700306,20700307,20700308","20700306,20700307,20700308"
7510012,龙卷雨击3,"20700306,20700307,20700308","20700306,20700307,20700308"
7510013,龙卷雨击4,"20700306,20700307,20700308","20700306,20700307,20700308"
7510014,龙卷雨击5,"20700306,20700307,20700308","20700306,20700307,20700308"
7510015,龙卷雨击6,"20700306,20700307,20700308","20700306,20700307,20700308"
7510016,龙卷雨击7,"20700306,20700307,20700308","20700306,20700307,20700308"
7510017,神教奥义,15100100,15100100
7510020,龙腾,"15000200,15000201,15000202,15000203","15000200,15000201,15000202,15000203"
7510021,龙腾2,"15100200,15100201,15100202,15100203","15100200,15100201,15100202,15100203"
7510022,神教奥义,15100100,15100100
7510030,逆鳞,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
7510031,神教奥义,15100100,15100100
7510040,龙吟,"15000400,15000401,15000402,15000403","15000400,15000401,15000402,15000403"
7510041,神教奥义,15100100,15100100
7510050,清心,"15000500,15000501,15000502","15000500,15000501,15000502"
7510051,神教奥义,15100100,15100100
7520010,龙卷雨击1,"20700306,20700307,20700308","20700306,20700307,20700308"
7520011,龙卷雨击2,"20700306,20700307,20700308","20700306,20700307,20700308"
7520012,龙卷雨击3,"20700306,20700307,20700308","20700306,20700307,20700308"
7520013,龙卷雨击4,"20700306,20700307,20700308","20700306,20700307,20700308"
7520014,龙卷雨击5,"20700306,20700307,20700308","20700306,20700307,20700308"
7520015,龙卷雨击6,"20700306,20700307,20700308","20700306,20700307,20700308"
7520016,龙卷雨击7,"20700306,20700307,20700308","20700306,20700307,20700308"
7520020,龙腾,"15000200,15000201,15000202,15000203","15000200,15000201,15000202,15000203"
7520030,逆鳞,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
7520040,龙吟,"15000400,15000401,15000402,15000403","15000400,15000401,15000402,15000403"
7520050,清心,"15000500,15000501,15000502","15000500,15000501,15000502"
7530010,龙卷雨击1,"20700306,20700307,20700308","20700306,20700307,20700308"
7530011,龙卷雨击2,"20700306,20700307,20700308","20700306,20700307,20700308"
7530012,龙卷雨击3,"20700306,20700307,20700308","20700306,20700307,20700308"
7530013,龙卷雨击4,"20700306,20700307,20700308","20700306,20700307,20700308"
7530014,龙卷雨击5,"20700306,20700307,20700308","20700306,20700307,20700308"
7530015,龙卷雨击6,"20700306,20700307,20700308","20700306,20700307,20700308"
7530016,龙卷雨击7,"20700306,20700307,20700308","20700306,20700307,20700308"
7530020,龙腾,"15000200,15000201,15000202,15000203","15000200,15000201,15000202,15000203"
7530030,逆鳞,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
7530040,龙吟,"15000400,15000401,15000402,15000403","15000400,15000401,15000402,15000403"
7530050,清心,"15000500,15000501,15000502","15000500,15000501,15000502"
7540010,龙卷雨击1,"20700306,20700307,20700308","20700306,20700307,20700308"
7540011,龙卷雨击2,"20700306,20700307,20700308","20700306,20700307,20700308"
7540012,龙卷雨击3,"20700306,20700307,20700308","20700306,20700307,20700308"
7540013,龙卷雨击4,"20700306,20700307,20700308","20700306,20700307,20700308"
7540014,龙卷雨击5,"20700306,20700307,20700308","20700306,20700307,20700308"
7540015,龙卷雨击6,"20700306,20700307,20700308","20700306,20700307,20700308"
7540016,龙卷雨击7,"20700306,20700307,20700308","20700306,20700307,20700308"
7540020,龙腾,"15000200,15000201,15000202,15000203","15000200,15000201,15000202,15000203"
7540030,逆鳞,"15000300,15000301,15000302,15000303,15000304,15000305","15000300,15000301,15000302,15000303,15000304,15000305"
7540040,龙吟,"15000400,15000401,15000402,15000403","15000400,15000401,15000402,15000403"
7540050,清心,"15000500,15000501,15000502","15000500,15000501,15000502"
7610010,五行咒1,"16000100,16000101,16000102","16000100,16000101,16000102"
7610011,五行咒2,"16000110,16000111","16000110,16000111"
7610012,五行咒3,"16000120,16000121","16000120,16000121"
7610013,五行咒4,"16000130,16000131","16000130,16000131"
7610014,五行咒5,"16000140,16000141","16000140,16000141"
7610015,五行咒6,"16000150,16000151","16000150,16000151"
7610020,普度众生1,"16000200,16000201,16000202","16000200,16000201,16000202"
7610021,普度众生2,"16000210,16000211","16000210,16000211"
7610030,杨柳甘露复活,"16000300,16000301,16000302,16000303","16000300,16000301,16000302,16000303"
7610031,杨柳甘露加血,"16010300,16010301,16010302","16010300,16010301,16010302"
7610040,灵动九天1,"16000400,16000401,16000402,16000403","16000400,16000401,16000402,16000403"
7610041,灵动九天2,"16000410,16000411,16000412","16000410,16000411,16000412"
7610042,灵动九天3,"16000420,16000421,16000422","16000420,16000421,16000422"
7610043,灵动九天4,"16000430,16000431,16000432","16000430,16000431,16000432"
7610044,灵动九天5,"16000440,16000441,16000442","16000440,16000441,16000442"
7610045,灵动九天6,"16000450,16000451,16000452","16000450,16000451,16000452"
7610046,灵动九天7,"16000460,16000461,16000462","16000460,16000461,16000462"
7610050,微风拂柳,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
7620010,五行咒1,"16000100,16000101,16000102","16000100,16000101,16000102"
7620011,五行咒2,"16000110,16000111","16000110,16000111"
7620012,五行咒3,"16000120,16000121","16000120,16000121"
7620013,五行咒4,"16000130,16000131","16000130,16000131"
7620014,五行咒5,"16000140,16000141","16000140,16000141"
7620015,五行咒6,"16000150,16000151","16000150,16000151"
7620020,普度众生1,"16000200,16000201,16000202","16000200,16000201,16000202"
7620021,普度众生2,"16000210,16000211","16000210,16000211"
7620022,普度众生3,"16010100,16010101","16010100,16010101"
7620030,杨柳甘露复活,"16000300,16000301,16000302,16000303","16000300,16000301,16000302,16000303"
7620031,杨柳甘露加血,16000310,16000310
7620040,灵动九天1,"16000400,16000401,16000402,16000403","16000400,16000401,16000402,16000403"
7620041,灵动九天2,"16000410,16000411,16000412","16000410,16000411,16000412"
7620042,灵动九天3,"16000420,16000421,16000422","16000420,16000421,16000422"
7620043,灵动九天4,"16000430,16000431,16000432","16000430,16000431,16000432"
7620044,灵动九天5,"16000440,16000441,16000442","16000440,16000441,16000442"
7620045,灵动九天6,"16000450,16000451,16000452","16000450,16000451,16000452"
7620046,灵动九天7,"16000460,16000461,16000462","16000460,16000461,16000462"
7620050,微风拂柳,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
7630010,五行咒1,"16000100,16000101,16000102","16000100,16000101,16000102"
7630011,五行咒2,"16000110,16000111","16000110,16000111"
7630012,五行咒3,"16000120,16000121","16000120,16000121"
7630013,五行咒4,"16000130,16000131","16000130,16000131"
7630014,五行咒5,"16000140,16000141","16000140,16000141"
7630015,五行咒6,"16000150,16000151","16000150,16000151"
7630020,普度众生1,"16000200,16000201,16000202","16000200,16000201,16000202"
7630021,普度众生2,"16000210,16000211","16000210,16000211"
7630030,杨柳甘露复活,"16000300,16000301,16000302,16000303","16000300,16000301,16000302,16000303"
7630031,杨柳甘露加血,16000310,16000310
7630040,灵动九天1,"16000400,16000401,16000402,16000403","16000400,16000401,16000402,16000403"
7630041,灵动九天2,"16000410,16000411,16000412","16000410,16000411,16000412"
7630042,灵动九天3,"16000420,16000421,16000422","16000420,16000421,16000422"
7630043,灵动九天4,"16000430,16000431,16000432","16000430,16000431,16000432"
7630044,灵动九天5,"16000440,16000441,16000442","16000440,16000441,16000442"
7630045,灵动九天6,"16000450,16000451,16000452","16000450,16000451,16000452"
7630046,灵动九天7,"16000460,16000461,16000462","16000460,16000461,16000462"
7630050,微风拂柳,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
7640010,五行咒1,"16000100,16000101,16000102","16000100,16000101,16000102"
7640011,五行咒2,"16000110,16000111","16000110,16000111"
7640012,五行咒3,"16000120,16000121","16000120,16000121"
7640013,五行咒4,"16000130,16000131","16000130,16000131"
7640014,五行咒5,"16000140,16000141","16000140,16000141"
7640015,五行咒6,"16000150,16000151","16000150,16000151"
7640016,五行咒回血,16010200,16010200
7640020,普度众生1,"16000200,16000201,16000202","16000200,16000201,16000202"
7640021,普度众生2,"16000210,16000211","16000210,16000211"
7640022,普度众生回血,16010200,16010200
7640030,杨柳甘露复活,"16000300,16000301,16000302,16000303","16000300,16000301,16000302,16000303"
7640031,杨柳甘露加血,16000310,16000310
7640032,杨柳甘露回血,16010200,16010200
7640040,灵动九天1,"16000400,16000401,16000402,16000403","16000400,16000401,16000402,16000403"
7640041,灵动九天2,"16000410,16000411,16000412","16000410,16000411,16000412"
7640042,灵动九天3,"16000420,16000421,16000422","16000420,16000421,16000422"
7640043,灵动九天4,"16000430,16000431,16000432","16000430,16000431,16000432"
7640044,灵动九天5,"16000440,16000441,16000442","16000440,16000441,16000442"
7640045,灵动九天6,"16000450,16000451,16000452","16000450,16000451,16000452"
7640046,灵动九天7,"16000460,16000461,16000462","16000460,16000461,16000462"
7640047,灵动九天回血,16010200,16010200
7640050,微风拂柳,"16000500,16000501,16000502,16000503","16000500,16000501,16000502,16000503"
7640051,微风拂柳回血,16010200,16010200
7710010,闪电风暴1,"16100100,16100101,16100102,16100103,16100104","16100100,16100101,16100102,16100103,16100104"
7710011,闪电风暴2,"16100110,16100111,16100112","16100110,16100111,16100112"
7710012,闪电风暴3,"16100120,16100121,16100122","16100120,16100121,16100122"
7710013,闪电风暴4,"16100130,16100131,16100132","16100130,16100131,16100132"
7710014,闪电风暴5,"16100140,16100141,16100142","16100140,16100141,16100142"
7710015,闪电风暴6,"16100150,16100151,16100152","16100150,16100151,16100152"
7710020,治疗图腾（召唤）,"16100200,16100201,16100202","16100200,16100201,16100202"
7710030,五雷轰顶,"16100300,16100301,16100302","16100300,16100301,16100302"
7710040,先祖之魂复活,"16100400,16100401,16100402,16100403","16100400,16100401,16100402,16100403"
7710050,狂热图腾（召唤）,"16100500,16100501,16100502","16100500,16100501,16100502"
7720010,闪电风暴1,"16100100,16100101,16100102,16100103,16100104","16100100,16100101,16100102,16100103,16100104"
7720011,闪电风暴2,"16100110,16100111,16100112","16100110,16100111,16100112"
7720012,闪电风暴3,"16100120,16100121,16100122","16100120,16100121,16100122"
7720013,闪电风暴4,"16100130,16100131,16100132","16100130,16100131,16100132"
7720014,闪电风暴5,"16100140,16100141,16100142","16100140,16100141,16100142"
7720015,闪电风暴6,"16100150,16100151,16100152","16100150,16100151,16100152"
7720020,治疗图腾（召唤）,"16100200,16100201,16100202","16100200,16100201,16100202"
7720030,五雷轰顶,"16100300,16100301,16100302","16100300,16100301,16100302"
7720040,先祖之魂复活,"16100400,16100401,16100402,16100403","16100400,16100401,16100402,16100403"
7720050,狂热图腾（召唤）,"16100500,16100501,16100502","16100500,16100501,16100502"
7730010,闪电风暴1,"16100100,16100101,16100102,16100103,16100104","16100100,16100101,16100102,16100103,16100104"
7730011,闪电风暴2,"16100110,16100111,16100112","16100110,16100111,16100112"
7730012,闪电风暴3,"16100120,16100121,16100122","16100120,16100121,16100122"
7730013,闪电风暴4,"16100130,16100131,16100132","16100130,16100131,16100132"
7730014,闪电风暴5,"16100140,16100141,16100142","16100140,16100141,16100142"
7730015,闪电风暴6,"16100150,16100151,16100152","16100150,16100151,16100152"
7730020,治疗图腾（召唤）,"16100200,16100201,16100202","16100200,16100201,16100202"
7730030,五雷轰顶,"16100300,16100301,16100302","16100300,16100301,16100302"
7730040,先祖之魂复活,"16100400,16100401,16100402,16100403","16100400,16100401,16100402,16100403"
7730050,狂热图腾（召唤）,"16100500,16100501,16100502","16100500,16100501,16100502"
