附加属性id,名称,颜色,属性id,属性名称,区间,buffid,技能id,拍卖筛选是否显示
1263,力量+&,FF00b1ff,35,str_value,18;36,0,0,1
1264,耐力+&,FF00b1ff,45,endu_value,18;36,0,0,1
1265,敏捷+&,FF00b1ff,65,agi_value,18;36,0,0,1
1266,体质+&,FF00b1ff,15,cons_value,24;46,0,0,1
1267,魔力+&,FF00b1ff,25,iq_value,24;46,0,0,1
1268,力量+&,FF00b1ff,35,str_value,24;46,0,0,1
1269,耐力+&,FF00b1ff,45,endu_value,24;46,0,0,1
1270,敏捷+&,FF00b1ff,65,agi_value,24;46,0,0,1
1271,体质+&,FF00b1ff,15,cons_value,20;38,0,0,1
1272,魔力+&,FF00b1ff,25,iq_value,20;38,0,0,1
1273,力量+&,FF00b1ff,35,str_value,20;38,0,0,1
1274,耐力+&,FF00b1ff,45,endu_value,20;38,0,0,1
1275,敏捷+&,FF00b1ff,65,agi_value,20;38,0,0,1
1276,体质+&,FF00b1ff,15,cons_value,26;48,0,0,1
1277,魔力+&,FF00b1ff,25,iq_value,26;48,0,0,1
1278,力量+&,FF00b1ff,35,str_value,26;48,0,0,1
1279,耐力+&,FF00b1ff,45,endu_value,26;48,0,0,1
1280,敏捷+&,FF00b1ff,65,agi_value,26;48,0,0,1
1281,体质+&,FF00b1ff,15,cons_value,22;40,0,0,1
1282,魔力+&,FF00b1ff,25,iq_value,22;40,0,0,1
1283,力量+&,FF00b1ff,35,str_value,22;40,0,0,1
1284,耐力+&,FF00b1ff,45,endu_value,22;40,0,0,1
1285,敏捷+&,FF00b1ff,65,agi_value,22;40,0,0,1
1286,体质+&,FF00b1ff,15,cons_value,28;50,0,0,1
1287,魔力+&,FF00b1ff,25,iq_value,28;50,0,0,1
1288,力量+&,FF00b1ff,35,str_value,28;50,0,0,1
1289,耐力+&,FF00b1ff,45,endu_value,28;50,0,0,1
1290,敏捷+&,FF00b1ff,65,agi_value,28;50,0,0,1
1291,体质+&,FF00b1ff,15,cons_value,24;42,0,0,1
1292,魔力+&,FF00b1ff,25,iq_value,24;42,0,0,1
1293,力量+&,FF00b1ff,35,str_value,24;42,0,0,1
1294,耐力+&,FF00b1ff,45,endu_value,24;42,0,0,1
1295,敏捷+&,FF00b1ff,65,agi_value,24;42,0,0,1
1296,体质+&,FF00b1ff,15,cons_value,30;52,0,0,1
1297,魔力+&,FF00b1ff,25,iq_value,30;52,0,0,1
1298,力量+&,FF00b1ff,35,str_value,30;52,0,0,1
1299,耐力+&,FF00b1ff,45,endu_value,30;52,0,0,1
1300,敏捷+&,FF00b1ff,65,agi_value,30;52,0,0,1
1301,体质+&,FF00b1ff,15,cons_value,26;44,0,0,1
1302,魔力+&,FF00b1ff,25,iq_value,26;44,0,0,1
1303,力量+&,FF00b1ff,35,str_value,26;44,0,0,1
1304,耐力+&,FF00b1ff,45,endu_value,26;44,0,0,1
1305,敏捷+&,FF00b1ff,65,agi_value,26;44,0,0,1
1306,体质+&,FF00b1ff,15,cons_value,32;54,0,0,1
1307,魔力+&,FF00b1ff,25,iq_value,32;54,0,0,1
1308,力量+&,FF00b1ff,35,str_value,32;54,0,0,1
1309,耐力+&,FF00b1ff,45,endu_value,32;54,0,0,1
1310,敏捷+&,FF00b1ff,65,agi_value,32;54,0,0,1
1311,体质+&,FF00b1ff,15,cons_value,28;46,0,0,1
1312,魔力+&,FF00b1ff,25,iq_value,28;46,0,0,1
1313,力量+&,FF00b1ff,35,str_value,28;46,0,0,1
1314,耐力+&,FF00b1ff,45,endu_value,28;46,0,0,1
1315,敏捷+&,FF00b1ff,65,agi_value,28;46,0,0,1
1316,体质+&,FF00b1ff,15,cons_value,34;56,0,0,1
1317,魔力+&,FF00b1ff,25,iq_value,34;56,0,0,1
1318,力量+&,FF00b1ff,35,str_value,34;56,0,0,1
1319,耐力+&,FF00b1ff,45,endu_value,34;56,0,0,1
1320,敏捷+&,FF00b1ff,65,agi_value,34;56,0,0,1
1321,体质+&,FF00b1ff,15,cons_value,30;48,0,0,1
1322,魔力+&,FF00b1ff,25,iq_value,30;48,0,0,1
1323,力量+&,FF00b1ff,35,str_value,30;48,0,0,1
1324,耐力+&,FF00b1ff,45,endu_value,30;48,0,0,1
1325,敏捷+&,FF00b1ff,65,agi_value,30;48,0,0,1
1326,体质+&,FF00b1ff,15,cons_value,36;58,0,0,1
1327,魔力+&,FF00b1ff,25,iq_value,36;58,0,0,1
1328,力量+&,FF00b1ff,35,str_value,36;58,0,0,1
1329,耐力+&,FF00b1ff,45,endu_value,36;58,0,0,1
1330,敏捷+&,FF00b1ff,65,agi_value,36;58,0,0,1
1331,体质+&,FF00b1ff,15,cons_value,32;50,0,0,1
1332,魔力+&,FF00b1ff,25,iq_value,32;50,0,0,1
1333,力量+&,FF00b1ff,35,str_value,32;50,0,0,1
1334,耐力+&,FF00b1ff,45,endu_value,32;50,0,0,1
1335,敏捷+&,FF00b1ff,65,agi_value,32;50,0,0,1
1336,体质+&,FF00b1ff,15,cons_value,38;80,0,0,1
1337,魔力+&,FF00b1ff,25,iq_value,38;80,0,0,1
1338,力量+&,FF00b1ff,35,str_value,38;80,0,0,1
1339,耐力+&,FF00b1ff,45,endu_value,38;80,0,0,1
1340,敏捷+&,FF00b1ff,65,agi_value,38;80,0,0,1
1341,体质+&,FF00b1ff,15,cons_value,34;62,0,0,1
1342,魔力+&,FF00b1ff,25,iq_value,34;62,0,0,1
1343,力量+&,FF00b1ff,35,str_value,34;62,0,0,1
1344,耐力+&,FF00b1ff,45,endu_value,34;62,0,0,1
1345,敏捷+&,FF00b1ff,65,agi_value,34;62,0,0,1
1346,体质+&,FF00b1ff,15,cons_value,40;90,0,0,1
1347,魔力+&,FF00b1ff,25,iq_value,40;90,0,0,1
1348,力量+&,FF00b1ff,35,str_value,40;90,0,0,1
1349,耐力+&,FF00b1ff,45,endu_value,40;90,0,0,1
1350,敏捷+&,FF00b1ff,65,agi_value,40;90,0,0,1
1351,体质+&,FF00b1ff,15,cons_value,36;74,0,0,1
1352,魔力+&,FF00b1ff,25,iq_value,36;74,0,0,1
1353,力量+&,FF00b1ff,35,str_value,36;74,0,0,1
1354,耐力+&,FF00b1ff,45,endu_value,36;74,0,0,1
1355,敏捷+&,FF00b1ff,65,agi_value,36;74,0,0,1
1356,体质+&,FF00b1ff,15,cons_value,42;100,0,0,1
1357,魔力+&,FF00b1ff,25,iq_value,42;100,0,0,1
1358,力量+&,FF00b1ff,35,str_value,42;100,0,0,1
1359,耐力+&,FF00b1ff,45,endu_value,42;100,0,0,1
1360,敏捷+&,FF00b1ff,65,agi_value,42;100,0,0,1
1361,体质+&,FF00b1ff,15,cons_value,38;86,0,0,1
1362,魔力+&,FF00b1ff,25,iq_value,38;86,0,0,1
1363,力量+&,FF00b1ff,35,str_value,38;86,0,0,1
1364,耐力+&,FF00b1ff,45,endu_value,38;86,0,0,1
1365,敏捷+&,FF00b1ff,65,agi_value,38;86,0,0,1
1366,体质+&,FF00b1ff,15,cons_value,130;130,0,0,1
1367,魔力+&,FF00b1ff,25,iq_value,130;130,0,0,1
1368,力量+&,FF00b1ff,35,str_value,130;130,0,0,1
1369,耐力+&,FF00b1ff,45,endu_value,130;130,0,0,1
1370,敏捷+&,FF00b1ff,65,agi_value,130;130,0,0,1
1371,体质+&,FF00b1ff,15,cons_value,100;100,0,0,1
1372,魔力+&,FF00b1ff,25,iq_value,100;100,0,0,1
1373,力量+&,FF00b1ff,35,str_value,100;100,0,0,1
1374,耐力+&,FF00b1ff,45,endu_value,100;100,0,0,1
1375,敏捷+&,FF00b1ff,65,agi_value,100;100,0,0,1
,,,,,,,,
1500,物理穿透,FF00b1ff,951,physicchuantou_value,1;17,0,0,0
1501,物理抵抗,FF00b1ff,961,physicdikang_value,1;17,0,0,0
1502,法术穿透,FF00b1ff,971,magicchuantou_value,1;17,0,0,0
1503,法术抵抗,FF00b1ff,981,magicdikang_value,1;17,0,0,0
1504,治疗加深,FF00b1ff,991,medicaljiashen_value,1;8,0,0,0
1505,恢复强度,FF00b1ff,1001,medicalonjiashen_value,1;8,0,0,0
1506,封印加成,FF00b1ff,2131,kongzhijiacheng_value,1;8,0,0,0
1507,封印免疫,FF00b1ff,2141,kongzhimianyi_value,1;8,0,0,0
1600,物理穿透,FF00b1ff,951,physicchuantou_value,5;20,0,0,0
1601,物理抵抗,FF00b1ff,961,physicdikang_value,5;20,0,0,0
1602,法术穿透,FF00b1ff,971,magicchuantou_value,5;20,0,0,0
1603,法术抵抗,FF00b1ff,981,magicdikang_value,5;20,0,0,0
1604,治疗加深,FF00b1ff,991,medicaljiashen_value,5;15,0,0,0
1605,恢复强度,FF00b1ff,1001,medicalonjiashen_value,5;15,0,0,0
1606,封印加成,FF00b1ff,2131,kongzhijiacheng_value,5;15,0,0,0
1607,封印免疫,FF00b1ff,2141,kongzhimianyi_value,5;15,0,0,0
2200,物理穿透 +1,FFd200ff,,,,,442000,
2201,物理穿透 +2,FFd200ff,,,,,442001,
2202,物理穿透 +3,FFd200ff,,,,,442002,
2203,物理穿透 +4,FFd200ff,,,,,442003,
2204,物理穿透 +5,FFd200ff,,,,,442004,
2205,物理穿透 +6,FFd200ff,,,,,442005,
2206,物理穿透 +7,FFd200ff,,,,,442006,
2207,物理穿透 +8,FFd200ff,,,,,442007,
2208,物理穿透 +9,FFd200ff,,,,,442008,
2209,物理穿透 +10,FFd200ff,,,,,442009,
2210,物理穿透 +11,FFd200ff,,,,,442010,
2211,物理穿透 +12,FFd200ff,,,,,442011,
2212,物理穿透 +13,FFd200ff,,,,,442012,
2213,物理穿透 +14,FFd200ff,,,,,442013,
2214,物理穿透 +15,FFd200ff,,,,,442014,
2215,物理穿透 +16,FFd200ff,,,,,442015,
2216,物理穿透 +17,FFd200ff,,,,,442016,
2217,物理抵抗 +1,FFd200ff,,,,,442017,
2218,物理抵抗 +2,FFd200ff,,,,,442018,
2219,物理抵抗 +3,FFd200ff,,,,,442019,
2220,物理抵抗 +4,FFd200ff,,,,,442020,
2221,物理抵抗 +5,FFd200ff,,,,,442021,
2222,物理抵抗 +6,FFd200ff,,,,,442022,
2223,物理抵抗 +7,FFd200ff,,,,,442023,
2224,物理抵抗 +8,FFd200ff,,,,,442024,
2225,物理抵抗 +9,FFd200ff,,,,,442025,
2226,物理抵抗 +10,FFd200ff,,,,,442026,
2227,物理抵抗 +11,FFd200ff,,,,,442027,
2228,物理抵抗 +12,FFd200ff,,,,,442028,
2229,物理抵抗 +13,FFd200ff,,,,,442029,
2230,物理抵抗 +14,FFd200ff,,,,,442030,
2231,物理抵抗 +15,FFd200ff,,,,,442031,
2232,物理抵抗 +16,FFd200ff,,,,,442032,
2233,物理抵抗 +17,FFd200ff,,,,,442033,
2234,法术穿透 +1,FFd200ff,,,,,442034,
2235,法术穿透 +2,FFd200ff,,,,,442035,
2236,法术穿透 +3,FFd200ff,,,,,442036,
2237,法术穿透 +4,FFd200ff,,,,,442037,
2238,法术穿透 +5,FFd200ff,,,,,442038,
2239,法术穿透 +6,FFd200ff,,,,,442039,
2240,法术穿透 +7,FFd200ff,,,,,442040,
2241,法术穿透 +8,FFd200ff,,,,,442041,
2242,法术穿透 +9,FFd200ff,,,,,442042,
2243,法术穿透 +10,FFd200ff,,,,,442043,
2244,法术穿透 +11,FFd200ff,,,,,442044,
2245,法术穿透 +12,FFd200ff,,,,,442045,
2246,法术穿透 +13,FFd200ff,,,,,442046,
2247,法术穿透 +14,FFd200ff,,,,,442047,
2248,法术穿透 +15,FFd200ff,,,,,442048,
2249,法术穿透 +16,FFd200ff,,,,,442049,
2250,法术穿透 +17,FFd200ff,,,,,442050,
2251,法术抵抗 +1,FFd200ff,,,,,442051,
2252,法术抵抗 +2,FFd200ff,,,,,442052,
2253,法术抵抗 +3,FFd200ff,,,,,442053,
2254,法术抵抗 +4,FFd200ff,,,,,442054,
2255,法术抵抗 +5,FFd200ff,,,,,442055,
2256,法术抵抗 +6,FFd200ff,,,,,442056,
2257,法术抵抗 +7,FFd200ff,,,,,442057,
2258,法术抵抗 +8,FFd200ff,,,,,442058,
2259,法术抵抗 +9,FFd200ff,,,,,442059,
2260,法术抵抗 +10,FFd200ff,,,,,442060,
2261,法术抵抗 +11,FFd200ff,,,,,442061,
2262,法术抵抗 +12,FFd200ff,,,,,442062,
2263,法术抵抗 +13,FFd200ff,,,,,442063,
2264,法术抵抗 +14,FFd200ff,,,,,442064,
2265,法术抵抗 +15,FFd200ff,,,,,442065,
2266,法术抵抗 +16,FFd200ff,,,,,442066,
2267,法术抵抗 +17,FFd200ff,,,,,442067,
2268,封印加成 +1,FFd200ff,,,,,442068,
2269,封印加成 +2,FFd200ff,,,,,442069,
2270,封印加成 +3,FFd200ff,,,,,442070,
2271,封印加成 +4,FFd200ff,,,,,442071,
2272,封印加成 +5,FFd200ff,,,,,442072,
2273,封印加成 +6,FFd200ff,,,,,442073,
2274,封印加成 +7,FFd200ff,,,,,442074,
2275,封印加成 +8,FFd200ff,,,,,442075,
2276,封印免疫 +1,FFd200ff,,,,,442076,
2277,封印免疫 +2,FFd200ff,,,,,442077,
2278,封印免疫 +3,FFd200ff,,,,,442078,
2279,封印免疫 +4,FFd200ff,,,,,442079,
2280,封印免疫 +5,FFd200ff,,,,,442080,
2281,封印免疫 +6,FFd200ff,,,,,442081,
2282,封印免疫 +7,FFd200ff,,,,,442082,
2283,封印免疫 +8,FFd200ff,,,,,442083,
2284,治疗加深 +1,FFd200ff,,,,,442084,
2285,治疗加深 +2,FFd200ff,,,,,442085,
2286,治疗加深 +3,FFd200ff,,,,,442086,
2287,治疗加深 +4,FFd200ff,,,,,442087,
2288,治疗加深 +5,FFd200ff,,,,,442088,
2289,治疗加深 +6,FFd200ff,,,,,442089,
2290,治疗加深 +7,FFd200ff,,,,,442090,
2291,治疗加深 +8,FFd200ff,,,,,442091,
2292,恢复强度 +1,FFd200ff,,,,,442092,
2293,恢复强度 +2,FFd200ff,,,,,442093,
2294,恢复强度 +3,FFd200ff,,,,,442094,
2295,恢复强度 +4,FFd200ff,,,,,442095,
2296,恢复强度 +5,FFd200ff,,,,,442096,
2297,恢复强度 +6,FFd200ff,,,,,442097,
2298,恢复强度 +7,FFd200ff,,,,,442098,
2299,恢复强度 +8,FFd200ff,,,,,442099,
2400,物理穿透 +5,FFd200ff,,,,,443000,
2401,物理穿透 +6,FFd200ff,,,,,443001,
2402,物理穿透 +7,FFd200ff,,,,,443002,
2403,物理穿透 +8,FFd200ff,,,,,443003,
2404,物理穿透 +9,FFd200ff,,,,,443004,
2405,物理穿透 +10,FFd200ff,,,,,443005,
2406,物理穿透 +11,FFd200ff,,,,,443006,
2407,物理穿透 +12,FFd200ff,,,,,443007,
2408,物理穿透 +13,FFd200ff,,,,,443008,
2409,物理穿透 +14,FFd200ff,,,,,443009,
2410,物理穿透 +15,FFd200ff,,,,,443010,
2411,物理穿透 +16,FFd200ff,,,,,443011,
2412,物理穿透 +17,FFd200ff,,,,,443012,
2413,物理穿透 +18,FFd200ff,,,,,443013,
2414,物理穿透 +19,FFd200ff,,,,,443014,
2415,物理穿透 +20,FFd200ff,,,,,443015,
2416,物理抵抗 +5,FFd200ff,,,,,443016,
2417,物理抵抗 +6,FFd200ff,,,,,443017,
2418,物理抵抗 +7,FFd200ff,,,,,443018,
2419,物理抵抗 +8,FFd200ff,,,,,443019,
2420,物理抵抗 +9,FFd200ff,,,,,443020,
2421,物理抵抗 +10,FFd200ff,,,,,443021,
2422,物理抵抗 +11,FFd200ff,,,,,443022,
2423,物理抵抗 +12,FFd200ff,,,,,443023,
2424,物理抵抗 +13,FFd200ff,,,,,443024,
2425,物理抵抗 +14,FFd200ff,,,,,443025,
2426,物理抵抗 +15,FFd200ff,,,,,443026,
2427,物理抵抗 +16,FFd200ff,,,,,443027,
2428,物理抵抗 +17,FFd200ff,,,,,443028,
2429,物理抵抗 +18,FFd200ff,,,,,443029,
2430,物理抵抗 +19,FFd200ff,,,,,443030,
2431,物理抵抗 +20,FFd200ff,,,,,443031,
2432,法术穿透 +5,FFd200ff,,,,,443032,
2433,法术穿透 +6,FFd200ff,,,,,443033,
2434,法术穿透 +7,FFd200ff,,,,,443034,
2435,法术穿透 +8,FFd200ff,,,,,443035,
2436,法术穿透 +9,FFd200ff,,,,,443036,
2437,法术穿透 +10,FFd200ff,,,,,443037,
2438,法术穿透 +11,FFd200ff,,,,,443038,
2439,法术穿透 +12,FFd200ff,,,,,443039,
2440,法术穿透 +13,FFd200ff,,,,,443040,
2441,法术穿透 +14,FFd200ff,,,,,443041,
2442,法术穿透 +15,FFd200ff,,,,,443042,
2443,法术穿透 +16,FFd200ff,,,,,443043,
2444,法术穿透 +17,FFd200ff,,,,,443044,
2445,法术穿透 +18,FFd200ff,,,,,443045,
2446,法术穿透 +19,FFd200ff,,,,,443046,
2447,法术穿透 +20,FFd200ff,,,,,443047,
2448,法术抵抗 +5,FFd200ff,,,,,443048,
2449,法术抵抗 +6,FFd200ff,,,,,443049,
2450,法术抵抗 +7,FFd200ff,,,,,443050,
2451,法术抵抗 +8,FFd200ff,,,,,443051,
2452,法术抵抗 +9,FFd200ff,,,,,443052,
2453,法术抵抗 +10,FFd200ff,,,,,443053,
2454,法术抵抗 +11,FFd200ff,,,,,443054,
2455,法术抵抗 +12,FFd200ff,,,,,443055,
2456,法术抵抗 +13,FFd200ff,,,,,443056,
2457,法术抵抗 +14,FFd200ff,,,,,443057,
2458,法术抵抗 +15,FFd200ff,,,,,443058,
2459,法术抵抗 +16,FFd200ff,,,,,443059,
2460,法术抵抗 +17,FFd200ff,,,,,443060,
2461,法术抵抗 +18,FFd200ff,,,,,443061,
2462,法术抵抗 +19,FFd200ff,,,,,443062,
2463,法术抵抗 +20,FFd200ff,,,,,443063,
2464,封印加成 +5,FFd200ff,,,,,443064,
2465,封印加成 +6,FFd200ff,,,,,443065,
2466,封印加成 +7,FFd200ff,,,,,443066,
2467,封印加成 +8,FFd200ff,,,,,443067,
2468,封印加成 +9,FFd200ff,,,,,443068,
2469,封印加成 +10,FFd200ff,,,,,443069,
2470,封印加成 +11,FFd200ff,,,,,443070,
2471,封印加成 +12,FFd200ff,,,,,443071,
2472,封印加成 +13,FFd200ff,,,,,443072,
2473,封印加成 +14,FFd200ff,,,,,443073,
2474,封印加成 +15,FFd200ff,,,,,443074,
2475,封印免疫 +5,FFd200ff,,,,,443075,
2476,封印免疫 +6,FFd200ff,,,,,443076,
2477,封印免疫 +7,FFd200ff,,,,,443077,
2478,封印免疫 +8,FFd200ff,,,,,443078,
2479,封印免疫 +9,FFd200ff,,,,,443079,
2480,封印免疫 +10,FFd200ff,,,,,443080,
2481,封印免疫 +11,FFd200ff,,,,,443081,
2482,封印免疫 +12,FFd200ff,,,,,443082,
2483,封印免疫 +13,FFd200ff,,,,,443083,
2484,封印免疫 +14,FFd200ff,,,,,443084,
2485,封印免疫 +15,FFd200ff,,,,,443085,
2486,治疗加深 +5,FFd200ff,,,,,443086,
2487,治疗加深 +6,FFd200ff,,,,,443087,
2488,治疗加深 +7,FFd200ff,,,,,443088,
2489,治疗加深 +8,FFd200ff,,,,,443089,
2490,治疗加深 +9,FFd200ff,,,,,443090,
2491,治疗加深 +10,FFd200ff,,,,,443091,
2492,治疗加深 +11,FFd200ff,,,,,443092,
2493,治疗加深 +12,FFd200ff,,,,,443093,
2494,治疗加深 +13,FFd200ff,,,,,443094,
2495,治疗加深 +14,FFd200ff,,,,,443095,
2496,治疗加深 +15,FFd200ff,,,,,443096,
2497,恢复强度 +5,FFd200ff,,,,,443097,
2498,恢复强度 +6,FFd200ff,,,,,443098,
2499,恢复强度 +7,FFd200ff,,,,,443099,
2500,恢复强度 +8,FFd200ff,,,,,443100,
2501,恢复强度 +9,FFd200ff,,,,,443101,
2502,恢复强度 +10,FFd200ff,,,,,443102,
2503,恢复强度 +11,FFd200ff,,,,,443103,
2504,恢复强度 +12,FFd200ff,,,,,443104,
2505,恢复强度 +13,FFd200ff,,,,,443105,
2506,恢复强度 +14,FFd200ff,,,,,443106,
2507,恢复强度 +15,FFd200ff,,,,,443107,
2001,物理暴击+1%,FFd200ff,,,,,430001,
2002,物理暴抗+1%,FFd200ff,,,,,430002,
2003,法术暴击+1%,FFd200ff,,,,,430003,
2004,法术暴抗+1%,FFd200ff,,,,,430004,
2005,封印命中+1%,FFd200ff,,,,,430005,
2006,封印抵抗+1%,FFd200ff,,,,,430006,
2007,忽视物防+1%,FFd200ff,,,,,430007,
2008,忽视法防+1%,FFd200ff,,,,,430008,
2009,法术连击+1%,FFd200ff,,,,,430009,
2010,法术暴击+1%,FFd200ff,,,,,430010,
2011,物理暴击+2%,FFd200ff,,,,,430011,
2012,物理暴抗+2%,FFd200ff,,,,,430012,
2013,法术暴击+2%,FFd200ff,,,,,430013,
2014,法术暴抗+2%,FFd200ff,,,,,430014,
2015,封印命中+2%,FFd200ff,,,,,430015,
2016,封印抵抗+2%,FFd200ff,,,,,430016,
2017,忽视物防+2%,FFd200ff,,,,,430017,
2018,忽视法防+2%,FFd200ff,,,,,430018,
2019,法术连击+2%,FFd200ff,,,,,430019,
2020,法术暴击+2%,FFd200ff,,,,,430020,
2025,愤怒,FFd200ff,,,,,430025,1
2026,暴怒,FFd200ff,,,,,430026,1
2027,神佑,FFd200ff,,,,,430027,1
2028,神农,FFd200ff,,,,,430028,1
2029,再生,FFd200ff,,,,,430029,1
2030,专注,FFd200ff,,,,,430030,1
2031,斩杀,FFd200ff,,,,,430031,1
2032,迷踪,FFd200ff,,,,,430032,1
2033,狩猎,FFd200ff,,,,,430033,1
2034,简易,FFd200ff,,,,,430034,1
2035,无级别限制,FFd200ff,,,,,430035,0
2036,感知,FFd200ff,,,,,430036,1
2040,阳:提升物理伤害+1%,FFd200ff,,,,,440001,0
2041,阳:提升物理伤害+1.2%,FFd200ff,,,,,440002,0
2042,阳:提升物理伤害+1.4%,FFd200ff,,,,,440003,0
2043,阳:提升物理伤害+1.8%,FFd200ff,,,,,440004,0
2044,阳:提升物理伤害+2%,FFd200ff,,,,,440005,0
2045,阳:提升物理伤害+2.2%,FFd200ff,,,,,440006,0
2046,阳:提升物理伤害+2.4%,FFd200ff,,,,,440007,0
2047,阳:提升物理伤害+2.6%,FFd200ff,,,,,440008,0
2048,阳:提升物理伤害+2.8%,FFd200ff,,,,,440009,0
2049,阳:提升物理伤害+3%,FFd200ff,,,,,440010,0
2050,阴:提升物理伤害+8,FFd200ff,,,,,440011,0
2051,阴:提升物理伤害+16,FFd200ff,,,,,440012,0
2052,阴:提升物理伤害+24,FFd200ff,,,,,440013,0
2053,阴:提升物理伤害+32,FFd200ff,,,,,440014,0
2054,阴:提升物理伤害+40,FFd200ff,,,,,440015,0
2055,阴:提升物理伤害+48,FFd200ff,,,,,440016,0
2056,阴:提升物理伤害+56,FFd200ff,,,,,440017,0
2057,阴:提升物理伤害+64,FFd200ff,,,,,440018,0
2058,阴:提升物理伤害+72,FFd200ff,,,,,440019,0
2059,阴:提升物理伤害+80,FFd200ff,,,,,440020,0
2060,阳:提升法术伤害+1%,FFd200ff,,,,,440021,0
2061,阳:提升法术伤害+1.2%,FFd200ff,,,,,440022,0
2062,阳:提升法术伤害+1.4%,FFd200ff,,,,,440023,0
2063,阳:提升法术伤害+1.8%,FFd200ff,,,,,440024,0
2064,阳:提升法术伤害+2%,FFd200ff,,,,,440025,0
2065,阳:提升法术伤害+2.2%,FFd200ff,,,,,440026,0
2066,阳:提升法术伤害+2.4%,FFd200ff,,,,,440027,0
2067,阳:提升法术伤害+2.6%,FFd200ff,,,,,440028,0
2068,阳:提升法术伤害+2.8%,FFd200ff,,,,,440029,0
2069,阳:提升法术伤害+3%,FFd200ff,,,,,440030,0
2070,阴:提升法术伤害+6,FFd200ff,,,,,440031,0
2071,阴:提升法术伤害+12,FFd200ff,,,,,440032,0
2072,阴:提升法术伤害+18,FFd200ff,,,,,440033,0
2073,阴:提升法术伤害+24,FFd200ff,,,,,440034,0
2074,阴:提升法术伤害+30,FFd200ff,,,,,440035,0
2075,阴:提升法术伤害+36,FFd200ff,,,,,440036,0
2076,阴:提升法术伤害+42,FFd200ff,,,,,440037,0
2077,阴:提升法术伤害+48,FFd200ff,,,,,440038,0
2078,阴:提升法术伤害+54,FFd200ff,,,,,440039,0
2079,阴:提升法术伤害+60,FFd200ff,,,,,440040,0
2080,阳:提升气血+1%,FFd200ff,,,,,440041,0
2081,阳:提升气血+1.5%,FFd200ff,,,,,440042,0
2082,阳:提升气血+2%,FFd200ff,,,,,440043,0
2083,阳:提升气血+2.5%,FFd200ff,,,,,440044,0
2084,阳:提升气血+3%,FFd200ff,,,,,440045,0
2085,阳:提升气血+3.5%,FFd200ff,,,,,440046,0
2086,阳:提升气血+4%,FFd200ff,,,,,440047,0
2087,阳:提升气血+4.5%,FFd200ff,,,,,440048,0
2088,阳:提升气血+5%,FFd200ff,,,,,440049,0
2089,阳:提升气血+7%,FFd200ff,,,,,440050,0
2090,阴:提升气血+40,FFd200ff,,,,,440051,0
2091,阴:提升气血+80,FFd200ff,,,,,440052,0
2092,阴:提升气血+120,FFd200ff,,,,,440053,0
2093,阴:提升气血+160,FFd200ff,,,,,440054,0
2094,阴:提升气血+200,FFd200ff,,,,,440055,0
2095,阴:提升气血+240,FFd200ff,,,,,440056,0
2096,阴:提升气血+280,FFd200ff,,,,,440057,0
2097,阴:提升气血+320,FFd200ff,,,,,440058,0
2098,阴:提升气血+360,FFd200ff,,,,,440059,0
2099,阴:提升气血+400,FFd200ff,,,,,440060,0
2100,阳:提升治疗强度+1%,FFd200ff,,,,,440071,0
2101,阳:提升治疗强度+1.2%,FFd200ff,,,,,440072,0
2102,阳:提升治疗强度+1.4%,FFd200ff,,,,,440073,0
2103,阳:提升治疗强度+1.8%,FFd200ff,,,,,440074,0
2104,阳:提升治疗强度+2%,FFd200ff,,,,,440075,0
2105,阳:提升治疗强度+2.2%,FFd200ff,,,,,440076,0
2106,阳:提升治疗强度+2.4%,FFd200ff,,,,,440077,0
2107,阳:提升治疗强度+2.6%,FFd200ff,,,,,440078,0
2108,阳:提升治疗强度+2.8%,FFd200ff,,,,,440079,0
2109,阳:提升治疗强度+3%,FFd200ff,,,,,440080,0
2110,阴:提升治疗强度+8,FFd200ff,,,,,440081,0
2111,阴:提升治疗强度+16,FFd200ff,,,,,440082,0
2112,阴:提升治疗强度+24,FFd200ff,,,,,440083,0
2113,阴:提升治疗强度+32,FFd200ff,,,,,440084,0
2114,阴:提升治疗强度+40,FFd200ff,,,,,440085,0
2115,阴:提升治疗强度+48,FFd200ff,,,,,440086,0
2116,阴:提升治疗强度+56,FFd200ff,,,,,440087,0
2117,阴:提升治疗强度+64,FFd200ff,,,,,440088,0
2118,阴:提升治疗强度+72,FFd200ff,,,,,440089,0
2119,阴:提升治疗强度+80,FFd200ff,,,,,440090,0
2120,阳：提升物理防御+1%,FFd200ff,,,,,440091,0
2121,阳：提升物理防御+1.2%,FFd200ff,,,,,440092,0
2122,阳：提升物理防御+1.4%,FFd200ff,,,,,440093,0
2123,阳：提升物理防御+1.8%,FFd200ff,,,,,440094,0
2124,阳：提升物理防御+2%,FFd200ff,,,,,440095,0
2125,阳：提升物理防御+2.2%,FFd200ff,,,,,440096,0
2126,阳：提升物理防御+2.4%,FFd200ff,,,,,440097,0
2127,阳：提升物理防御+2.6%,FFd200ff,,,,,440098,0
2128,阳：提升物理防御+2.8%,FFd200ff,,,,,440099,0
2129,阳：提升物理防御+3%,FFd200ff,,,,,440100,0
2130,阴:提升物理防御+12,FFd200ff,,,,,440101,0
2131,阴:提升物理防御+24,FFd200ff,,,,,440102,0
2132,阴:提升物理防御+36,FFd200ff,,,,,440103,0
