2025-09-02 16:11:52 出售人id: 155649 出售人userid: 40 出售人名字: 刘光济  购买人id: 106497  购买人userid: 28  购买人名字: 林宏硕  物品名称: 碧水青龙  物品数量: 1  交易价格: 1
2025-09-11 00:52:03 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1282049  购买人userid: 395  购买人名字: 甜甜  物品名称: 离火扇  物品数量: 1  交易价格: 30000
2025-09-11 00:58:15 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 器灵•佛莲噬心  物品数量: 2  交易价格: 14999999
2025-09-11 01:00:04 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 器灵•佛莲噬心  物品数量: 2  交易价格: 14999999
2025-09-11 01:05:06 出售人id: 208897 出售人userid: 234 出售人名字: 云浩阔  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 净瓶玉露  物品数量: 1  交易价格: 27000000
2025-09-11 01:05:43 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 208897  购买人userid: 234  购买人名字: 云浩阔  物品名称: 咕噜咕噜  物品数量: 1  交易价格: 21600000
2025-09-11 01:17:10 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 离火扇  物品数量: 1  交易价格: 60000
2025-09-11 01:20:21 出售人id: 5222401 出售人userid: 1333 出售人名字: 流氓、  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级招架  物品数量: 1  交易价格: 2999997
2025-09-11 01:22:34 出售人id: 880641 出售人userid: 319 出售人名字: 如梦丿似幻  购买人id: 208897  购买人userid: 234  购买人名字: 云浩阔  物品名称: 神兜兜  物品数量: 53  交易价格: 170006
2025-09-11 01:24:28 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级反击  物品数量: 1  交易价格: 1900000
2025-09-11 01:25:45 出售人id: 3162113 出售人userid: 840 出售人名字: 流年、  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级神迹  物品数量: 1  交易价格: 6000000
2025-09-11 01:27:34 出售人id: 8193 出售人userid: 123 出售人名字: 李安晏  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级强力  物品数量: 1  交易价格: 2600000
2025-09-11 01:28:23 出售人id: 520193 出售人userid: 25 出售人名字: 孙弘光  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级强壮  物品数量: 1  交易价格: 4500000
2025-09-11 01:29:33 出售人id: 925697 出售人userid: 92 出售人名字: 春风何时来。  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级吸血  物品数量: 1  交易价格: 100000
2025-09-11 01:36:45 出售人id: 184321 出售人userid: 95 出售人名字: 星河入深渊い  购买人id: 151553  购买人userid: 222  购买人名字: 什一  物品名称: 神兜兜  物品数量: 5  交易价格: 179991
2025-09-11 01:54:55 出售人id: 49153 出售人userid: 100 出售人名字: 无名  购买人id: 1036289  购买人userid: 344  购买人名字: 欧皇  物品名称: 高级反震  物品数量: 1  交易价格: 1980000
2025-09-11 02:35:59 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 925697  购买人userid: 92  购买人名字: 春风何时来。  物品名称: 碧水青龙  物品数量: 1  交易价格: 450000
2025-09-11 04:35:48 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 3469313  购买人userid: 209  购买人名字: 黄嘉胜  物品名称: 器灵•青莲剑歌  物品数量: 1  交易价格: 15000000
2025-09-11 04:47:50 出售人id: 3469313 出售人userid: 209 出售人名字: 黄嘉胜  购买人id: 1294337  购买人userid: 401  购买人名字: 酸酸  物品名称: 附灵玉•精华  物品数量: 9  交易价格: 22500
2025-09-11 04:48:18 出售人id: 98305 出售人userid: 3 出售人名字: 常山造纸农  购买人id: 1294337  购买人userid: 401  购买人名字: 酸酸  物品名称: 附灵玉•精华  物品数量: 37  交易价格: 40500
2025-09-11 05:13:46 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 3469313  购买人userid: 209  购买人名字: 黄嘉胜  物品名称: 灵明仙桃•精魄  物品数量: 3  交易价格: 169999
2025-09-11 05:13:59 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 3469313  购买人userid: 209  购买人名字: 黄嘉胜  物品名称: 灵明仙桃•精魄  物品数量: 3  交易价格: 169999
2025-09-11 07:33:30 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 303105  购买人userid: 242  购买人名字: 浮生  物品名称: 兽王腰带  物品数量: 1  交易价格: 6000000
2025-09-11 07:57:25 出售人id: 1339393 出售人userid: 409 出售人名字: 东东丶  购买人id: 303105  购买人userid: 242  购买人名字: 浮生  物品名称: 器灵•固若金汤  物品数量: 1  交易价格: 8000000
2025-09-11 08:00:10 出售人id: 5193729 出售人userid: 1326 出售人名字: 樊昊嘉  购买人id: 303105  购买人userid: 242  购买人名字: 浮生  物品名称: 淬灵露  物品数量: 2  交易价格: 450000
2025-09-11 08:08:06 出售人id: 139265 出售人userid: 2 出售人名字: Bright明  购买人id: 5222401  购买人userid: 1333  购买人名字: 流氓、  物品名称: 器灵•剑歌  物品数量: 1  交易价格: 9000000
2025-09-11 08:09:38 出售人id: 139265 出售人userid: 2 出售人名字: Bright明  购买人id: 3162113  购买人userid: 840  购买人名字: 流年、  物品名称: 器灵•剑歌  物品数量: 1  交易价格: 8550000
2025-09-11 09:06:17 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 乾坤帽  物品数量: 1  交易价格: 7200000
2025-09-11 10:51:46 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 鸣鸿刀•精华  物品数量: 1  交易价格: 900
2025-09-11 10:52:05 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 鸣鸿刀•精华  物品数量: 1  交易价格: 900
2025-09-11 10:52:28 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 鸣鸿刀•精华  物品数量: 68  交易价格: 900
2025-09-11 10:53:01 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 鸣鸿刀•精魄  物品数量: 23  交易价格: 9000
2025-09-11 10:54:10 出售人id: 421889 出售人userid: 250 出售人名字: 乖乖゛  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 必杀  物品数量: 1  交易价格: 9000000
2025-09-11 10:54:52 出售人id: 184321 出售人userid: 95 出售人名字: 星河入深渊い  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级强壮  物品数量: 1  交易价格: 3150000
2025-09-11 10:56:03 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精华  物品数量: 1  交易价格: 90
2025-09-11 10:56:22 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精华  物品数量: 1  交易价格: 90
2025-09-11 10:56:40 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精华  物品数量: 1  交易价格: 90
2025-09-11 10:57:02 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精华  物品数量: 427  交易价格: 90
2025-09-11 10:58:33 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精魄  物品数量: 1  交易价格: 90
2025-09-11 10:58:53 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精魄  物品数量: 1  交易价格: 90
2025-09-11 10:59:12 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精魄  物品数量: 1  交易价格: 90
2025-09-11 10:59:17 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 飞剑•精魄  物品数量: 18  交易价格: 90
2025-09-11 11:06:57 出售人id: 651265 出售人userid: 280 出售人名字: 那个男人丶  购买人id: 184321  购买人userid: 95  购买人名字: 星河入深渊い  物品名称: 离火扇  物品数量: 1  交易价格: 3000000
2025-09-11 11:09:50 出售人id: 3162113 出售人userid: 840 出售人名字: 流年、  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 神兜兜  物品数量: 1  交易价格: 178920
2025-09-11 11:10:21 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 金芒石  物品数量: 1  交易价格: 10
2025-09-11 11:10:23 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 金芒石  物品数量: 29  交易价格: 9
2025-09-11 11:13:37 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级吸血  物品数量: 1  交易价格: 180000
2025-09-11 11:13:57 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级吸血  物品数量: 1  交易价格: 180000
2025-09-11 11:14:31 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级神迹  物品数量: 1  交易价格: 180000
2025-09-11 11:14:32 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级神迹  物品数量: 1  交易价格: 180000
2025-09-11 11:21:52 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级招架  物品数量: 1  交易价格: 180000
2025-09-11 11:22:09 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级招架  物品数量: 1  交易价格: 180000
2025-09-11 11:22:17 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级敏捷  物品数量: 1  交易价格: 180000
2025-09-11 11:22:33 出售人id: 3358721 出售人userid: 885 出售人名字: 降臣  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级敏捷  物品数量: 1  交易价格: 180000
2025-09-11 11:23:11 出售人id: 8193 出售人userid: 123 出售人名字: 李安晏  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级强力  物品数量: 1  交易价格: 2600000
2025-09-11 11:26:02 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 44  交易价格: 180000
2025-09-11 11:26:08 出售人id: 151553 出售人userid: 222 出售人名字: 什一  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 167  交易价格: 180000
2025-09-11 11:26:13 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 80  交易价格: 180000
2025-09-11 11:26:17 出售人id: 5197825 出售人userid: 1327 出售人名字: 什叁  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 30  交易价格: 180000
2025-09-11 11:26:21 出售人id: 3444737 出售人userid: 904 出售人名字: 什五  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 76  交易价格: 180000
2025-09-11 11:27:39 出售人id: 520193 出售人userid: 25 出售人名字: 孙弘光  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 65  交易价格: 180000
2025-09-11 11:28:59 出售人id: 421889 出售人userid: 250 出售人名字: 乖乖゛  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 驱鬼  物品数量: 1  交易价格: 9000000
2025-09-11 11:28:59 出售人id: 520193 出售人userid: 25 出售人名字: 孙弘光  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级反击  物品数量: 1  交易价格: 2000000
2025-09-11 11:30:20 出售人id: 1339393 出售人userid: 409 出售人名字: 东东丶  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 超级九色鹿  物品数量: 1  交易价格: 3000000
2025-09-11 11:30:23 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 超级神猴  物品数量: 1  交易价格: 900000
2025-09-11 11:33:09 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 151553  购买人userid: 222  购买人名字: 什一  物品名称: 彩果  物品数量: 1  交易价格: 27000000
2025-09-11 11:34:33 出售人id: 421889 出售人userid: 250 出售人名字: 乖乖゛  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 96  交易价格: 45000
2025-09-11 11:37:23 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3375105  购买人userid: 889  购买人名字: 什四  物品名称: 彩果  物品数量: 1  交易价格: 9000000
2025-09-11 11:40:13 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 111  交易价格: 180000
2025-09-11 11:40:16 出售人id: 3375105 出售人userid: 889 出售人名字: 什四  购买人id: 3358721  购买人userid: 885  购买人名字: 降臣  物品名称: 70级•钨金  物品数量: 69  交易价格: 180000
2025-09-11 11:41:42 出售人id: 3231745 出售人userid: 854 出售人名字: 什二  购买人id: 3444737  购买人userid: 904  购买人名字: 什五  物品名称: 彩果  物品数量: 1  交易价格: 9000000
2025-09-11 11:43:00 出售人id: 49153 出售人userid: 100 出售人名字: 无名  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级强壮  物品数量: 1  交易价格: 3150000
2025-09-11 11:43:04 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 3231745  购买人userid: 854  购买人名字: 什二  物品名称: 火灵兽  物品数量: 1  交易价格: 53000000
2025-09-11 11:52:26 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级必杀  物品数量: 1  交易价格: 1
2025-09-11 12:16:00 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级法术防御  物品数量: 1  交易价格: 1
2025-09-11 12:19:05 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级防御  物品数量: 1  交易价格: 1
2025-09-11 12:19:51 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级招架  物品数量: 1  交易价格: 1
2025-09-11 12:21:48 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级法术防御  物品数量: 1  交易价格: 1
2025-09-11 12:23:27 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级精神集中  物品数量: 1  交易价格: 1
2025-09-11 12:24:17 出售人id: 225281 出售人userid: 34 出售人名字: 黑明泽  购买人id: 4898817  购买人userid: 1251  购买人名字: 穆萌  物品名称: 五龙丹  物品数量: 1  交易价格: 743
2025-09-11 12:24:53 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级反震  物品数量: 1  交易价格: 1
2025-09-11 12:25:54 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级防御  物品数量: 1  交易价格: 1
2025-09-11 12:29:17 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级招架  物品数量: 1  交易价格: 5000
2025-09-11 12:30:42 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 520193  购买人userid: 25  购买人名字: 孙弘光  物品名称: 降魔斗篷•精华  物品数量: 32  交易价格: 142999
2025-09-11 12:31:12 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级迟钝  物品数量: 1  交易价格: 8000
2025-09-11 12:32:13 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 龙骨甲  物品数量: 1  交易价格: 3600000
2025-09-11 12:35:14 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级强壮  物品数量: 1  交易价格: 900000
2025-09-11 12:38:18 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级迟钝  物品数量: 1  交易价格: 900000
2025-09-11 12:42:09 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 高级幸运  物品数量: 1  交易价格: 900000
2025-09-11 12:48:19 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 1339393  购买人userid: 409  购买人名字: 东东丶  物品名称: 金甲仙衣•精华  物品数量: 2  交易价格: 229999
2025-09-11 13:08:25 出售人id: 1339393 出售人userid: 409 出售人名字: 东东丶  购买人id: 233473  购买人userid: 191  购买人名字: 浩然  物品名称: 兽王腰带  物品数量: 1  交易价格: 3500000
2025-09-11 13:09:25 出售人id: 520193 出售人userid: 25 出售人名字: 孙弘光  购买人id: 233473  购买人userid: 191  购买人名字: 浩然  物品名称: 九州履  物品数量: 1  交易价格: 6000000
2025-09-11 13:19:28 出售人id: 462849 出售人userid: 83 出售人名字: 林漠  购买人id: 73729  购买人userid: 128  购买人名字: 华流才是顶流  物品名称: 无量经•精华  物品数量: 9  交易价格: 225000
2025-09-11 13:23:22 出售人id: 421889 出售人userid: 250 出售人名字: 乖乖゛  购买人id: 462849  购买人userid: 83  购买人名字: 林漠  物品名称: 神兜兜  物品数量: 60  交易价格: 166500
2025-09-11 13:42:30 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 520193  购买人userid: 25  购买人名字: 孙弘光  物品名称: 鸣鸿刀•精华  物品数量: 1  交易价格: 26000
2025-09-11 13:42:44 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 520193  购买人userid: 25  购买人名字: 孙弘光  物品名称: 鸣鸿刀•精华  物品数量: 448  交易价格: 25999
2025-09-11 14:25:08 出售人id: 1265665 出售人userid: 397 出售人名字: 令狐能  购买人id: 888833  购买人userid: 321  购买人名字: 久留  物品名称: 乾坤帽  物品数量: 1  交易价格: 30000
2025-09-11 14:45:08 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 降魔斗篷•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:45:15 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 降魔斗篷•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:45:19 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 降魔斗篷•精华  物品数量: 16  交易价格: 270000
2025-09-11 14:45:40 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:46:03 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:46:23 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:46:52 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 无量经•精华  物品数量: 14  交易价格: 270000
2025-09-11 14:47:00 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:47:09 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 风袋•精华  物品数量: 1  交易价格: 270000
2025-09-11 14:47:26 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 77825  购买人userid: 20  购买人名字: 华华  物品名称: 风袋•精华  物品数量: 8  交易价格: 270000
2025-09-11 14:49:54 出售人id: 184321 出售人userid: 95 出售人名字: 星河入深渊い  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 鸣鸿刀•精魄  物品数量: 17  交易价格: 79999
2025-09-11 16:25:08 出售人id: 49153 出售人userid: 100 出售人名字: 无名  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级强壮  物品数量: 1  交易价格: 3150000
2025-09-11 16:26:52 出售人id: 626689 出售人userid: 104 出售人名字: 纯属娱乐  购买人id: 421889  购买人userid: 250  购买人名字: 乖乖゛  物品名称: 高级强力  物品数量: 1  交易价格: 2700000
2025-09-11 16:36:30 出售人id: 2256897 出售人userid: 619 出售人名字: 再见  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 9000
2025-09-11 16:36:54 出售人id: 2256897 出售人userid: 619 出售人名字: 再见  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 9000
2025-09-11 16:36:57 出售人id: 2256897 出售人userid: 619 出售人名字: 再见  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 9000
2025-09-11 16:37:01 出售人id: 2256897 出售人userid: 619 出售人名字: 再见  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 6  交易价格: 8999
2025-09-11 16:56:56 出售人id: 5197825 出售人userid: 1327 出售人名字: 什叁  购买人id: 569345  购买人userid: 270  购买人名字: 秋色  物品名称: 70级•钨金  物品数量: 62  交易价格: 180000
2025-09-11 16:57:04 出售人id: 3444737 出售人userid: 904 出售人名字: 什五  购买人id: 569345  购买人userid: 270  购买人名字: 秋色  物品名称: 70级•钨金  物品数量: 22  交易价格: 180000
2025-09-11 16:57:11 出售人id: 3444737 出售人userid: 904 出售人名字: 什五  购买人id: 569345  购买人userid: 270  购买人名字: 秋色  物品名称: 70级•钨金  物品数量: 23  交易价格: 180000
2025-09-11 16:59:39 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 569345  购买人userid: 270  购买人名字: 秋色  物品名称: 60级•钨金  物品数量: 109  交易价格: 89989
2025-09-11 16:59:47 出售人id: 77825 出售人userid: 20 出售人名字: 华华  购买人id: 569345  购买人userid: 270  购买人名字: 秋色  物品名称: 60级•钨金  物品数量: 103  交易价格: 90000
2025-09-11 17:05:57 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 风袋•精华  物品数量: 1  交易价格: 900
2025-09-11 17:06:14 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 风袋•精华  物品数量: 1  交易价格: 900
2025-09-11 17:06:33 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 风袋•精华  物品数量: 1  交易价格: 900
2025-09-11 17:06:41 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 风袋•精华  物品数量: 6  交易价格: 900
2025-09-11 17:07:33 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 900
2025-09-11 17:07:49 出售人id: 1294337 出售人userid: 401 出售人名字: 酸酸  购买人id: 1441793  购买人userid: 429  购买人名字: 后湖吴彦祖  物品名称: 金甲仙衣•精华  物品数量: 1  交易价格: 900
2025-09-11 17:55:19 出售人id: 376833 出售人userid: 129 出售人名字: 镜花水月  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 大鹏王变身卡  物品数量: 4  交易价格: 1
2025-09-11 17:56:03 出售人id: 1392641 出售人userid: 422 出售人名字: 南门茗  购买人id: 376833  购买人userid: 129  购买人名字: 镜花水月  物品名称: 太白金星变身卡  物品数量: 1  交易价格: 1
2025-09-11 18:21:46 出售人id: 1036289 出售人userid: 344 出售人名字: 欧皇  购买人id: 233473  购买人userid: 191  购买人名字: 浩然  物品名称: 高级法术连击  物品数量: 1  交易价格: 2700000
2025-09-11 19:03:12 出售人id: 73729 出售人userid: 128 出售人名字: 华流才是顶流  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 灵明仙桃•精华  物品数量: 38  交易价格: 34999
2025-09-11 19:04:25 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 灵明仙桃•精魄  物品数量: 9  交易价格: 90000
2025-09-11 19:07:59 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 灵明仙桃•精魄  物品数量: 30  交易价格: 90000
2025-09-11 19:13:23 出售人id: 1236993 出售人userid: 380 出售人名字: 天敌啊  购买人id: 1392641  购买人userid: 422  购买人名字: 南门茗  物品名称: 灵明仙桃•精魄  物品数量: 30  交易价格: 90000
