技能id,技能名称,图标编号,主动被动,短描述,技能描述,目标类型,魔法入口,评分,品质,低级名称,高级名称,超级名称,特殊名称,特殊名称1,技能消耗,消耗数量,消耗属性编号,摆摊是否显示
270037,3级•腾挪劲,455,1,宠物高级内丹,"<T t=""内丹效果：提升宠物11%的格挡几率、等级*3.5的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•腾挪劲,,,,,-1,0
270038,4级•腾挪劲,455,1,宠物高级内丹,"<T t=""内丹效果：提升宠物13.5%的格挡几率、等级*3.75的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•腾挪劲,,,,,-1,0
270039,5级•腾挪劲,455,1,宠物高级内丹,"<T t=""内丹效果：提升宠物15%的格挡几率、等级*4的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•腾挪劲,,,,,-1,0
270040,1级•龙魂玉,456,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.4的法术防御、等级*3的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,1级•龙魂玉,,,,,-1,0
270041,2级•龙魂玉,456,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.65的法术防御、等级*3.25的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,2级•龙魂玉,,,,,-1,0
270042,3级•龙魂玉,456,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.75的法术防御、等级*3.5的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,3级•龙魂玉,,,,,-1,0
270043,4级•龙魂玉,456,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*0.85的法术防御、等级*3.75的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,4级•龙魂玉,,,,,-1,0
270044,5级•龙魂玉,456,1,宠物高级内丹,"<T t=""内丹效果：增加宠物等级*1的法术防御、等级*4的气血。"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,5级•龙魂玉,,,,,-1,0
,下面是宠物专属内丹,,,,,,,,,,,,,,,,,
280001,相似劫 ,40301,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,相似劫 ,,,无消耗,,-1,0
280002,卷珠帘,40302,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,卷珠帘,,,无消耗,,-1,0
280003,忆沧海,40303,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,忆沧海,,,无消耗,,-1,0
280004,诉余生,40304,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,诉余生,,,无消耗,,-1,0
280005,清平乐,40305,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,清平乐,,,无消耗,,-1,0
280006,忘川忆,40306,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，法术防御+300，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,忘川忆,,,无消耗,,-1,0
280007,血煞变,40307,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,血煞变,,,无消耗,,-1,0
280008,梦蜃境,40308,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,梦蜃境,,,无消耗,,-1,0
280009,九幽囚,40309,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,九幽囚,,,无消耗,,-1,0
280010,引魂灯,40310,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,引魂灯,,,无消耗,,-1,0
280011,不悔刀,40311,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,不悔刀,,,无消耗,,-1,0
280012,阴阳生,40312,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,阴阳生,,,无消耗,,-1,0
280013,万寿喜,40313,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,万寿喜,,,无消耗,,-1,0
280014,魂天兵,40314,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,魂天兵,,,无消耗,,-1,0
280015,巨灵力,40315,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,巨灵力,,,无消耗,,-1,0
280016,天雨花,40316,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,天雨花,,,无消耗,,-1,0
280017,御风行,40317,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,御风行,,,无消耗,,-1,0
280018,碧落忆,40318,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,碧落忆,,,无消耗,,-1,0
280019,日夜游,40319,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,日夜游,,,无消耗,,-1,0
280020,大圣佑,40320,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,大圣佑,,,无消耗,,-1,0
280021,灵蛟垌,40321,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,灵蛟垌,,,无消耗,,-1,0
280022,涅槃火,40322,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,涅槃火,,,无消耗,,-1,0
280023,噬天魄,40323,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,噬天魄,,,无消耗,,-1,0
280024,雾起时,40324,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,雾起时,,,无消耗,,-1,0
280025,覆云雨,40325,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,覆云雨,,,无消耗,,-1,0
280026,止戈武,40326,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,止戈武,,,无消耗,,-1,0
280027,复生露,40327,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,复生露,,,无消耗,,-1,0
280028,疾雷诵,40328,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,疾雷诵,,,无消耗,,-1,0
280029,星辰律,40329,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,星辰律,,,无消耗,,-1,0
280030,九天舞,40330,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,九天舞,,,无消耗,,-1,0
280031,剑意诀,40331,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,剑意诀,,,无消耗,,-1,0
280032,金甲垒,40332,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,金甲垒,,,无消耗,,-1,0
280033,对镜妆,40333,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,对镜妆,,,无消耗,,-1,0
280034,战意生,40336,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,战意生,,,无消耗,,-1,0
280035,气盖世,40334,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,气盖世,,,无消耗,,-1,0
280036,伏龙身,40335,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,伏龙身,,,无消耗,,-1,0
280037,归魂舞,40337,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,归魂舞,,,无消耗,,-1,0
280038,寂心咒,40338,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,寂心咒,,,无消耗,,-1,0
280039,乾坤铠,40339,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,乾坤铠,,,无消耗,,-1,0
280040,风雷变,40340,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,风雷变,,,无消耗,,-1,0
280041,炎夏刃,40341,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,炎夏刃,,,无消耗,,-1,0
280042,灵羊吟,40342,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身法术伤害100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,灵羊吟,,,无消耗,,-1,0
280043,会心击,40343,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理暴击率5％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,会心击,,,无消耗,,-1,0
280044,陌上花,40344,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身法术连击几率10％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,陌上花,,,无消耗,,-1,0
280045,怒竹裂,40345,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理暴击率5％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,怒竹裂,,,无消耗,,-1,0
280046,烈火鸣,40346,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身法术伤害100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,烈火鸣,,,无消耗,,-1,0
280047,月虚影,40347,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理连击几率10％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,月虚影,,,无消耗,,-1,0
280048,灼荒火,40348,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身法术连击几率10％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,灼荒火,,,无消耗,,-1,0
280049,追身雷,40349,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理伤害100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,追身雷,,,无消耗,,-1,0
280050,夜影袭,40350,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身速度100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,夜影袭,,,无消耗,,-1,0
280051,初心焰,40351,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理伤害100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,初心焰,,,无消耗,,-1,0
280052,撼山越,40352,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理伤害100点"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,撼山越,,,无消耗,,-1,0
280053,破妄袭,40353,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血500点，增加自身物理暴击率5％"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,破妄袭,,,无消耗,,-1,0
280054,山鬼谣,40354,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,山鬼谣,,,无消耗,,-1,0
280055,破阵子,40355,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,破阵子,,,无消耗,,-1,0
280056,雨霖铃,40356,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+3000，物理防御+500,法术防御+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,雨霖铃,,,无消耗,,-1,0
280057,永遇乐,40357,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,永遇乐,,,无消耗,,-1,0
280058,观未来,40358,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,观未来,,,无消耗,,-1,0
280059,通过往,40359,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,通过往,,,无消耗,,-1,0
280060,灵猴现,40360,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,灵猴现,,,无消耗,,-1,0
280061,彩灵击,40399,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,彩灵击,,,无消耗,,-1,0
280062,玄幻音,40367,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,玄幻音,,,无消耗,,-1,0
280063,地裂火,40404,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,地裂火,,,无消耗,,-1,0
280064,深蓝心,40403,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,深蓝心,,,无消耗,,-1,0
280065,媚幻升,40361,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,媚幻升,,,无消耗,,-1,0
280066,月之影,40402,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,月之影,,,无消耗,,-1,0
280067,霸道气,40365,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,霸道气,,,无消耗,,-1,0
280068,幻彩术,40366,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,幻彩术,,,无消耗,,-1,0
280069,星陨落,40363,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,星陨落,,,无消耗,,-1,0
280070,暗夜魂,40398,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,暗夜魂,,,无消耗,,-1,0
280071,将魂心,40401,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,将魂心,,,无消耗,,-1,0
280072,画魂灵,40364,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,画魂灵,,,无消耗,,-1,0
280073,古之月,40405,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,古之月,,,无消耗,,-1,0
280074,豹豹豹,40408,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,豹豹豹,,,无消耗,,-1,0
280075,喵喵喵,40367,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,喵喵喵,,,无消耗,,-1,0
280076,暗黑魂,40407,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,暗黑魂,,,无消耗,,-1,0
280077,魔之魂,40365,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,魔之魂,,,无消耗,,-1,0
280078,煞除魔,40362,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,煞除魔,,,无消耗,,-1,0
280079,龙之心,40397,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,龙之心,,,无消耗,,-1,0
280080,龙之魂,40396,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,龙之魂,,,无消耗,,-1,0
280081,嗜血锥,40364,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,嗜血锥,,,无消耗,,-1,0
280082,白虎吼,40409,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,白虎吼,,,无消耗,,-1,0
280083,修罗灵,40395,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,修罗灵,,,无消耗,,-1,0
280084,天玑变,40406,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500点，法术伤害400，速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,天玑变,,,无消耗,,-1,0
280085,黑战神,40348,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,暗黑魂,,,无消耗,,-1,0
280086,战将魂,40346,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,暗黑魂,,,无消耗,,-1,0
280087,炽热者,40349,1,宠物专属内丹,"<T t=""当前效果： 增加自身气血+1500，物理伤害+600,速度+300"" c=""FFFFFF00"" f=""simhei-11""></T>",1,0,200,3,,,暗黑魂,,,无消耗,,-1,0
,下面是宠物门派技能,,,,,,,,,,,,,,,,,
220131,如意金箍棒,2403,2,让宝宝变强大的高级宠物技能书,"<T t=""齐天大圣专属技能，对单体目标造成大量物理伤害，并连击一次。"" c=""fffff2df""/>",480,0,200,2,,,如意金箍棒,,,消耗魔法：50,50,100,1
246038,高级必杀(套装),324,1,让宝宝变强大的高级宠物技能书,,1,0,200,2,,高级必杀(套装),,,,无消耗,,-1,1
246039,高级连击(套装),325,1,让宝宝变强大的高级宠物技能书,"<T t=""普通物理攻击时，有55%概率追加一次攻击，拥有此技能物理伤害结果会降低20%。"" c=""fffff2df""/>",1,0,200,2,,高级连击(套装),,,,无消耗,,-1,1
246040,高级强力(套装),326,1,让宝宝变强大的高级宠物技能书,"<T t=""提升大量的物理攻击力，如果对方有铁甲或高级铁甲技能，物理伤害结果会减少20%，不能与狂暴熊猫技能共存有冲突。"" c=""fffff2df""/>",1,0,200,2,,高级强力(套装),,,,无消耗,,-1,1
246041,高级突进(套装),327,1,让宝宝变强大的高级宠物技能书,"<T t=""物理攻击时忽视对方大量的物理防御。"" c=""fffff2df""/>",1,0,200,2,,高级突进(套装),,,,无消耗,,-1,1
246042,高级偷袭(套装),328,1,让宝宝变强大的高级宠物技能书,"<T t=""物理攻击不会受到反击和反震，并提高10%的物理伤害结果。"" c=""fffff2df""/>",1,0,200,2,,高级偷袭(套装),,,,无消耗,,-1,1
246043,高级法术暴击(套装),329,1,让宝宝变强大的高级宠物技能书,"<T t=""法术攻击时暴击概率增加15%。"" c=""fffff2df""/>",1,0,200,2,,高级法术暴击(套装),,,,无消耗,,-1,1
246044,高级法术连击(套装),330,1,让宝宝变强大的高级宠物技能书,"<T t=""法术攻击时，有30%概率追加一次攻击，伤害是第一次的50%。"" c=""fffff2df""/>",1,0,200,2,,高级法术连击(套装),,,,无消耗,,-1,1
246045,高级法术波动(套装),331,1,让宝宝变强大的高级宠物技能书,"<T t=""每次法术攻击伤害结果在50%至150%之间浮动。"" c=""fffff2df""/>",1,0,200,2,,高级法术波动(套装),,,,无消耗,,-1,1
246046,高级魔之心(套装),332,1,让宝宝变强大的高级宠物技能书,"<T t=""对敌人的法术伤害结果提高20%。"" c=""fffff2df""/>",1,0,200,2,,高级魔之心(套装),,,,无消耗,,-1,1
246047,高级会心(套装),333,1,让宝宝变强大的高级宠物技能书,"<T t=""法术攻击时忽视对方一定的法术防御。"" c=""fffff2df""/>",1,0,200,2,,高级会心(套装),,,,无消耗,,-1,1
246048,高级冥思(套装),334,1,让宝宝变强大的高级宠物技能书,"<T t=""战斗中，每回合结束时回复等级*0.6的魔法。"" c=""fffff2df""/>",1,0,200,2,,高级冥思(套装),,,,无消耗,,-1,1
246049,高级吸血(套装),335,1,让宝宝变强大的高级宠物技能书,"<T t=""物理攻击时，吸收对方所掉气血的30%。"" c=""fffff2df""/>",1,0,200,2,,高级吸血(套装),,,,无消耗,,-1,1
246050,高级再生(套装),336,1,让宝宝变强大的高级宠物技能书,"<T t=""战斗中，每回合自动回复等级*1.6的气血。"" c=""fffff2df""/>",1,0,200,2,,高级再生(套装),,,,无消耗,,-1,1
246051,高级神佑复生(套装),337,1,让宝宝变强大的高级宠物技能书,"<T t=""当死亡时，有35%概率触发神佑效果，自动满血复活。"" c=""fffff2df""/>",1,0,200,2,,高级神佑复生(套装),,,,无消耗,,-1,1
246052,高级招架(套装),338,1,让宝宝变强大的高级宠物技能书,"<T t=""受到物理伤害时的格挡几率提高27%"" c=""fffff2df""/>",1,0,200,2,,高级招架(套装),,,,无消耗,,-1,1
246053,高级反震(套装),339,1,让宝宝变强大的高级宠物技能书,"<T t=""受到物理攻击时有33%概率进行反弹，反弹伤害结果等于自己受到伤害的50%。"" c=""fffff2df""/>",1,0,200,2,,高级反震(套装),,,,无消耗,,-1,1
246054,高级神迹(套装),340,1,让宝宝变强大的高级宠物技能书,"<T t=""不受所有负面状态影响，包括毒、控制等。"" c=""fffff2df""/>",1,0,200,2,,高级神迹(套装),,,,无消耗,,-1,1
246055,高级反击(套装),341,1,让宝宝变强大的高级宠物技能书,"<T t=""受到普通物理攻击时有20%概率自动反击，反击的伤害为正常伤害的100%。"" c=""fffff2df""/>",1,0,200,2,,高级反击(套装),,,,无消耗,,-1,1
246056,高级敏捷(套装),342,1,让宝宝变强大的高级宠物技能书,"<T t=""自身速度增加20%。"" c=""fffff2df""/>",1,0,200,2,,高级敏捷(套装),,,,无消耗,,-1,1
246057,高级强壮(套装),356,1,让宝宝变强大的高级宠物技能书,"<T t=""自身气血上限提升20%。"" c=""fffff2df""/>",1,0,200,2,,高级强壮(套装),,,,无消耗,,-1,1
246058,高级防御(套装),343,1,让宝宝变强大的高级宠物技能书,"<T t=""提升等级*1.3的物理防御，但法术伤害结果会降低11%。"" c=""fffff2df""/>",1,0,200,2,,高级防御(套装),,,,无消耗,,-1,1
246059,高级法术防御(套装),344,1,让宝宝变强大的高级宠物技能书,"<T t=""提升等级*1.3的法术防御，但物理伤害结果会降低11%。"" c=""fffff2df""/>",1,0,200,2,,高级法术防御(套装),,,,无消耗,,-1,1
246060,高级幸运(套装),345,1,让宝宝变强大的高级宠物技能书,"<T t=""被物理攻击时，被暴击概率降低22%。"" c=""fffff2df""/>",1,0,200,2,,高级幸运(套装),,,,无消耗,,-1,1
246061,高级迟钝(套装),387,1,让宝宝变强大的高级宠物技能书,"<T t=""减少自身速度的22%，并且有10%的几率减免50%的物理伤害。"" c=""fffff2df""/>",1,0,200,2,,高级迟钝(套装),,,,无消耗,,-1,1
246062,高级火属性吸收(套装),349,1,让宝宝变强大的高级宠物技能书,"<T t=""有33%概率吸收火属性法术伤害，回复对应的气血。吸收失败也可减少火属性法术伤害的30%。"" c=""fffff2df""/>",1,0,200,2,,高级火属性吸收(套装),,,,无消耗,,-1,1
246063,高级水属性吸收(套装),348,1,让宝宝变强大的高级宠物技能书,"<T t=""有33%概率吸收水属性法术伤害，回复对应的气血。吸收失败也可减少水属性法术伤害的30%。"" c=""fffff2df""/>",1,0,200,2,,高级水属性吸收(套装),,,,无消耗,,-1,1
