"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"830310","130","phyattack_value","230","phycruellv_value","250","phycrueldegree_value","200","200","200","200","200","200","200","400","400","1000","7000","1000","1000","500","50","60","60","60","60","60","60","60","80","80","200","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","220","7000","1000","1000","500","50"
"830401","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","5","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830402","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","10","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830403","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","15","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830404","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","20","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830405","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","25","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830406","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","30","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830407","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","35","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830408","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","40","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830409","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","45","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830410","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","200","200","200","200","200","200","200","400","400","800","7000","1000","1000","500","50","60","60","60","60","60","60","60","80","80","120","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","160","7000","1000","1000","500","50"
"830501","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","5","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830502","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","10","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830503","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","15","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830504","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","20","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830505","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","25","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830506","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","30","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830507","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","35","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830508","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","40","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830509","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","45","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830510","150","magicattack_value","260","magiccruellv_value","280","magiccrueldegree_value","200","200","200","200","200","200","200","400","400","1000","7000","1000","1000","500","50","60","60","60","60","60","60","60","80","80","200","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","220","7000","1000","1000","500","50"
"830601","170","medical_value","290","heallv_value","300","healdegree_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","5","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830602","170","medical_value","290","heallv_value","300","healdegree_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","10","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830603","170","medical_value","290","heallv_value","300","healdegree_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","15","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830604","170","medical_value","290","heallv_value","300","healdegree_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","20","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830605","170","medical_value","290","heallv_value","300","healdegree_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","25","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830606","170","medical_value","290","heallv_value","300","healdegree_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","30","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830607","170","medical_value","290","heallv_value","300","healdegree_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","35","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830608","170","medical_value","290","heallv_value","300","healdegree_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","40","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830609","170","medical_value","290","heallv_value","300","healdegree_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","45","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830610","170","medical_value","290","heallv_value","300","healdegree_value","200","200","200","200","200","200","200","400","400","800","7000","1000","1000","500","50","60","60","60","60","60","60","60","80","80","120","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","160","7000","1000","1000","500","50"
"830701","170","medical_value","290","heallv_value","300","healdegree_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","5","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830702","170","medical_value","290","heallv_value","300","healdegree_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","10","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830703","170","medical_value","290","heallv_value","300","healdegree_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","15","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830704","170","medical_value","290","heallv_value","300","healdegree_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","20","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830705","170","medical_value","290","heallv_value","300","healdegree_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","25","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830706","170","medical_value","290","heallv_value","300","healdegree_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","30","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830707","170","medical_value","290","heallv_value","300","healdegree_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","35","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830708","170","medical_value","290","heallv_value","300","healdegree_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","40","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830709","170","medical_value","290","heallv_value","300","healdegree_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","45","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830710","170","medical_value","290","heallv_value","300","healdegree_value","200","200","200","200","200","200","200","400","400","1000","7000","1000","1000","500","50","60","60","60","60","60","60","60","80","80","200","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","220","7000","1000","1000","500","50"
"830801","180","sealhit_value","190","unseal_value","200","speed_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830802","180","sealhit_value","190","unseal_value","200","speed_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830803","180","sealhit_value","190","unseal_value","200","speed_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830804","180","sealhit_value","190","unseal_value","200","speed_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830805","180","sealhit_value","190","unseal_value","200","speed_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830806","180","sealhit_value","190","unseal_value","200","speed_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830807","180","sealhit_value","190","unseal_value","200","speed_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830808","180","sealhit_value","190","unseal_value","200","speed_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830809","180","sealhit_value","190","unseal_value","200","speed_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830810","180","sealhit_value","190","unseal_value","200","speed_value","200","200","200","200","200","200","200","400","400","800","7000","1000","1000","500","50","200","200","200","200","200","200","200","400","400","600","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","160","7000","1000","1000","500","50"
"830901","180","sealhit_value","190","unseal_value","200","speed_value","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","10","10","10","10","10","10","10","10","10","10","6000","3000","1000","0","0","8","8","8","8","8","8","8","8","8","8","6000","3000","1000","0","0"
"830902","180","sealhit_value","190","unseal_value","200","speed_value","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","20","20","20","20","20","20","20","20","20","20","6000","3000","1000","0","0","16","16","16","16","16","16","16","16","16","16","6000","3000","1000","0","0"
"830903","180","sealhit_value","190","unseal_value","200","speed_value","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0","24","24","24","24","24","24","24","24","24","24","6000","3000","1000","0","0"
"830904","180","sealhit_value","190","unseal_value","200","speed_value","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","60","60","60","60","60","60","60","60","60","60","6000","3000","1000","0","0","32","32","32","32","32","32","32","32","32","32","6000","3000","1000","0","0"
"830905","180","sealhit_value","190","unseal_value","200","speed_value","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","80","80","80","80","80","80","80","80","80","80","6000","3000","1000","0","0","40","40","40","40","40","40","40","40","40","40","6000","3000","1000","0","0"
"830906","180","sealhit_value","190","unseal_value","200","speed_value","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","100","100","100","100","100","100","100","100","100","100","6000","3000","1000","0","0","48","48","48","48","48","48","48","48","48","48","6000","3000","1000","0","0"
"830907","180","sealhit_value","190","unseal_value","200","speed_value","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","120","120","120","120","120","120","120","120","120","120","6000","3000","1000","0","0","56","56","56","56","56","56","56","56","56","56","6000","3000","1000","0","0"
"830908","180","sealhit_value","190","unseal_value","200","speed_value","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","140","140","140","140","140","140","140","140","140","140","6000","3000","1000","0","0","64","64","64","64","64","64","64","64","64","64","6000","3000","1000","0","0"
"830909","180","sealhit_value","190","unseal_value","200","speed_value","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","160","160","160","160","160","160","160","160","160","160","6000","3000","1000","0","0","72","72","72","72","72","72","72","72","72","72","6000","3000","1000","0","0"
"830830","180","sealhit_value","190","unseal_value","200","speed_value","200","200","200","200","200","200","200","400","400","1000","7000","1000","1000","500","50","200","200","200","200","200","200","200","400","400","800","7000","1000","1000","500","50","80","80","80","80","80","80","80","100","100","220","7000","1000","1000","500","50"
"","","","","","","测试装备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9000101","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000102","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000103","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000104","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000105","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000106","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000107","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000108","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000109","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000110","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000111","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000112","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000113","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000114","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000115","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000116","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000117","130","phyattack_value","150","magicattack_value","170","medical_value","1388","1888","1588","2088","1888","2440","2440","2440","2440","2440","6000","3000","1000","0","0","263","440","263","440","263","440","440","440","440","440","6000","3000","1000","0","0","711","711","711","711","711","711","711","711","711","711","6000","3000","1000","0","0"
"9000220","60","maxhp_value","140","defend_value","","","1165","1763","1165","1763","1165","1763","1763","1763","1763","1763","6000","3000","1000","0","0","285","491","285","491","285","491","491","491","491","491","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000221","60","maxhp_value","140","defend_value","","","1165","1763","1165","1763","1165","1763","1763","1763","1763","1763","6000","3000","1000","0","0","285","491","285","491","285","491","491","491","491","491","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000322","90","maxmp_value","140","defend_value","","","1558","2440","1558","2440","1558","2440","2440","2440","2440","2440","6000","3000","1000","0","0","202","292","202","292","202","292","292","292","292","292","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000323","90","maxmp_value","140","defend_value","","","1558","2440","1558","2440","1558","2440","2440","2440","2440","2440","6000","3000","1000","0","0","202","292","202","292","202","292","292","292","292","292","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000424","150","magicattack_value","160","magicdef_value","","","346","601","346","601","346","601","601","601","601","601","6000","3000","1000","0","0","202","292","202","292","202","292","292","292","292","292","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000525","60","maxhp_value","140","defend_value","","","1852","2640","1852","2640","1852","2640","2640","2640","2640","2640","6000","3000","1000","0","0","161","193","161","193","161","193","193","193","193","193","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9000626","160","magicdef_value","200","speed_value","","","221","324","221","324","221","324","324","324","324","324","6000","3000","1000","0","0","174","329","174","329","174","329","329","329","329","329","6000","3000","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9010101","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010102","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010103","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010104","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010105","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010106","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010107","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010108","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010109","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010110","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010111","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010112","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010113","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
