ID,提示对话框类型,提示内容,备注
193445,,"<T t=""追梦西游2•周卡"" c=""FF33FF00"" f=""simhei-13""></T><I s='common5' i='zhouka'/><T t=""不足，无法激活"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""147""></E>",
193446,,"<T t=""仙玉券"" c=""FF33FF00"" f=""simhei-13""></T><I s='common5' i='zhouka'/><T t=""已自动使用~感谢您的支持"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""147""></E>",
193447,1,"<T t=""经验环任务已经完成。"" c=""FFFFF2DF"" f=""simhei-13""></T>",
193448,1,"<T t=""转换成功。"" c=""fffff2df"" f=""simhei-13""></T>",
193449,1,"<T t=""是否将"" c=""FF693F00""/><T t=""$parameter1$"" c=""ff00ff00""/><T t=""转换为"" c=""FF693F00""/><T t=""$parameter2$"" c=""ff00ff00""/>",
193450,1,已经开启过潜灵果了,
193451,1,潜灵果开启等级不足,
193452,1,潜灵果开启经验不足,
193453,1,金币不足,
193454,1,潜灵果数量不足，没有额外增加属性，无法重置,
193455,1,"<T t=""珍兽"" c=""FF693F00""/><T t=""只能跟珍兽或者变异合成"" c=""FF693F00""/>",
193456,1,"<T t=""当前宠物每天只能"" c=""FF693F00""/><T t=""洗练$parameter1$次"" c=""FF693F00""/>",
193457,"4,15","<T t=""恭贺"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""通过商城赞助"" c=""fffff2df""></T><T t=""成功获得"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""$parameter1$"" c=""FF0caf08"" f=""simhei-13""></T>",后台购买吉里咕噜提示
193458,5,少侠已经完成1轮跑环任务了，是否继续？,抓鬼完成1轮提示
193500,5,已装备相同法宝,抓鬼完成1轮提示
193501,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜•泡泡王物获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
193502,1,"<T t=""没有选择技能，怎么学习呀~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""173""></E>",
193510,1,"<T t=""成功领取"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""经验环"" c=""FF33FF00"" f=""simhei-13""></T><E e=""123""></E>",
193511,1,"<T t=""少侠已领取"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""经验环"" c=""FF33FF00"" f=""simhei-13""></T><T t=""无法重复领取"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""117""></E>",
193512,1,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""经验环"" c=""FF33FF00"" f=""simhei-13""></T><T t=""已上限，明日再来吧~"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""116""></E>",
193513,2,"<T t=""法宝精华"" c=""FF33FF00"" f=""simhei-12""></T><T t=""不足，无法进阶。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""129""></E>",
193514,2,"<T t=""当前法宝进阶所需金币不足"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193515,2,"<T t=""请先选择需进阶的法宝"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193516,2,"<T t=""当前法宝进阶成功"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193517,2,"<T t=""只有满阶法宝才可逆转两仪属性哦"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""140""></E>",
193518,2,"<T t=""法宝精魄或者银币"" c=""FF33FF00"" f=""simhei-12""></T><T t=""不足，无法逆转。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193519,2,"<T t=""法宝碎片"" c=""FF33FF00"" f=""simhei-12""></T><I s='ccwp' i='27'></I><T t=""不足，无法兑换。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193520,2,"<T t=""兑换成功。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""140""></E>",
193521,2,"<T t=""请先选择需要开孔的装备。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""147""></E>",
193522,2,"<T t=""货币不足。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""140""></E>",
193523,2,"<T t=""请选择"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""60级"" c=""FF33FF00"" f=""simhei-12""></T><T t=""以上的装备进行点化"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""156""></E>",
193524,2,"<T t=""兑换成功。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""140""></E>",
193525,2,"<I s='ccwp' i='37'></I><T t=""星魂草"" c=""FF33FF00"" f=""simhei-12""></T><T t=""不足，无法升级哦。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""123""></E>",
193526,2,"<I s='ccwp' i='6'></I><T t=""金币"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""不足，无法升级哦。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""123""></E>",
193527,2,"<I s='ccwp' i='yl'></I><T t=""请选择需升级的坐骑"" c=""FFFFF2DF"" f=""simhei-12""></T>",
193528,2,"<T t=""恭喜少侠，坐骑升级成功"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""181""></E>",
193529,2,"<I s='ccwp' i='yl'></I><T t=""请选择需洗炼的坐骑"" c=""FFFFF2DF"" f=""simhei-12""></T>",
193530,2,"<I s='ccwp' i='38'></I><T t=""金芒石或者银币"" c=""FF33FF00"" f=""simhei-12""></T><T t=""不足。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193531,2,"<T t=""1"" c=""FF33FF00"" f=""simhei-12""></T><I s='ccwp' i='36'></I><T t=""不足。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193532,1,"<T t=""技能已达到14个，无法继续学习"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193533,2,"<T t=""灵髓玉"" c=""FF33FF00"" f=""simhei-12""></T><I s='ccwp' i='36'></I><T t=""不足。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193534,1,"<T t=""恭喜少侠，成功兑换"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FFFFFF00"" f=""simhei-12""></T><T t=""，请前往包裹查看。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""181""></E>",
193535,1,"<I s='ccui1' i='s0'></I><T t=""神兜兜"" c=""ff58ff68"" f=""simhei-12""></T><T t=""不足，无法兑换哦~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""181""></E>",
193536,1,"<T t=""请选择需要学习的内丹哦~~"" c=""FFFFF2DF"" f=""simhei-12""></T>",
193537,1,"<T t=""请选择需要学习的内丹哦~"" c=""FFFFF2DF"" f=""simhei-12""></T>",
193538,1,"<T t=""暂无可遗弃的技能呢~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""147""></E>",
193539,1,"<T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-11""></T><T t="""" c=""FF33FF00"" f=""simhei-11""></T><T t=""啊"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""$parameter1$"" c=""FFFFF2DF"" f=""simhei-11""></T>",
193540,1,"<T t=""暂无可遗弃的技能呢~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""147""></E>",
193541,1,"<T t=""周卡兑换券不足~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""117""></E>",
193542,1,"<T t=""恭喜少侠~获得"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-12""></T><T t=""梦幻有你更精彩~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""123""></E>",
193543,1,"<T t=""少侠等级不足~需达到"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""60级"" c=""FF33FF00"" f=""simhei-12""></T><T t=""才可转职哦~"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""151""></E>",
193200,1,193201-193299为技能提示专用,
141181,1,"<T t=""当前状态下无法使用此技能"" c=""fffff2df"" f=""simhei-13""></T>",
160004,1,"<T t=""气血不足，行动失败"" c=""fffff2df"" f=""simhei-13""></T>",战斗消耗不足提示
144760,1,"<T t=""逃跑失败"" c=""fffff2df"" f=""simhei-13""></T>",
150221,1,"<T t=""下回合进入手动操作"" c=""fffff2df"" f=""simhei-13""></T>",自动挂机中断提示
141164,1,"<T t=""气血不足，行动失败"" c=""fffff2df"" f=""simhei-13""></T>",
141165,1,"<T t=""魔法不足，行动失败"" c=""fffff2df"" f=""simhei-13""></T>",
141166,1,"<T t=""愤怒不足，行动失败"" c=""fffff2df"" f=""simhei-13""></T>",
150123,1,"<T t=""休息中，行动失败"" c=""fffff2df"" f=""simhei-13""></T>",战斗中休息提示
142925,1,"<T t=""请先选择一个角色"" c=""fffff2df"" f=""simhei-13""></T>",
145069,7,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""加入了帮派，大家热烈欢迎！"" c=""fffff2df""></T>",加入帮派提示
191046,16,"<T t=""您对$parameter1$进行了操作，如需找回请寻找"" c=""ff8c5e2a""></T><G t=""长安城的星界学徒"" c=""FF0caf08"" m=""1615"" x=""136"" y=""35"" npcid=""161508""></G><T t=""进行珍品找回。"" c=""ff8c5e2a""></T>",珍品找回
191033,16,已不需要验证手机，相关暂停的功能已重新开启,手机绑定
191021,16,为了您的账户安全，需要您进行验证手机，可通过“系统”中的验证手机完成操作，否则相关功能将会暂时关闭,手机绑定
140690,16,您在门派闯关活动中的表现出类拔萃，获得称号《银色的曙光》。,
142763,16,"<T t=""【帮派"" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""的群体消息】"" c=""ff8c5e2a""></T><B></B><T t=""$parameter3$"" c=""ff8c5e2a""></T><B></B><T t=""                       "" c=""FF6EE6FF""></T><T t=""发送者："" c=""ff8c5e2a""></T><T t=""$parameter2$"" c=""ff02972c""></T>",
143928,16,"<T t=""您的物品已于""></T><T t=""$parameter1$年$parameter2$月$parameter3$日$parameter4$时$parameter5$分"" c=""FF33FF33""></T><T t=""找回，请在包裹内查收。""></T>",
143936,16,订单已提交成功，您选择了$parameter1$充值，购买仙玉$parameter2$个，折扣后金额为$parameter3$元。,
143947,16,"<T t=""你因第1次使用外挂类程序被封停10分钟，下次使用将会被""></T><T t=""封停24小时""  c=""ff00cc11""></T><T t=""，请珍惜自己的账号及好友，拒绝使用外挂。""></T>",
143948,16,"<T t=""你因第2次使用外挂类程序被封停24小时，下次使用将会被""></T><T t=""封停7天""  c=""ff00cc11""></T><T t=""！请珍惜自己的账号及好友，拒绝使用外挂！！""></T>",
144346,16,"<T t=""你因第3次使用外挂类程序被封停7天，下次使用将会被""></T><T t=""永久封停""  c=""ff00cc11""></T><T t=""！请珍惜自己的账号及好友，拒绝使用外挂！！""></T>",
146420,16,"<T t=""您已经出师的徒弟""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""完成了充值，因此返还您""></T><T t=""$parameter2$"" c=""FF33FF33""></T><T t=""仙玉。""></T>",
146421,16,"<T t=""您今日领取徒弟充值返还奖励已达""></T><T t=""200"" c=""FF33FF33""></T><T t=""仙玉的上限，因此无法继续领取。""></T>",
146428,16,"<T t=""“""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""年""></T><T t=""$parameter2$"" c=""FF33FF33""></T><T t=""月""></T><T t=""$parameter3$"" c=""FF33FF33""></T><T t=""日 ""></T><T t=""$parameter4$"" c=""FF33FF33""></T><T t=""：""></T><T t=""$parameter5$"" c=""FF33FF33""></T><T t=""：""></T><T t=""$parameter6$"" c=""FF33FF33""></T><T t="" 得到的仙玉由于在一定时间内没有使用换成了“鲜花束”""></T><B></B><T t=""[消费仙玉] ""></T><T t=""$parameter7$"" c=""FFFFFF33""></T><T t=""仙玉""></T><B></B><T t=""[交换道具] 鲜花束：""></T><T t=""$parameter8$"" c=""FFFFFF33""></T><T t=""个”""></T>",
146442,16,"<T t=""您的徒弟""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""已经离开门派，另寻高师。""></T>",
146443,16,"<T t=""您的师父""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""已经将您逐出门派，另寻高徒了。""></T>",
160116,16,"<T t=""您距离上次离开累计离线"" c=""ff8c5e2a"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF02972C"" f=""simhei-12""></T><T t=""分钟，共获得"" c=""ff8c5e2a"" f=""simhei-12""></T><T t=""$parameter2$"" c=""FF02972C"" f=""simhei-12""></T><T t=""离线经验"" c=""ff8c5e2a"" f=""simhei-12""></T>",好友频道挂机离线提示
160117,16,<T t='战斗失败，请提升实力后再次挑战吧。' c='ff8c5e2a'/>,好友频道死亡掉耐久
160186,16,<T t='你已成功加入' c='FF8C5E2A'/><T t='$parameter1$' c='ff00cc11'/><T t='帮派，帮派频道开启。' c='FF8C5E2A'/>,加入帮派提示
160188,16,<T t='你已被' c='FF8C5E2A'/><T t='$parameter1$' c='ff02972c'/><T t='因' c='FF8C5E2A'/><T t='$parameter2$' c='ff00cc11'/><T t='踢出了帮派，你的' c='ff8c5e2a'/><T t='$parameter3$' c='ff00cc11'/><T t='点帮派贡献度已冻结，历史贡献度清零。在加入新帮派3天后，所冻结的贡献度将1:1返还。' c='ff8c5e2a'/>,被帮派踢出提示
160200,16,<T t='帮派升级至' c='ff8c5e2a'/><T t='$parameter1$' c='ff8c5e2a'/><T t='级' c='ff8c5e2a'/>,帮派升级提示
160213,16,<T t='$parameter1$' c='ff00cc11'/><T t='帮派拒绝了你的入帮申请' c='ff8c5e2a'/>,好友频道拒绝入帮申请提示
160214,16,<T t='$parameter1$' c='ff00cc11'/><T t='拒绝了你的入帮邀请' c='ff8c5e2a'/>,好友频道拒绝入帮邀请提示
160219,16,<T t='帮派金库升级至' c='FF8C5E2A'/><T t='$parameter1$' c='FF02972C'/><T t='级' c='FF8C5E2A'/>,好友频道帮派建筑升级提示
160220,16,<T t='帮派药房升级至' c='FF8C5E2A'/><T t='$parameter1$' c='FF02972C'/><T t='级' c='FF8C5E2A'/>,好友频道帮派建筑升级提示
160221,16,<T t='帮派厢房升级至' c='FF8C5E2A'/><T t='$parameter1$' c='FF02972C'/><T t='级' c='FF8C5E2A'/>,好友频道帮派建筑升级提示
160228,16,<T t='帮派维护消耗帮派资金' c='ff8c5e2a'/><T t='$parameter1$' c='ff8c5e2a'/><T t='银币' c='ff8c5e2a'/>,好友频道帮派维护消耗提示
160232,16,<T t='你的帮派资金不足以进行帮派维护，因此帮派等级降低一级，如果帮派金库与帮派药房高于当前帮派等级则效果与帮派等级一致，同时帮派将得到500万帮派资金补给，请尽快带领你的帮派成员参与帮派活动。如帮派等级降至1级时依然如此，你的帮派将自动解散。' c='ff8c5e2a'/>,好友频道帮派降级提示
160233,16,<T t='你的帮派由于帮派资金长期不足，因此帮派被迫解散。' c='ff8c5e2a'/><T t='你的' c='ff8c5e2a'/><T t='$parameter1$' c='ff00cc11'/><T t='点帮派贡献度已冻结，历史贡献度清零。在加入新帮派3天后，所冻结的贡献度将1:1返还。' c='ff8c5e2a'/>,好友频道帮派资金不足，帮派解散提示
160241,16,"<T t=""你已被""  c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""禁言，无法在帮派频道发言，2小时后将自动解除。"" c=""ff8c5e2a""></T>",
160242,16,"<T t=""你的禁言已被"" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""解除。"" c=""ff8c5e2a""></T>",
160257,16,<T t='你主动退出帮派。你的' c='FF8C5E2A'/><T t='$parameter1$' c='ff02972c'/><T t='点帮派贡献度已冻结，历史贡献度清零。如果未加入其他帮派的情况下重新加入原有帮派，可恢复原有贡献度和历史贡献度。如加入新的帮派，所冻结的帮派贡献将在加入新帮派的3天后1:1返还。' c='FF8C5E2A'/>,好友频道主动退出帮派提示
160396,"7,16","<T t=""帮派名称已修改为："" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff00cc11""></T>",帮派名称修改提示
162084,16,"<T t=""决斗失败,你的装备耐久损失""  c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff00cc11""></T><T t=""%"" c=""ff8c5e2a""></T>",
162085,16,"<T t=""恭喜你获得决斗胜利,你出的决斗费用退还给你""  c=""ff8c5e2a""></T>",
162086,16,"<T t=""你在决斗中失利,30分钟之内不能更换称号""  c=""ff8c5e2a""></T>",
162087,16,"<T t=""玩家""  c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""拒绝了你的决斗,退还你的决斗费用""  c=""ff8c5e2a""></T>",
300009,16,"<T t=""交易完成，挂单单价"" c=""ff8c5e2a""/><T t=""$parameter1$"" c=""ff8c5e2a""/><T t=""金币，成交单价"" c=""ff8c5e2a""/><T t=""$parameter2$"" c=""ff8c5e2a""/><T t=""金币，交易总金额"" c=""ff8c5e2a""/><T t=""$parameter3$"" c=""ff8c5e2a""/><T t=""金币，仙玉"" c=""ff8c5e2a""/><T t=""$parameter4$"" c=""ff8c5e2a""/><T t=""，总差价共"" c=""ff8c5e2a""/><T t=""$parameter5$"" c=""ff8c5e2a""/><T t=""金币，已退还至您的背包，请注意查收。"" c=""ff8c5e2a""/>",点卡服金币兑换
162115,16,"<T t=""玩家"" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""ff02972c""></T><T t=""接受了你的挑战,请在长安城生死使者处等待其前来应战"" c=""ff8c5e2a""></T>",
125400,1,193201-193399为刷怪和获得奖励提示,
125401,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""大雁塔妖魔"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125402,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""封妖"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125403,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""二八星宿"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125404,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""十二元辰"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125405,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""四方星官"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125406,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""九曜星官"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125407,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""地煞星"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125408,,"<T t=""今日"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""天罡星"" c=""FF33FF00"" f=""simhei-12""></T><T t=""次数已满，将不会再获得奖励。"" c=""FFFFF2DF"" f=""simhei-12""></T>",
125500,"4,15","<T t=""少侠"" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""平定大雁塔妖魔时获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""116""></E>",
125501,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在封印远古妖魔时意外获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125502,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜星宿之影获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125503,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜二八星宿获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125504,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜星宿之怒获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125505,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，打败强盗获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125506,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，打败强盗头领获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125507,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•初出茅庐获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125508,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•小有所成获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125509,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•伏虎斩妖获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125510,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•御风神行领获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125511,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•履水吐焰获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125512,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•移山覆海获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125513,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•举火燎天获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125514,"4,15","<T t="""" c=""ff261407""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""武艺高强，战胜地煞•承星载物获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""148""></E>",
125600,15,"<T t=""一群来历不明的"" c=""ffff0000""></T><T t=""帮派强盗"" c=""fffff2df""></T><T t=""正在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""大肆抢夺财宝"" c=""fffff2df""></T><T t=""请各帮兄弟前去武力清除。"" c=""fffff2df""></T>",帮派强盗
125601,15,"<T t=""帮派强盗头子"" c=""ffff0000""></T><T t=""携带一群来历不明的喽啰"" c=""fffff2df""></T><T t=""正在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""大肆抢夺财宝"" c=""fffff2df""></T><T t=""请各帮兄弟前去武力清除。"" c=""fffff2df""></T>",帮派强盗
125602,15,"<T t=""一群来历不明的"" c=""ffff0000""></T><T t=""神秘入侵者"" c=""fffff2df""></T><T t=""正在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""大肆屠杀门派弟子"" c=""fffff2df""></T><T t=""请各位少侠前去镇压。"" c=""fffff2df""></T>",神秘入侵者
125603,15,"<T t=""一群来历不明的"" c=""ffff0000""></T><T t=""神秘入侵者头领"" c=""fffff2df""></T><T t=""正在"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T>，<T t=""大肆屠杀门派弟子"" c=""fffff2df""></T><T t=""请各位少侠前去镇压。"" c=""fffff2df""></T>",神秘入侵者
125604,15,"<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""完成100环后获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""$parameter3$""></T><T t=""，真是太幸运了！"" c=""fffff2df""></T>",
125700,1,"<T t=""恭喜你，打造成功了，你获得了""></T><T t=""$parameter1$"" c=""$parameter2$"" ></T><T t=""！""></T><E e=""190""></E>",
200182,1,是否一键合成所有宝石,
146502,1,"<T t=""$parameter1$"" c=""ffff0000""></T>",
201055,"1,-15","<T t=""购买成功"" c=""ff00ff00""></T>",
201056,"1,-15","<T t=""材料不足"" c=""ff00ff00""></T>",
201057,"1,-15","<T t=""更换成功"" c=""ffff0000""></T>",
201058,"1,-15","<T t=""已经拥有,不能重复购买"" c=""ffff0000""></T>",
201059,1,"<T t=""回收成功"" c=""fffff2df"" f=""simhei-13""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-13""></T><T t=""。"" c=""fffff2df"" f=""simhei-13""></T>",
201060,1,"<T t=""缺少"" c=""fffff2df"" f=""simhei-13""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-13""></T><T t=""，无法回收"" c=""fffff2df"" f=""simhei-13""></T>",
201061,"4,15","<T t="""" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在时空宝盒抽奖中获得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T><E e=""137""></E>",秘银宝箱-公告
