"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"164002","炼气化神","炼气化神","一定回合内补充自己和队友的魔法","1635","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","3","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","一定回合内补充自己和队友的魔法","升级提升技能伤害","升级提升技能伤害","永久增加角色速度","永久增加角色速度","永久增加角色速度","永久增加角色速度","永久增加角色速度","永久增加角色速度","1","60","200","200","200","200","200"
"164003","气血之泉","气血之泉","一定回合内补充自己和队友的气血","1630","100","0","10","消耗：$parameter1$%最大气血","-1","0","0","","4127","1","","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","4","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","一定回合内补充自己和队友的气血","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害，永久增加角色的速度","1","200","200","200","200","200","200"
"164004","烟雨剑法","烟雨剑法","使用后可以连续攻击对手两次","1633","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","5","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","使用后可以连续攻击对手两次","增加使用时的伤害，70级可攻击目标3次","增加使用时的伤害，70级可攻击目标3次","增加使用时的伤害，70级可攻击目标3次","增加使用时的伤害，70级可攻击目标3次","增加使用时的伤害，增加临时提高双防的效果。永久增加角色的封印抵抗","增加使用时的伤害，增加临时提高双防的效果。永久增加角色的封印抵抗","增加使用时的伤害，增加临时提高双防的效果。永久增加角色的封印抵抗","增加使用时的伤害，增加临时提高双防的效果。永久增加角色的封印抵抗","1","200","200","200","200","200","200"
"164005","飘渺式","飘渺式","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","1627","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","6","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","作用为当目标为怪物时，通过法术启动物理伤害对方多个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","增加使用时的伤害，70级可攻击3个目标","1","60","200","200","200","200","200"
"164006","山海经","山海经","五庄观弟子可以用符咒召唤神兵之力，让装备更坚固。","1629","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","五庄观弟子可以用符咒召唤神兵之力，让装备更坚固。","制造一张临时符，可给鞋子增加速度","7","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","制造一张临时符，可给鞋子增加速度","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","增加临时符附加物理防御的效果","1","200","200","200","200","200","200"
"164007","五重天","五重天","<T t=""五庄观门派绝技，召唤五重法术对目标进行死亡打击。。"" c=""ffd729ea""></T>","1632","120","0","150","消耗：$parameter1$愤怒","-1","0","0","","480","1","","<T t=""五庄观门派绝技，召唤五重法术对目标进行死亡打击。。"" c=""ffd729ea""></T>","五庄观门派绝技，召唤五重法术对目标进行死亡打击。","8","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","对目标五人使用日月乾坤。使用后休息一回合。","1","2","3","4","5","6","7"
"165000","红袖添香","红袖添香"," 灯下对红袖，浮香夜黄昏。纤纤皓素腕，研墨对月明。","101","-1","0","0","无消耗","-1","0","0","","1","1",""," 灯下对红袖，浮香夜黄昏。纤纤皓素腕，研墨对月明。"," 灯下对红袖，浮香夜黄昏。纤纤皓素腕，研墨对月明。","1","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","女儿村基础技能。使用女儿村封印技能时会额外造成伤害，伤害结果和武器的法术伤害有关","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","永久增加角色的法术防御。","1","200","200","200","200","200","200"
"165001","飞花摘叶","飞花摘叶","一叶微风起，谁解落花意。拾花在手，亦可降敌。","106","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","一叶微风起，谁解落花意。拾花在手，亦可降敌。","一叶微风起，谁解落花意。拾花在手，亦可降敌。","2","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城","法术攻击4个目标，小概率使敌方中毒。玩家施法对首目标小概率附加一笑倾城"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。"," 0-59级 增加使用时的伤害，60级可攻击4个目标；60-69级 增加使用时的伤害，70级可攻击5个目标；70-89级 增加使用时的伤害，90级可攻击6个目标；90-120级 增加使用时的伤害。","1","40","70","200","200","200","200"
"165002","一笑倾城","一笑倾城"," 北方有佳人，绝世而独立。宁不知倾城与倾国，佳人难再得。","104","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1",""," 北方有佳人，绝世而独立。宁不知倾城与倾国，佳人难再得。"," 北方有佳人，绝世而独立。宁不知倾城与倾国，佳人难再得。","3","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","封印敌方3个目标的法术，首目标命中率较高，次目标较低，持续2回合。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","永久增加角色的封印命中。","1","60","200","200","200","200","200"
"165003","观心镜","观心镜","明慧晓百术，静思以观心。水月为镜，可观敌方绝学。","100","100","0","10","消耗：$parameter1$%最大生命值","-1","0","0","","480","1","","明慧晓百术，静思以观心。水月为镜，可观敌方绝学。","明慧晓百术，静思以观心。水月为镜，可观敌方绝学。","4","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","提升命中率，封印敌方目标法术3回合","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","永久增加角色的抵抗封印。","1","200","200","200","200","200","200"
"165004","唤花灵","唤花灵","以吾之名，唤花之灵；守我以彼，共我以生。召唤花灵，共同作战。","102","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","以吾之名，唤花之灵；守我以彼，共我以生。召唤花灵，共同作战。","以吾之名，唤花之灵；守我以彼，共我以生。召唤花灵，共同作战。","5","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","召唤一朵四色花灵，花灵每回合会给召唤者一片随机增益花瓣并回复少量气血。","提升花灵属性。","提升花灵属性。","提升花灵属性。","提升花灵属性。","提升花灵属性。","提升花灵属性。","提升花灵属性。","提升花灵属性。","1","200","200","200","200","200","200"
"165005","镜花隐","镜花隐","水映花月色，身藏疏影中。镜隐花移，唯余暗香，佳人无处寻。","99","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","水映花月色，身藏疏影中。镜隐花移，唯余暗香，佳人无处寻。","水映花月色，身藏疏影中。镜隐花移，唯余暗香，佳人无处寻。","6","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","2回合内有几率格挡并反弹来自敌方的伤害。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","永久增加角色的气血。","1","60","200","200","200","200","200"
"165006","轻如鸿毛","轻如鸿毛","盈盈掌中舞，沾露羽衣轻。翩若惊鸿，一顾而已。","103","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","盈盈掌中舞，沾露羽衣轻。翩若惊鸿，一顾而已。","盈盈掌中舞，沾露羽衣轻。翩若惊鸿，一顾而已。","7","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","制造一张临时符，给武器增加封印命中。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","永久增加角色的速度。","1","200","200","200","200","200","200"
"165007","镜花水月","镜花水月","<T t=""女儿村门派绝技。山水花木皆有灵。天地万物之灵，变无穷奥妙，为我所用。"" c=""ffd729ea""></T>","98","120","0","150","消耗：$parameter1$愤怒","-1","0","0","","4127","1","","<T t=""女儿村门派绝技。山水花木皆有灵。天地万物之灵，变无穷奥妙，为我所用。"" c=""ffd729ea""></T>","<T t=""女儿村门派绝技。山水花木皆有灵。天地万物之灵，变无穷奥妙，为我所用。"" c=""ffd729ea""></T>","8","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","使己方全体进入镜花隐状态1回合，使用后休息一回合。","","提升格挡和反弹的几率。","提升格挡和反弹的几率。","提升格挡和反弹的几率。","提升格挡和反弹的几率。","提升格挡和反弹的几率。","提升格挡和反弹的几率。","提升格挡和反弹的几率。","1","2","3","4","5","6","7"
"166000","梵心魔罗","梵心魔罗","万法从心生，佛魔一念间，浮生不骄狂，何以笑流年。梵魔由心，逍遥不羁，正是小雷音法术的精髓所在。","89","-1","0","0","无消耗","-1","0","0","","1","1","","万法从心生，佛魔一念间，浮生不骄狂，何以笑流年。梵魔由心，逍遥不羁，正是小雷音法术的精髓所在。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","1","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","小雷音寺基础技能。当头顶灵渊的灵珠被挤出时，会根据灵珠的属性来强化当前释放的法术。","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","永久增加角色的法术伤害","1","200","200","200","200","200","200"
"166001","斩业火","斩业火","妙法生流火，照世焚罪邪，予我如意法，斩业非斩人。","90","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","妙法生流火，照世焚罪邪，予我如意法，斩业非斩人。","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","2","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","法术伤害4个目标，并获得一枚佛珠置于灵渊中,伤害不衰减","增加使用时伤害","增加使用时伤害","增加使用时伤害","增加使用时伤害","增加使用时伤害","增加使用时伤害","增加使用时伤害","增加使用时伤害","1","40","70","200","200","200","200"
"166002","迷心障","迷心障","世间万物，皆有其障，以力催之，或可迷心。","91","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","世间万物，皆有其障，以力催之，或可迷心。","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","3","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","对单体目标造成2次伤害，有几率冰冻目标，概率与伤害相关，并获得一枚魔珠置于灵渊中","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","1","200","200","200","200","200","200"
"166003","一念成佛","一念成佛","火海赫焱渡厄业，一念成仁即佛陀。","92","100","0","0","无消耗","-1","0","0","","480","1","","火海赫焱渡厄业，一念成仁即佛陀。","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","4","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","法术伤害3个目标，消耗灵渊里所有佛珠，每消耗一颗佛珠，增加一个伤害目标，伤害不衰减，最多消耗三颗佛珠！","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","增加使用时伤害,永久增加抵抗封印","1","200","200","200","200","200","200"
"166004","一劫为魔","一劫为魔-渡人","生灭予夺囚心魄，一念成痴本疯魔。","93","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","生灭予夺囚心魄，一念成痴本疯魔。","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","5","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","对单体目标造成3次伤害，消耗灵渊里所有魔珠，每消耗一颗魔珠，额外造成一次伤害。有几率冰冻目标，概率与伤害相关，最多消耗三颗佛珠！","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","增强使用时伤害，永久增加角色的物理防御","1","200","200","200","200","200","200"
"166005","雷音度厄","雷音度厄","痛饮狂歌翻尘浪，飞扬跋扈自称雄。胆聚一腔傲然气，不生不灭不低头。","94","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","4127","1","","痛饮狂歌翻尘浪，飞扬跋扈自称雄。胆聚一腔傲然气，不生不灭不低头。","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","6","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","给己方单体施加一个护盾并消耗灵渊里2颗灵珠，附加百分之30的物理法术免伤！","提升持续的效果。","提升持续的效果。","提升持续的效果。","提升持续的效果。","提升持续的效果。","提升持续的效果。","提升持续的效果。","提升持续的效果。","1","200","200","200","200","200","200"
"166006","天魔护体","天魔护体","命里仅一尺，我偏求一丈，激笑平生畅，逍遥魔王心。","95","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","命里仅一尺，我偏求一丈，激笑平生畅，逍遥魔王心。","制造一张临时符，给武器增加治疗效果！","7","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","制造一张临时符，给武器增加治疗效果！","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","增强临时符附加的治疗值，永久增加角色的速度","1","200","200","200","200","200","200"
"166007","问天一战","问天一战","踏南天，碎凌霄，气壮意满仰天啸，问苍天，敢一战？","96","120","0","120","消耗：$parameter1$愤怒","-1","0","0","","480","1","","踏南天，碎凌霄，气壮意满仰天啸，问苍天，敢一战？","随机召唤10颗灵珠攻击敌方","8","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","随机召唤10颗灵珠攻击敌方","","提升召唤珠子的数量","提升召唤珠子的数量","提升召唤珠子的数量","提升召唤珠子的数量","提升召唤珠子的数量","提升召唤珠子的数量","提升召唤珠子的数量","1","2","3","4","5","6","7"
"167000","天罡气","天罡气","再带必杀、物穿、物理防御提升百分之40!","1376","-1","0","0","无消耗","-1","0","0","","1","1","","再带必杀、物穿、物理防御提升百分之40!","再带必杀、物穿、物理防御提升百分之40!","1","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","天宫基础技能","1","200","200","200","200","200","200"
"167001","雷霆万钧","雷霆万钧","物理伤害多个目标，最多攻击4人","1377","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","2","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","物理伤害多个目标，最多攻击4人0-59攻击2个目标50-89攻击3个90级后攻击4个","1","40","70","200","200","200","200"
