"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"6160424","40","160","351621","1","341116","1","341116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331176","1","331176","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","120","","","6160424","6160424","5500","6160424","3600","6160424","900","","","","","6160424","900","6160424","900","6160424","900","6160424","900","6160424","900"
"6160525","72","160","351622","1","341116","1","341116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331176","1","331176","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","120","","","6160525","6160525","5500","6160525","3600","6160525","900","","","","","6160525","900","6160525","900","6160525","900","6160525","900","6160525","900"
"6160626","88","160","351623","1","341116","1","341116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331176","1","331176","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","120","","","6160626","6160626","5500","6160626","3600","6160626","900","","","","","6160626","900","6160626","900","6160626","900","6160626","900","6160626","900"
"4010101","376","10","258001","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900101","900101","5500","900101","3600","900101","900","","","","","900101","2000","900101","2000","900101","2000","900101","2000","4010107","60"
"4010102","376","10","258002","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900102","900102","5500","900102","3600","900102","900","","","","","900102","2000","900102","2000","900102","2000","900102","2000","4010108","60"
"4010103","376","10","258003","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900103","900103","5500","900103","3600","900103","900","","","","","900103","2000","900103","2000","900103","2000","900103","2000","4010109","60"
"4010104","376","10","258004","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900104","900104","5500","900104","3600","900104","900","","","","","900104","2000","900104","2000","900104","2000","900104","2000","4010110","60"
"4010105","376","10","258005","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900105","900105","5500","900105","3600","900105","900","","","","","900105","2000","900105","2000","900105","2000","900105","2000","4010111","60"
"4010106","376","10","258006","1","258100","9","258100","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","1","258102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","9","","","900106","900106","5500","900106","3600","900106","900","","","","","900106","2000","900106","2000","900106","2000","900106","2000","4010112","60"
"4010107","376","10","258007","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010107","4010107","900","4010107","900","4010107","900","","","","","4010107","900","4010107","900","4010107","900","4010107","900","4010107","900"
"4010108","376","10","258008","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010108","4010108","900","4010108","900","4010108","900","","","","","4010108","900","4010108","900","4010108","900","4010108","900","4010108","900"
"4010109","376","10","258009","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010109","4010109","900","4010109","900","4010109","900","","","","","4010109","900","4010109","900","4010109","900","4010109","900","4010109","900"
"4010110","376","10","258010","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010110","4010110","900","4010110","900","4010110","900","","","","","4010110","900","4010110","900","4010110","900","4010110","900","4010110","900"
"4010111","376","10","258011","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010111","4010111","900","4010111","900","4010111","900","","","","","4010111","900","4010111","900","4010111","900","4010111","900","4010111","900"
"4010112","376","10","258012","1","258100","90","258100","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258102","10","258102","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258101","90","","","4010112","4010112","900","4010112","900","4010112","900","","","","","4010112","900","4010112","900","4010112","900","4010112","900","4010112","900"
"7170101","1288","170","351700","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170101","7170101","5500","7170101","3600","7170101","900","","","","","7170101","900","7170101","900","7170101","900","7170101","900","7170101","900"
"7170102","3080","170","351701","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170102","7170102","5500","7170102","3600","7170102","900","","","","","7170102","900","7170102","900","7170102","900","7170102","900","7170102","900"
"7170103","4360","170","351702","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170103","7170103","5500","7170103","3600","7170103","900","","","","","7170103","900","7170103","900","7170103","900","7170103","900","7170103","900"
"7170104","4104","170","351703","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170104","7170104","5500","7170104","3600","7170104","900","","","","","7170104","900","7170104","900","7170104","900","7170104","900","7170104","900"
"7170105","4360","170","351704","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170105","7170105","5500","7170105","3600","7170105","900","","","","","7170105","900","7170105","900","7170105","900","7170105","900","7170105","900"
"7170106","2824","170","351705","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170106","7170106","5500","7170106","3600","7170106","900","","","","","7170106","900","7170106","900","7170106","900","7170106","900","7170106","900"
"7170107","1288","170","351706","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170107","7170107","5500","7170107","3600","7170107","900","","","","","7170107","900","7170107","900","7170107","900","7170107","900","7170107","900"
"7170108","1288","170","351707","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170108","7170108","5500","7170108","3600","7170108","900","","","","","7170108","900","7170108","900","7170108","900","7170108","900","7170108","900"
"7170109","1288","170","351708","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170109","7170109","5500","7170109","3600","7170109","900","","","","","7170109","900","7170109","900","7170109","900","7170109","900","7170109","900"
"7170110","1288","170","351709","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170110","7170110","5500","7170110","3600","7170110","900","","","","","7170110","900","7170110","900","7170110","900","7170110","900","7170110","900"
"7170111","1288","170","351710","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170111","7170111","5500","7170111","3600","7170111","900","","","","","7170111","900","7170111","900","7170111","900","7170111","900","7170111","900"
"7170112","1288","170","351711","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170112","7170112","5500","7170112","3600","7170112","900","","","","","7170112","900","7170112","900","7170112","900","7170112","900","7170112","900"
"7170113","1288","170","351712","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170113","7170113","5500","7170113","3600","7170113","900","","","","","7170113","900","7170113","900","7170113","900","7170113","900","7170113","900"
"7170114","1288","170","351713","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170114","7170114","5500","7170114","3600","7170114","900","","","","","7170114","900","7170114","900","7170114","900","7170114","900","7170114","900"
"7170115","1288","170","351714","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170115","7170115","5500","7170115","3600","7170115","900","","","","","7170115","900","7170115","900","7170115","900","7170115","900","7170115","900"
"7170116","1288","170","351715","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170116","7170116","5500","7170116","3600","7170116","900","","","","","7170116","900","7170116","900","7170116","900","7170116","900","7170116","900"
"7170117","1288","170","351716","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","150","","","7170117","7170117","5500","7170117","3600","7170117","900","","","","","7170117","900","7170117","900","7170117","900","7170117","900","7170117","900"
"7170220","312","170","351717","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331147","1","331147","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","150","","","7170220","7170220","5500","7170220","3600","7170220","900","","","","","7170220","900","7170220","900","7170220","900","7170220","900","7170220","900"
"7170221","568","170","351718","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331147","1","331147","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","150","","","7170221","7170221","5500","7170221","3600","7170221","900","","","","","7170221","2100","7170221","2100","7170221","2100","7170221","2100","7170221","500"
"7170322","1640","170","351719","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331147","1","331147","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","150","","","7170322","7170322","5500","7170322","3600","7170322","900","","","","","7170322","2100","7170322","2100","7170322","2100","7170322","2100","7170322","500"
"7170323","1384","170","351720","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331147","1","331147","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","150","","","7170323","7170323","5500","7170323","3600","7170323","900","","","","","7170323","2100","7170323","2100","7170323","2100","7170323","2100","7170323","500"
"7170424","40","170","351721","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","","","7170424","7170424","5500","7170424","3600","7170424","900","","","","","7170424","2100","7170424","2100","7170424","2100","7170424","2100","7170424","500"
"7170525","72","170","351722","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","","","7170525","7170525","5500","7170525","3600","7170525","900","","","","","7170525","2100","7170525","2100","7170525","2100","7170525","2100","7170525","500"
"7170626","88","170","351723","1","341117","1","341117","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331177","1","331177","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","150","","","7170626","7170626","5500","7170626","3600","7170626","900","","","","","7170626","2100","7170626","2100","7170626","2100","7170626","2100","7170626","500"
"7180101","1288","180","351800","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180101","7180101","5500","7180101","3600","7180101","900","","","","","7180101","900","7180101","900","7180101","900","7180101","900","7180101","900"
"7180102","3080","180","351801","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180102","7180102","5500","7180102","3600","7180102","900","","","","","7180102","900","7180102","900","7180102","900","7180102","900","7180102","900"
"7180103","4360","180","351802","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180103","7180103","5500","7180103","3600","7180103","900","","","","","7180103","900","7180103","900","7180103","900","7180103","900","7180103","900"
"7180104","4104","180","351803","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180104","7180104","5500","7180104","3600","7180104","900","","","","","7180104","900","7180104","900","7180104","900","7180104","900","7180104","900"
"7180105","4360","180","351804","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180105","7180105","5500","7180105","3600","7180105","900","","","","","7180105","900","7180105","900","7180105","900","7180105","900","7180105","900"
"7180106","2824","180","351805","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180106","7180106","5500","7180106","3600","7180106","900","","","","","7180106","900","7180106","900","7180106","900","7180106","900","7180106","900"
"7180107","1288","180","351806","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180107","7180107","5500","7180107","3600","7180107","900","","","","","7180107","900","7180107","900","7180107","900","7180107","900","7180107","900"
"7180108","1288","180","351807","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180108","7180108","5500","7180108","3600","7180108","900","","","","","7180108","900","7180108","900","7180108","900","7180108","900","7180108","900"
"7180109","1288","180","351808","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180109","7180109","5500","7180109","3600","7180109","900","","","","","7180109","900","7180109","900","7180109","900","7180109","900","7180109","900"
"7180110","1288","180","351809","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180110","7180110","5500","7180110","3600","7180110","900","","","","","7180110","900","7180110","900","7180110","900","7180110","900","7180110","900"
"7180111","1288","180","351810","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180111","7180111","5500","7180111","3600","7180111","900","","","","","7180111","900","7180111","900","7180111","900","7180111","900","7180111","900"
"7180112","1288","180","351811","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180112","7180112","5500","7180112","3600","7180112","900","","","","","7180112","900","7180112","900","7180112","900","7180112","900","7180112","900"
"7180113","1288","180","351812","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180113","7180113","5500","7180113","3600","7180113","900","","","","","7180113","900","7180113","900","7180113","900","7180113","900","7180113","900"
"7180114","1288","180","351813","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180114","7180114","5500","7180114","3600","7180114","900","","","","","7180114","900","7180114","900","7180114","900","7180114","900","7180114","900"
"7180115","1288","180","351814","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180115","7180115","5500","7180115","3600","7180115","900","","","","","7180115","900","7180115","900","7180115","900","7180115","900","7180115","900"
"7180116","1288","180","351815","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180116","7180116","5500","7180116","3600","7180116","900","","","","","7180116","900","7180116","900","7180116","900","7180116","900","7180116","900"
"7180117","1288","180","351816","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331118","1","331118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","180","","","7180117","7180117","5500","7180117","3600","7180117","900","","","","","7180117","900","7180117","900","7180117","900","7180117","900","7180117","900"
"7180220","312","180","351817","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331148","1","331148","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","180","","","7180220","7180220","5500","7180220","3600","7180220","900","","","","","7180220","900","7180220","900","7180220","900","7180220","900","7180220","900"
"7180221","568","180","351818","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331148","1","331148","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","180","","","7180221","7180221","5500","7180221","3600","7180221","900","","","","","7180221","2100","7180221","2100","7180221","2100","7180221","2100","7180221","500"
"7180322","1640","180","351819","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331148","1","331148","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","180","","","7180322","7180322","5500","7180322","3600","7180322","900","","","","","7180322","2100","7180322","2100","7180322","2100","7180322","2100","7180322","500"
"7180323","1384","180","351820","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331148","1","331148","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","180","","","7180323","7180323","5500","7180323","3600","7180323","900","","","","","7180323","2100","7180323","2100","7180323","2100","7180323","2100","7180323","500"
"7180424","40","180","351821","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331178","1","331178","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","180","","","7180424","7180424","5500","7180424","3600","7180424","900","","","","","7180424","2100","7180424","2100","7180424","2100","7180424","2100","7180424","500"
"7180525","72","180","351822","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331178","1","331178","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","180","","","7180525","7180525","5500","7180525","3600","7180525","900","","","","","7180525","2100","7180525","2100","7180525","2100","7180525","2100","7180525","500"
"7180626","88","180","351823","1","341118","1","341118","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331178","1","331178","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","180","","","7180626","7180626","5500","7180626","3600","7180626","900","","","","","7180626","2100","7180626","2100","7180626","2100","7180626","2100","7180626","500"
"7190101","1288","190","351900","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190101","7190101","5500","7190101","3600","7190101","900","","","","","7190101","900","7190101","900","7190101","900","7190101","900","7190101","900"
"7190102","3080","190","351901","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190102","7190102","5500","7190102","3600","7190102","900","","","","","7190102","900","7190102","900","7190102","900","7190102","900","7190102","900"
"7190103","4360","190","351902","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190103","7190103","5500","7190103","3600","7190103","900","","","","","7190103","900","7190103","900","7190103","900","7190103","900","7190103","900"
"7190104","4104","190","351903","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190104","7190104","5500","7190104","3600","7190104","900","","","","","7190104","900","7190104","900","7190104","900","7190104","900","7190104","900"
"7190105","4360","190","351904","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190105","7190105","5500","7190105","3600","7190105","900","","","","","7190105","900","7190105","900","7190105","900","7190105","900","7190105","900"
"7190106","2824","190","351905","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190106","7190106","5500","7190106","3600","7190106","900","","","","","7190106","900","7190106","900","7190106","900","7190106","900","7190106","900"
"7190107","1288","190","351906","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190107","7190107","5500","7190107","3600","7190107","900","","","","","7190107","900","7190107","900","7190107","900","7190107","900","7190107","900"
"7190108","1288","190","351907","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190108","7190108","5500","7190108","3600","7190108","900","","","","","7190108","900","7190108","900","7190108","900","7190108","900","7190108","900"
"7190109","1288","190","351908","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190109","7190109","5500","7190109","3600","7190109","900","","","","","7190109","900","7190109","900","7190109","900","7190109","900","7190109","900"
"7190110","1288","190","351909","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190110","7190110","5500","7190110","3600","7190110","900","","","","","7190110","900","7190110","900","7190110","900","7190110","900","7190110","900"
"7190111","1288","190","351910","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190111","7190111","5500","7190111","3600","7190111","900","","","","","7190111","900","7190111","900","7190111","900","7190111","900","7190111","900"
"7190112","1288","190","351911","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190112","7190112","5500","7190112","3600","7190112","900","","","","","7190112","900","7190112","900","7190112","900","7190112","900","7190112","900"
"7190113","1288","190","351912","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190113","7190113","5500","7190113","3600","7190113","900","","","","","7190113","900","7190113","900","7190113","900","7190113","900","7190113","900"
"7190114","1288","190","351913","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190114","7190114","5500","7190114","3600","7190114","900","","","","","7190114","900","7190114","900","7190114","900","7190114","900","7190114","900"
"7190115","1288","190","351914","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190115","7190115","5500","7190115","3600","7190115","900","","","","","7190115","900","7190115","900","7190115","900","7190115","900","7190115","900"
"7190116","1288","190","351915","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190116","7190116","5500","7190116","3600","7190116","900","","","","","7190116","900","7190116","900","7190116","900","7190116","900","7190116","900"
"7190117","1288","190","351916","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331119","1","331119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","210","","","7190117","7190117","5500","7190117","3600","7190117","900","","","","","7190117","900","7190117","900","7190117","900","7190117","900","7190117","900"
"7190220","312","190","351917","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331149","1","331149","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","210","","","7190220","7190220","5500","7190220","3600","7190220","900","","","","","7190220","900","7190220","900","7190220","900","7190220","900","7190220","900"
"7190221","568","190","351918","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331149","1","331149","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","210","","","7190221","7190221","5500","7190221","3600","7190221","900","","","","","7190221","2100","7190221","2100","7190221","2100","7190221","2100","7190221","500"
"7190322","1640","190","351919","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331149","1","331149","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","210","","","7190322","7190322","5500","7190322","3600","7190322","900","","","","","7190322","2100","7190322","2100","7190322","2100","7190322","2100","7190322","500"
"7190323","1384","190","351920","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331149","1","331149","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","210","","","7190323","7190323","5500","7190323","3600","7190323","900","","","","","7190323","2100","7190323","2100","7190323","2100","7190323","2100","7190323","500"
