"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"168001","当头一棒","当头一棒","当头一棒撼天地，一发千钧竞锋芒","2403","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","2","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","临时增加一定物理暴击概率，对1个敌方目标发动一次强力攻击。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","0-120级 增加使用时的伤害。","1","40","70","200","200","200","200"
"168002","泼天乱棍","泼天乱棍","云卷万里浮光涌，尘起千峦战意浓。莫笑乱棍似猴戏，泼天蔽日搅凌霄。","2392","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","3","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","临时增加一定物理暴击概率，攻击3个敌方目标。","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","0-120级 增加使用时的伤害","1","60","200","200","200","200","200"
"168003","筋斗云","筋斗云","霞举飞升腾云雾，朝游北海暮苍梧。","2393","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","4","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","一个筋斗十万八千里，永久提升角色速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","0-120级 永久增加角色的速度。","1","200","200","200","200","200","200"
"168004","乾坤一掷","乾坤一掷","对敌方单体发动一次攻击，并有概率附加1回合定身状态","2396","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","5","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","对1个敌方目标发动一次攻击，并有概率附加1回合定身状态。","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","0-120级 增加使用时的伤害，永久增加抵抗封印","1","200","200","200","200","200","200"
"168005","千变万化","千变万化","覆载群生仰至仁，化石补天自风流。千变不改初心意，万化无悔烬余生。","2394","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","6","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","变身成召唤灵造型，从而对本门派技能进行不同效果的强化。每5回合可以更换一次且不占出手。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","0-120级 替换可以变幻的召唤灵造型类型。","1","60","200","200","200","200","200"
"168006","铜头铁臂","铜头铁臂","头似铜铸身如铁，烈火天雷亦等闲。","2395","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","7","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","制造一张临时符，给头盔增加力量属性点。","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","0-120级 永久增加角色的法术防御","1","200","200","200","200","200","200"
"168007","大闹天宫","大闹天宫","神针漫舞闯千宫，乱棍泼天意万重。百战之躯何惧哉，十万天兵溅星河！","2397","120","0","150","消耗：$parameter1$愤怒","-1","0","0","","480","1","","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","8","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","对同1个敌方目标依次释放乾坤一掷、泼天乱棍、当头一棒，伤害结果为原技能的80%，使用后休息一回合。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","2级 提高伤害结果。 3级 提高伤害结果。","1","2","3","4","5","6","7"
"168008","花果山被动1","花果山被动1","花果山被动1","2402","-1","0","0","无消耗","-1","0","0","","1","0","","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","9","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","花果山被动1：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"168009","花果山被动2","花果山被动2","花果山被动2","2402","-1","0","0","无消耗","-1","0","0","","1","0","","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","10","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","花果山被动2：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"168010","花果山被动3","花果山被动3","花果山被动3","2402","-1","0","0","无消耗","-1","0","0","","1","0","","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","11","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","花果山被动3：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"169000","星鲲","星鲲","以其强大的溅射效果成为门派的基础技能，越猛烈的攻击和溅射效果。","159","-1","0","0","无消耗","-1","0","0","","1","1","","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","1","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","须弥海基础技能，当须弥值满7点时会进入星鲲状态并提升法术伤害结果，星鲲状态下使用星鲲技能进行攻击造成击败后溢出伤害会溅射给4个高速目标，使用后休息一回合。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","永久增加角色的法术伤害。","1","200","200","200","200","200","200"
"169001","击水三千","击水三千","则是一种法术攻击技能，攻击4个目标，不仅能够攻击多个目标，提高后续技能的威力。这些技能和法宝的组合，将让我们在战斗中自如驰骋，化腐朽为神奇。","160","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","2","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","法术攻击4个敌方目标，须弥值越高，则附加法术伤害越高，使用后增加1点须弥值。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","1","60","70","90","200","200","200"
"169002","扶摇直上","扶摇直上","使用该技能时，单个目标发动法术暴击的几率也就越高。在释放完毕后，提升你的法术攻击能力。","155","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","3","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","法术攻击1个敌方目标，须弥值越高，则法术暴击概率越高，使用后增加1点须弥值。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","增加使用时的伤害。","1","200","200","200","200","200","200"
"169003","飞流吟","飞流吟","在释放该技能之后，你的队友的速度会得到提升，同时你的法术伤害也会提高。在持续的5个回合中，你将受到更多的伤害，但也将获得更高的战斗力。","153","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","4126","1","","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","4","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标速度（受自身法术伤害数值影响），增加自身法术伤害（受目标速度数值影响），状态持续期间受到伤害提高，持续5回合。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的法术防御，70级以上使用后增加1点须弥值。","1","200","200","200","200","200","200"
"169004","朔风斩","朔风斩","使用该技能后，你的队友的物理伤害将得到提升，同时你的法术伤害也会有所增加。在持续的5个回合中，你将获得更高的攻击力和生存能力。","1906","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","4126","1","","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","5","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","增加1个己方目标物理伤害（受自身法术伤害数值影响），增加自身法术伤害（受目标物理伤害数值影响），状态持续期间受到伤害提高，持续5回合。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","提升技能效果，永久提升角色的气血，70级以上使用后增加1点须弥值。","1","200","200","200","200","200","200"
"169005","刹那须弥","刹那须弥","使用该技能能够让你消耗一部分自身的气血值来能够让你在战斗中更灵活地运用技能，并且得到更好的表现。","154","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","6","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","消耗自身气血值补满须弥值，消耗气血与补充数量有关。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","永久提升角色的抵抗封印。","1","60","200","200","200","200","200"
"169006","鸣潮","鸣潮","使用该技能后，你可以制造一张临时符，用于给自己的腰带增加魔力属性点。这样可以让你更轻松地掌握战斗节奏，并以更高效的方式击败敌人。","157","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","7","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","制造一张临时符，给腰带增加魔力属性点。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","增强临时符附加的魔力属性点数值，永久增加角色的速度。","1","200","200","200","200","200","200"
"169007","一梦天地","一梦天地","在梦幻天地中，激活星鲲状态可以大幅提升星鲲造成的伤害，同时也能够增加其攻击范围，在击中敌人时会产生更广泛的伤害溅射效果。这个状态下，星鲲的攻击范围可以扩散至敌方全体，使得敌人无处可逃，无法躲避到更安全的地方。","158","120","0","130","消耗：$parameter1$愤怒","-1","0","0","","480","1","","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","8","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","星鲲状态下激活，大幅提升星鲲伤害以及溅射伤害，并将溅射单位扩散至敌方全体，使用后休息一回合。","提升伤害结果","提升伤害结果","提升伤害结果","提升伤害结果","提升伤害结果","提升伤害结果","提升伤害结果","提升伤害结果","1","2","3","4","5","6","7"
"169008","须弥海被动1","须弥海被动1","须弥海被动1","159","-1","0","0","无消耗","-1","0","0","","1","0","","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","9","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","须弥海被动1：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"169009","须弥海被动2","须弥海被动2","须弥海被动2","159","-1","0","0","无消耗","-1","0","0","","1","0","","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","10","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","须弥海被动2：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"169010","须弥海被动3","须弥海被动3","须弥海被动3","159","-1","0","0","无消耗","-1","0","0","","1","0","","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","11","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","须弥海被动3：被动技能，满足条件时自动生效。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","0-120级 永久提升该被动技能效果。","1","200","200","200","200","200","200"
"171006","万剑归一","万剑归一","大唐官府门派绝技，手中只一剑，却化作万道剑气飞向敌人，极少有人能在这样的攻势下幸免","24","120","0","0","消耗：$parameter1$愤怒","-1","0","0","","480","1","","大唐官府门派绝技，手中只一剑，却化作万道剑气飞向敌人，极少有人能在这样的攻势下幸免","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","8","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","直接对目标发动5-9次攻击，自身气血越低攻击次数越多。伤害是普通攻击的50%，无法被防御和保护，使用后虚弱休息1回合，虚弱休息状态下双防降低。","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","增加技能使用时的效果","1","2","3","4","5","6","7"
