技能ID,技能名称,是否预先统计目标数,是否主动,能否连击,能否被反击,是否禁止防御和保护,是否忽略隐身,是否默认自动技能,战斗内外使用,服务器分类,技能归类,选择目标类型,先发速度,消耗Hp,消耗Mp,消耗Sp,消耗Ep,串联子技能ID,子技能ID播放时间调控,下一技能id,对应书籍,升级所需经验,提供基础经验,技能等级,技能标示,能否被摘除,适用范围,能否法术认证,法术认证附加技能,脚本配置文件,技能名冒字资源,是否显示技能名冒字,是否被嘲讽影响,技能特殊延长时间,是否PVP不能使用,状态过滤是否能使用
210537,灵慧,,false,false,false,0,,,false,1,10,1,0,,,,,2105370,0,0,,0,0,1,2301,,14,0,0,,,1,,,,
290000,垫书1,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430000,0,0,1,500,,14,0,0,,,1,,,,
290001,垫书2,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430001,0,0,1,500,,14,0,0,,,1,,,,
290002,垫书3,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430002,0,0,1,500,,14,0,0,,,1,,,,
290003,垫书4,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430003,0,0,1,500,,14,0,0,,,1,,,,
290004,垫书5,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430004,0,0,1,500,,14,0,0,,,1,,,,
290005,垫书6,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430005,0,0,1,500,,14,0,0,,,1,,,,
290006,垫书7,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430006,0,0,1,500,,14,0,0,,,1,,,,
290007,垫书8,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430007,0,0,1,500,,14,0,0,,,1,,,,
290008,垫书9,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430008,0,0,1,500,,14,0,0,,,1,,,,
290009,垫书10,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430009,0,0,1,500,,14,0,0,,,1,,,,
290010,垫书11,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430010,0,0,1,500,,14,0,0,,,1,,,,
290011,垫书12,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430011,0,0,1,500,,14,0,0,,,1,,,,
290012,垫书13,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430012,0,0,1,500,,14,0,0,,,1,,,,
290013,垫书14,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430013,0,0,1,500,,14,0,0,,,1,,,,
290014,垫书15,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430014,0,0,1,500,,14,0,0,,,1,,,,
290015,垫书16,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430015,0,0,1,500,,14,0,0,,,1,,,,
290016,垫书17,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430016,0,0,1,500,,14,0,0,,,1,,,,
290017,垫书18,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430017,0,0,1,500,,14,0,0,,,1,,,,
290018,垫书19,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430018,0,0,1,500,,14,0,0,,,1,,,,
290019,垫书20,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430019,0,0,1,500,,14,0,0,,,1,,,,
290020,垫书21,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430020,0,0,1,500,,14,0,0,,,1,,,,
290021,垫书22,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430021,0,0,1,500,,14,0,0,,,1,,,,
290022,垫书23,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430022,0,0,1,500,,14,0,0,,,1,,,,
290023,垫书24,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430023,0,0,1,500,,14,0,0,,,1,,,,
290024,垫书25,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430024,0,0,1,500,,14,0,0,,,1,,,,
290025,垫书26,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430025,0,0,1,500,,14,0,0,,,1,,,,
290026,垫书27,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430026,0,0,1,500,,14,0,0,,,1,,,,
290027,垫书28,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430027,0,0,1,500,,14,0,0,,,1,,,,
290028,垫书29,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430028,0,0,1,500,,14,0,0,,,1,,,,
290029,垫书30,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430029,0,0,1,500,,14,0,0,,,1,,,,
290030,垫书31,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430030,0,0,1,500,,14,0,0,,,1,,,,
290031,垫书32,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,2070610,0,0,430031,0,0,1,500,,14,0,0,,,1,,,,
