编号,名称,备注,称谓,造型id,随机造型id,显示血量,显示大血条,显示等级,战斗单位类型,怪物类型,特殊类型,职业,类型,大小比例,area1colour,area2colour,是否倒地,对应宠物,颜色几率id,是否绑定,等级模式,NPC等级,怪物匹配最小等级,怪物匹配最大等级,能否捕捉,能否捕捉2,捕捉几率,逃跑几率,免疫状态id,控制几率修正,被控制几率修正,进战斗默认连击点,怒气上限,进战斗默认怒气,命中系数,命中常数,最大生命队伍中最大攻击力系数,最大生命系数,最大魔法系数,物攻系数,物防系数,法攻系数,法防系数,速度系数,治疗强度系数,控制命中系数,控制抗性系数,最大生命常数,最大魔法常数,物攻常数,物防常数,法攻常数,法防常数,速度常数,治疗强度常数,控制命中常数,控制抗性常数,物理暴击系数,物理抗暴系数,物理暴伤系数,法术暴击系数,法术抗暴系数,法术暴伤系数,治疗暴击系数,治疗暴击量系数,物理穿透系数,物理抵抗系数,法术穿透系数,法术抵抗系数,治疗加深系数,被治疗加深系数,控制加成系数,控制免疫系数,物理暴击常数,物理抗暴常数,物理暴伤常数,法术暴击常数,法术抗暴常数,法术暴伤常数,治疗暴击常数,治疗暴击量常数,物理穿透常数,物理抵抗常数,法术穿透常数,法术抵抗常数,治疗加深常数,被治疗加深常数,控制加成常数,控制免疫常数,额外属性1ID,额外属性1数值,额外属性2ID,额外属性2数值,额外属性3ID,额外属性3数值,额外属性4ID,额外属性4数值,额外属性5ID,额外属性5数值,额外属性6ID,额外属性6数值,额外属性7ID,额外属性7数值,额外属性8ID,额外属性8数值,额外属性9ID,额外属性9数值,额外属性10ID,额外属性10数值,反击几率,反击伤害系数,AI编号,技能1编号,技能1出现几率,技能1施放几率,技能1系数,技能1常数,技能2编号,技能2出现几率,技能2施放几率,技能2系数,技能2常数,技能3编号,技能3出现几率,技能3施放几率,技能3系数,技能3常数,技能4编号,技能4出现几率,技能4施放几率,技能4系数,技能4常数,技能5编号,技能5出现几率,技能5施放几率,技能5系数,技能5常数,技能6编号,技能6出现几率,技能6施放几率,技能6系数,技能6常数,技能7编号,技能7出现几率,技能7施放几率,技能7系数,技能7常数,技能8编号,技能8出现几率,技能8施放几率,技能8系数,技能8常数,技能9编号,技能9出现几率,技能9施放几率,技能9系数,技能9常数,技能10编号,技能10出现几率,技能10施放几率,技能10系数,技能10常数,技能11编号,技能11出现几率,技能11施放几率,技能11系数,技能11常数,种族,当前生命队伍中最大攻击力系数,当前生命系数,当前生命常数,当前魔法系数,当前魔法常数
36045,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,209206,1000,500,1,0.0,209207,1000,500,1,0.0,209208,1000,300,1,0.0,209216,1000,200,1,0.0,420018,1000,0,1,0.0,209209,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,0,0,0,0,0,0
36046,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,209206,1000,500,1,0.0,209207,1000,500,1,0.0,209208,1000,300,1,0.0,209216,1000,200,1,0.0,420022,1000,0,1,0.0,209209,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,209224,1000,0,1,0.0,0,0,0,0,0,0
36047,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,191001,1000,800,1,0.0,191002,1000,600,1,0.0,191000,1000,0,1,0.0,206002,1000,0,1,0.0,206014,1000,0,1,0.0,206018,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36048,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,191001,1000,800,1,0.0,191002,1000,600,1,0.0,191000,1000,0,1,0.0,206002,1000,0,1,0.0,206014,1000,0,1,0.0,206018,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36049,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,191001,1000,800,1,0.0,191002,1000,600,1,0.0,191000,1000,0,1,0.0,206002,1000,0,1,0.0,206014,1000,0,1,0.0,206018,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36050,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,191001,1000,800,1,0.0,191002,1000,600,1,0.0,191000,1000,0,1,0.0,206002,1000,0,1,0.0,206014,1000,0,1,0.0,206018,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36051,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,207008,1000,800,1,0.0,207015,1000,800,1,0.0,206006,1000,0,1,0.0,206007,1000,0,1,0.0,206014,1000,0,1,0.0,206016,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36052,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,207008,1000,800,1,0.0,207015,1000,800,1,0.0,206006,1000,0,1,0.0,206007,1000,0,1,0.0,206014,1000,0,1,0.0,206016,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36053,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,207008,1000,800,1,0.0,207015,1000,800,1,0.0,206006,1000,0,1,0.0,206007,1000,0,1,0.0,206014,1000,0,1,0.0,206016,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
36054,年兽,年兽任务,,,,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,300,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,21,6,2,0,0,0,0,0,1,0,600,200,90,3,57.6,3,30,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,810,0,820,0,760,0,780,0,,,,,,,,,,,,,0,0,,207008,1000,800,1,0.0,207015,1000,800,1,0.0,206006,1000,0,1,0.0,206007,1000,0,1,0.0,206014,1000,0,1,0.0,206016,1000,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39801,福利怪,大唐,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,80,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,32618;32620;35000,220002,1000,800,1,0,209201,1000,100,1,0,209202,1000,100,1,0,206041,1000,0,1,0,206001,1000,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39802,福利怪,龙宫,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,240,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,35300,150001,1000,1000,1,0,206044,1000,0,1,0,206006,1000,0,1,0,206046,1000,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39803,福利怪,月宫,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,80,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,35400;32618,220103,1000,900,1,0,209201,1000,100,1,0,206042,1000,0,1,0,206001,1000,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39804,福利怪,魔王,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,240,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,35800,161001,1000,1000,1,0,206043,1000,0,1,0,206046,1000,0,1,0,206007,1000,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39805,福利怪,狮驼,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,80,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,32618;35600,191001,1000,1000,1,0,191000,1000,0,1,0,206038,1000,0,1,0,206003,1000,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39806,福利怪,化生寺,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,240,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,35100,220101,1000,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39807,福利怪,普陀,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,260,300,240,300,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,35500,220106,1000,800,1,0,209222,1000,200,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39808,福利怪,女儿村,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,260,300,240,300,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,,165001,1000,800,1,0,165002,1000,200,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39809,福利怪,须弥海,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,260,300,240,300,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,,169001,1000,800,1,0,169002,1000,200,1,0,206043,1000,0,1,0,206044,1000,0,1,0,206046,1000,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
39810,福利怪,花果山,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1030093;1030094;1030096;1030100;1030101;1030095;1030096;1030097;1030098;1030099;1030103;1030104;1030105;1030106;1030107,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,175,0,false,0,0,0,0,0,1,300,150,1000,100,0,220,420,10.51,8.02,3.38,5.45,5.02,1.46,0,10.4,1000,1570907,450,250,80,250,250,50,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,183,219,183,50,50,60,60,,,,,,,,,,,,,,,,,,,,,0,0,,168001,1000,800,1,0,168002,1000,200,1,0,206038,1000,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38101,九幽-夜叉,九幽-物攻,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400014,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,800,700,2000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,206001,1000,1000,1,0.0,206002,1000,1000,1,0.0,206003,1000,1000,1,0.0,206004,1000,1000,1,0.0,206005,1000,1000,1,0.0,206012,1000,1000,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38102,九幽-鬼将,九幽-物攻,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400015,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,800,700,2200,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,206001,1000,1000,1,0,206002,1000,1000,1,0,206003,1000,1000,1,0,206004,1000,1000,1,0,206005,1000,1000,1,0,206012,1000,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38103,九幽-吸血鬼,九幽-物攻,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,800,700,2200,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,206001,1000,1000,1,0,206002,1000,1000,1,0,206003,1000,1000,1,0,206004,1000,1000,1,0,206005,1000,1000,1,0,206012,1000,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38104,九幽-蜃蛇,九幽-物攻,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400017,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,800,700,2200,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,206001,1000,1000,1,0,206002,1000,1000,1,0,206003,1000,1000,1,0,206004,1000,1000,1,0,206005,1000,1000,1,0,206012,1000,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38105,九幽-幽莹娃娃,九幽-法术,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400018,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,1200,800,2000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207005,1000,500,1,0.0,207006,1000,500,1,0.0,207001,1000,500,1,0.0,207002,1000,500,1,0.0,206006,1000,1000,1,0.0,206007,1000,1000,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38106,九幽-牛头,九幽-法术,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400019,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,1200,800,2000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207007,1000,500,1,0.0,207008,1000,500,1,0.0,207003,1000,500,1,0.0,207004,1000,500,1,0.0,206006,1000,1000,1,0.0,206007,1000,1000,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38107,九幽-忘川童子,九幽-法术,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400019,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,1200,800,2000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,206001,1000,1000,1,0,206002,1000,1000,1,0,206003,1000,1000,1,0,206004,1000,1000,1,0,206005,1000,1000,1,0,206012,1000,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
38108,九幽-千年僵尸,九幽-封,,,1300001;1300002;1300003;1300004;1300008;1300009;13000010;1300011;1300012;1300013;1300014;1300015;1300016;1300017;1300018;1300019;1300020;1300021;1300022;1300023;1300024;1300025;1300026;1300027;1300028;1400001;1400002;1400003;1400004;1400005;1400006;1400007;1400008;1400009;1400010;1400012;1400013;1400019,1,,0,5,1,,,1,1,0,0,0,0,1,0,2,0,0,150,0,FALSE,0,0,0,0,0,1,90000,150,1000,100,0,0,0,0,0,0,0,0,0,20,20,50000,1570907,1600,800,800,700,2500,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207005,1000,500,1,0.0,207006,1000,500,1,0.0,207001,1000,500,1,0.0,207002,1000,500,1,0.0,206006,1000,1000,1,0.0,206007,1000,1000,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
