"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"5402040","增加自身法术防御","","","","","0","","","","","","","","","","1","","0","590666","1","","magicdef_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402050","如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果","","","","","0","","","","","","","","","","1","","0","590667","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402060","增加自身物理防御","","","","","0","","","","","","","","","","1","","0","590668","1","","defend_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402070","满月状态临时提高物理伤害结果，降低封印命中","","","","","0","","","","","","","","","","1","","0","590669","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402080","每次使用月凝命中一个单位增加一层玄晖增益状态，每层增加封印命中，死亡层数清空，每回合最多增加1层","","","","","0","","","","","","","","","","1","","0","590670","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402090","处于冰冻状态的单位，回合结束时，减少愤怒值","","","","","0","","","","","","","","","","1","","0","590671","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402100","被冰冻单位的冰块生命值额外增加自身速度相关数值","","","","","0","","","","","","","","","","1","","0","590672","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402110","处于新月步状态，减免自身受到的伤害结果","","","","","0","","","","","","","","","","1","","0","590673","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5402120","物理暴击+5%","","","","","0","","","","","","","","","","1","","0","590674","1","","phycruellv_percent=0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403010","增加自身物理攻击。","","","","","0","","","","","","","","","","1","","0","590675","1","","phyattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403020","增加自身力量属性点","","","","","0","","","","","","","","","","1","","0","590676","1","","str_value=5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403030","月刃宠物单位，额外增加伤害结果","","","","","0","","","","","","","","","","1","","0","590677","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403040","增加自身法术防御","","","","","0","","","","","","","","","","1","","0","590678","1","","magicdef_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403050","如果队伍中只有一个月宫时，月影摇光额外增加物理伤害结果","","","","","0","","","","","","","","","","1","","0","590679","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403060","增加自身物理防御","","","","","0","","","","","","","","","","1","","0","590680","1","","defend_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403070","满月状态临时提高物理伤害结果，降低封印命中","","","","","0","","","","","","","","","","1","","0","590681","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403080","每次使用月凝命中一个单位增加一层玄晖增益状态，每层增加封印命中，死亡层数清空，每回合最多增加1层","","","","","0","","","","","","","","","","1","","0","590682","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403090","处于冰冻状态的单位，回合结束时，减少愤怒值","","","","","0","","","","","","","","","","1","","0","590683","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403100","被冰冻单位的冰块生命值额外增加自身速度相关数值","","","","","0","","","","","","","","","","1","","0","590684","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403110","处于新月步状态，减免自身受到的伤害结果","","","","","0","","","","","","","","","","1","","0","590685","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5403120","物理暴击+5%","","","","","0","","","","","","","","","","1","","0","590686","1","","phycruellv_percent=0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404000","增加自身法术防御。","","","","","0","","","","","","","","","","1","","0","590687","1","","magicdef_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404010","增加自身物理伤害。","","","","","0","","","","","","","","","","1","","0","590688","1","","phyattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404020","自身受到召唤灵的法术伤害结果降低。","","","","","0","","","","","","","","","","1","","0","590689","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404030","全属性+3%","","","","","0","","","","","","","","","","1","","0","590690","1","","cons_percent=0.03;iq_percent=0.03;str_percent=0.03;endu_percent=0.03;agi_percent=0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404040","增加自身物理防御。","","","","","0","","","","","","","","","","1","","0","590691","1","","phyattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404050","增加自身速度。","","","","","0","","","","","","","","","","1","","0","590692","1","","defend_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404060","自身受到召唤灵的物理伤害结果降低。","","","","","0","","","","","","","","","","1","","0","590693","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404070","全属性+3%","","","","","0","","","","","","","","","","1","","0","590694","1","","cons_percent=0.03;iq_percent=0.03;str_percent=0.03;endu_percent=0.03;agi_percent=0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404080","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590695","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404090","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590696","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404100","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590697","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404110","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590698","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404120","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590699","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404130","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590700","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404140","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590701","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404150","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590702","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404160","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590703","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404170","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590704","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404180","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590705","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404190","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590706","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404200","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590707","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404210","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590708","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404220","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590709","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404230","物理暴击 +8","","","","","0","","","","","","","","","","1","","0","590710","1","","phycruellv_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404240","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590711","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404250","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590712","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404260","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590713","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404270","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590714","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404280","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590715","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404290","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590716","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404300","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590717","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404310","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590718","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404320","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590719","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404330","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590720","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404340","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590721","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404350","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590722","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404360","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590723","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404370","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590724","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404380","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590725","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404390","物理伤害 +8","","","","","0","","","","","","","","","","1","","0","590726","1","","phyattack_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404400","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590727","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404410","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590728","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404420","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590729","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404430","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590730","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404440","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590731","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404450","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590732","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404460","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590733","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404470","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590734","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404480","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590735","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404490","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590736","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404500","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590737","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404510","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590738","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404520","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590739","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404530","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590740","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404540","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590741","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404550","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590742","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404560","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590743","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404570","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590744","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404580","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590745","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404590","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590746","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404600","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590747","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404610","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590748","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404620","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590749","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404630","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590750","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404640","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590751","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404650","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590752","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404660","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590753","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404670","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590754","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404680","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590755","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404690","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590756","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404700","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590757","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404710","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590758","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404720","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590759","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404730","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590760","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404740","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590761","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404750","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590762","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404760","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590763","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404770","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590764","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404780","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590765","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404790","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590766","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404800","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590767","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404810","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590768","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404820","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590769","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404830","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590770","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404840","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590771","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404850","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590772","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404860","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590773","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404870","气血上限 +20","","","","","0","","","","","","","","","","1","","0","590774","1","","maxhp_value=20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404880","速度 +12","","","","","0","","","","","","","","","","1","","0","590775","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404890","速度 +12","","","","","0","","","","","","","","","","1","","0","590776","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404900","速度 +12","","","","","0","","","","","","","","","","1","","0","590777","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404910","速度 +12","","","","","0","","","","","","","","","","1","","0","590778","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404920","速度 +12","","","","","0","","","","","","","","","","1","","0","590779","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404930","速度 +12","","","","","0","","","","","","","","","","1","","0","590780","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404940","速度 +12","","","","","0","","","","","","","","","","1","","0","590781","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404950","速度 +12","","","","","0","","","","","","","","","","1","","0","590782","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404960","速度 +12","","","","","0","","","","","","","","","","1","","0","590783","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404970","速度 +12","","","","","0","","","","","","","","","","1","","0","590784","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404980","速度 +12","","","","","0","","","","","","","","","","1","","0","590785","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5404990","速度 +12","","","","","0","","","","","","","","","","1","","0","590786","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405000","速度 +12","","","","","0","","","","","","","","","","1","","0","590787","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405010","速度 +12","","","","","0","","","","","","","","","","1","","0","590788","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405020","速度 +12","","","","","0","","","","","","","","","","1","","0","590789","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405030","速度 +12","","","","","0","","","","","","","","","","1","","0","590790","1","","speed_value=12","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405040","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590791","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405050","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590792","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405060","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590793","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405070","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590794","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405080","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590795","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405090","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590796","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405100","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590797","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405110","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590798","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405120","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590799","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405130","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590800","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405140","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590801","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405150","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590802","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405160","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590803","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405170","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590804","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405180","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590805","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405190","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590806","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405200","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590807","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405210","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590808","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405220","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590809","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405230","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590810","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405240","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590811","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405250","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590812","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405260","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590813","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405270","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590814","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405280","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590815","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405290","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590816","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405300","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590817","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405310","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590818","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405320","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590819","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405330","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590820","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405340","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590821","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405350","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590822","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405360","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590823","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405370","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590824","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405380","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590825","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405390","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590826","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405400","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590827","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405410","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590828","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405420","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590829","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405430","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590830","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405440","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590831","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405450","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590832","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405460","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590833","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405470","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590834","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405480","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590835","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
