"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"540525","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405250","0","","","1","","","",""
"540526","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405260","0","","","1","","","",""
"540527","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405270","0","","","1","","","",""
"540528","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405280","0","","","1","","","",""
"540529","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405290","0","","","1","","","",""
"540530","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405300","0","","","1","","","",""
"540531","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405310","0","","","1","","","",""
"540532","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405320","0","","","1","","","",""
"540533","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405330","0","","","1","","","",""
"540534","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405340","0","","","1","","","",""
"540535","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405350","0","","","1","","","",""
"540536","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405360","0","","","1","","","",""
"540537","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405370","0","","","1","","","",""
"540538","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405380","0","","","1","","","",""
"540539","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405390","0","","","1","","","",""
"540540","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405400","0","","","1","","","",""
"540541","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405410","0","","","1","","","",""
"540542","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405420","0","","","1","","","",""
"540543","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405430","0","","","1","","","",""
"540544","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405440","0","","","1","","","",""
"540545","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405450","0","","","1","","","",""
"540546","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405460","0","","","1","","","",""
"540547","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405470","0","","","1","","","",""
"540548","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405480","0","","","1","","","",""
"540549","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405490","0","","","1","","","",""
"540550","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405500","0","","","1","","","",""
"540551","法术暴击 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405510","0","","","1","","","",""
"540552","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405520","0","","","1","","","",""
"540553","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405530","0","","","1","","","",""
"540554","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405540","0","","","1","","","",""
"540555","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405550","0","","","1","","","",""
"540556","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405560","0","","","1","","","",""
"540557","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405570","0","","","1","","","",""
"540558","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405580","0","","","1","","","",""
"540559","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405590","0","","","1","","","",""
"540560","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405600","0","","","1","","","",""
"540561","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405610","0","","","1","","","",""
"540562","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405620","0","","","1","","","",""
"540563","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405630","0","","","1","","","",""
"540564","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405640","0","","","1","","","",""
"540565","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405650","0","","","1","","","",""
"540566","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405660","0","","","1","","","",""
"540567","法术伤害 +10","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405670","0","","","1","","","",""
"540568","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405680","0","","","1","","","",""
"540569","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405690","0","","","1","","","",""
"540570","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405700","0","","","1","","","",""
"540571","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405710","0","","","1","","","",""
"540572","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405720","0","","","1","","","",""
"540573","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405730","0","","","1","","","",""
"540574","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405740","0","","","1","","","",""
"540575","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405750","0","","","1","","","",""
"540576","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405760","0","","","1","","","",""
"540577","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405770","0","","","1","","","",""
"540578","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405780","0","","","1","","","",""
"540579","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405790","0","","","1","","","",""
"540580","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405800","0","","","1","","","",""
"540581","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405810","0","","","1","","","",""
"540582","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405820","0","","","1","","","",""
"540583","法术防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405830","0","","","1","","","",""
"540584","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405840","0","","","1","","","",""
"540585","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405850","0","","","1","","","",""
"540586","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405860","0","","","1","","","",""
"540587","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405870","0","","","1","","","",""
"540588","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405880","0","","","1","","","",""
"540589","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405890","0","","","1","","","",""
"540590","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405900","0","","","1","","","",""
"540591","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405910","0","","","1","","","",""
"540592","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405920","0","","","1","","","",""
"540593","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405930","0","","","1","","","",""
"540594","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405940","0","","","1","","","",""
"540595","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405950","0","","","1","","","",""
"540596","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405960","0","","","1","","","",""
"540597","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405970","0","","","1","","","",""
"540598","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405980","0","","","1","","","",""
"540599","物理防御 +8","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5405990","0","","","1","","","",""
"541001","恣意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410010","0","","","1","","","",""
"541002","佛象","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410020","0","","","1","","","",""
"541003","无涯","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410030","0","","","1","","","",""
"541004","气定","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410040","0","","","1","","","",""
"541005","独尊","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410050","0","","","1","","","",""
"541006","神闲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410060","0","","","1","","","",""
"541007","金身","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410070","0","","","1","","","",""
"541008","戒印","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410080","0","","","1","","","",""
"541009","机锋","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410090","0","","","1","","","",""
"541010","宝相","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410100","0","","","1","","","",""
"541011","天赐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410110","0","","","1","","","",""
"541012","业焰焚心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5410120","0","","","1","","","",""
"541101","恣意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411010","0","","","1","","","",""
"541102","魔影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411020","0","","","1","","","",""
"541103","无极","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411030","0","","","1","","","",""
"541104","气定","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411040","0","","","1","","","",""
"541105","独尊","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411050","0","","","1","","","",""
"541106","神闲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411060","0","","","1","","","",""
"541107","金身","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411070","0","","","1","","","",""
"541108","戒印","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411080","0","","","1","","","",""
"541109","机锋","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411090","0","","","1","","","",""
"541110","宝相","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411100","0","","","1","","","",""
"541111","天赐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411110","0","","","1","","","",""
"541112","业焰焚心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5411120","0","","","1","","","",""
"541201","恣意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412010","0","","","1","","","",""
"541202","佛象","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412020","0","","","1","","","",""
"541203","无涯","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412030","0","","","1","","","",""
"541204","气定","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412040","0","","","1","","","",""
"541205","独尊","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412050","0","","","1","","","",""
"541206","神闲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412060","0","","","1","","","",""
"541207","金身","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412070","0","","","1","","","",""
"541208","强能","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412080","0","","","1","","","",""
"541209","无计","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412090","0","","","1","","","",""
"541210","魔障","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412100","0","","","1","","","",""
"541211","欺天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412110","0","","","1","","","",""
"541212","暗影迷心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5412120","0","","","1","","","",""
"541301","恣意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413010","0","","","1","","","",""
"541302","魔影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413020","0","","","1","","","",""
"541303","无极","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413030","0","","","1","","","",""
"541304","气定","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413040","0","","","1","","","",""
"541305","独尊","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413050","0","","","1","","","",""
"541306","神闲","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413060","0","","","1","","","",""
"541307","金身","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413070","0","","","1","","","",""
"541308","强能","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413080","0","","","1","","","",""
"541309","无计","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413090","0","","","1","","","",""
"541310","魔障","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413100","0","","","1","","","",""
"541311","欺天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413110","0","","","1","","","",""
"541312","暗影迷心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5413120","0","","","1","","","",""
"541400","蓬丘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414000","0","","","1","","","",""
"541401","方岛","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414010","0","","","1","","","",""
"541402","云影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414020","0","","","1","","","",""
"541403","无极渊","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414030","0","","","1","","","",""
"541404","昆仑","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414040","0","","","1","","","",""
"541405","沧海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414050","0","","","1","","","",""
"541406","烟涛","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414060","0","","","1","","","",""
"541407","霹雳劫","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5414070","0","","","1","","","",""
"542001","斗战","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420010","0","","","1","","","",""
"542002","金刚","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420020","0","","","1","","","",""
"542003","大圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420030","0","","","1","","","",""
"542004","御灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420040","0","","","1","","","",""
"542005","不坏","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420050","0","","","1","","","",""
"542006","金箍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420060","0","","","1","","","",""
"542007","七窍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420070","0","","","1","","","",""
"542008","开山","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420080","0","","","1","","","",""
"542009","震岳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420090","0","","","1","","","",""
"542010","伏魔","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420100","0","","","1","","","",""
"542011","显圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420110","0","","","1","","","",""
"542012","神通广大","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5420120","0","","","1","","","",""
"542101","斗战","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421010","0","","","1","","","",""
"542102","金刚","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421020","0","","","1","","","",""
"542103","大圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421030","0","","","1","","","",""
"542104","御灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421040","0","","","1","","","",""
"542105","不坏","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421050","0","","","1","","","",""
"542106","金箍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421060","0","","","1","","","",""
"542107","七窍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421070","0","","","1","","","",""
"542108","凌霄","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421080","0","","","1","","","",""
"542109","搅海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421090","0","","","1","","","",""
"542110","伏魔","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421100","0","","","1","","","",""
"542111","显圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421110","0","","","1","","","",""
"542112","神通广大","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5421120","0","","","1","","","",""
"542201","斗战","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422010","0","","","1","","","",""
"542202","金刚","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422020","0","","","1","","","",""
"542203","大圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422030","0","","","1","","","",""
"542204","御灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422040","0","","","1","","","",""
"542205","不坏","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422050","0","","","1","","","",""
"542206","筋斗","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422060","0","","","1","","","",""
"542207","玲珑","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422070","0","","","1","","","",""
"542208","胜天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422080","0","","","1","","","",""
"542209","改命","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422090","0","","","1","","","",""
"542210","诛邪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422100","0","","","1","","","",""
"542211","忘形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422110","0","","","1","","","",""
"542212","万象随心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5422120","0","","","1","","","",""
"542301","斗战","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423010","0","","","1","","","",""
"542302","金刚","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423020","0","","","1","","","",""
"542303","大圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423030","0","","","1","","","",""
"542304","御灵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423040","0","","","1","","","",""
"542305","不坏","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423050","0","","","1","","","",""
"542306","金箍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423060","0","","","1","","","",""
"542307","七窍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423070","0","","","1","","","",""
"542308","凌霄","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423080","0","","","1","","","",""
"542309","搅海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423090","0","","","1","","","",""
"542310","诛邪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423100","0","","","1","","","",""
"542311","忘形","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423110","0","","","1","","","",""
"542312","万象随心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5423120","0","","","1","","","",""
"542400","银汉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424000","0","","","1","","","",""
"542401","紫电","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424010","0","","","1","","","",""
"542402","七星","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424020","0","","","1","","","",""
"542403","通天棍","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424030","0","","","1","","","",""
"542404","墨庭","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424040","0","","","1","","","",""
"542405","青霜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424050","0","","","1","","","",""
"542406","风雷","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424060","0","","","1","","","",""
"542407","破万象","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5424070","0","","","1","","","",""
"543001","落英","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430010","0","","","1","","","",""
"543002","聆心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430020","0","","","1","","","",""
"543003","曦花","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430030","0","","","1","","","",""
"543004","肃心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430040","0","","","1","","","",""
"543005","飘零","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430050","0","","","1","","","",""
"543006","嫣然","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430060","0","","","1","","","",""
"543007","快意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430070","0","","","1","","","",""
"543008","鸾鸣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430080","0","","","1","","","",""
"543009","照影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430090","0","","","1","","","",""
"543010","芳华","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430100","0","","","1","","","",""
"543011","晴阳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430110","0","","","1","","","",""
"543012","心神澄镜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5430120","0","","","1","","","",""
"543101","落英","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431010","0","","","1","","","",""
"543102","聆心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431020","0","","","1","","","",""
"543103","曦花","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431030","0","","","1","","","",""
"543104","肃心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431040","0","","","1","","","",""
"543105","飘零","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431050","0","","","1","","","",""
"543106","嫣然","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431060","0","","","1","","","",""
"543107","快意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431070","0","","","1","","","",""
"543108","鸾鸣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431080","0","","","1","","","",""
"543109","照影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431090","0","","","1","","","",""
"543110","芳华","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431100","0","","","1","","","",""
"543111","晴阳","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431110","0","","","1","","","",""
"543112","心神澄镜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5431120","0","","","1","","","",""
"543201","落英","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432010","0","","","1","","","",""
"543202","聆心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432020","0","","","1","","","",""
"543203","曦花","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432030","0","","","1","","","",""
"543204","肃心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432040","0","","","1","","","",""
"543205","飘零","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432050","0","","","1","","","",""
"543206","嫣然","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432060","0","","","1","","","",""
"543207","快意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432070","0","","","1","","","",""
"543208","水墨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432080","0","","","1","","","",""
"543209","青砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432090","0","","","1","","","",""
"543210","和煦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432100","0","","","1","","","",""
"543211","淳风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432110","0","","","1","","","",""
"543212","国色天香","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5432120","0","","","1","","","",""
"543301","落英","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433010","0","","","1","","","",""
"543302","聆心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433020","0","","","1","","","",""
"543303","曦花","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433030","0","","","1","","","",""
"543304","肃心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433040","0","","","1","","","",""
