编号,类型,显示名,道具名颜色,颜色品质,造型编号,单位,等级,需求等级,排序ID,可否摧毁,可否摆摊上架,点卡服可否摆摊上架,道具生效时间,道具过期时间,使用后持续时间（s）,默认有效时间,可否卖店,是否绑定,是否拾取绑定,是否下线消失,战斗内使用对象,战斗内使用者对象,战斗外使用对象,使用后是否消耗,最大堆叠数量,最大拥有数量,删除后服务器保留天数,珍品找回消耗,描述,功能说明,售卖商店类型,售卖NPCID,道具使用方法,道具类名,道具类名1,使用按钮功能类型,使用按钮功能参数1,使用按钮功能参数2,使用按钮功能参数3,加锁时能否消耗,需求锻造等级,需求裁缝等级,需求炼金等级,临时类型,获取途径1,获取途径2,获取途径3,获取途径4,获取途径5,获取途径6,获取途径7,获取途径8,获取途径9,是否珍品,是否稀有,摆摊冻结时间,寻路特殊处理,特殊用途1,特殊用途2,特殊用途3,特殊用途4,特殊用途5
335005,4262,300000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得300000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335006,4262,500000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得500000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335007,4262,350000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得350000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335008,4262,400000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得400000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335009,4262,450000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得450000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335010,4262,100金币,fffff2df,1,1088,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100金币,打开获得金币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335011,4262,500金币,fffff2df,1,1088,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得500金币,打开获得金币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335012,4262,1000金币,fffff2df,1,1088,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000金币,打开获得金币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335013,4262,金箱子,fffff2df,1,1235,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000金币,打开获得金币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335014,4262,10000金币,fffff2df,1,1088,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000金币,打开获得金币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335020,4262,10符石,fffff2df,1,1161,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10符石,打开获得符石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335021,4262,50符石,fffff2df,1,1161,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50符石,打开获得符石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335022,4262,100符石,fffff2df,1,1161,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100符石,打开获得符石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335030,4262,100职业贡献,fffff2df,1,1415,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100职业贡献,打开获得职业贡献,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335031,4262,500职业贡献,fffff2df,1,1415,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得500职业贡献,打开获得职业贡献,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335032,4262,1000职业贡献,fffff2df,1,1415,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000职业贡献,打开获得职业贡献,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335040,4262,10荣誉,fffff2df,1,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10荣誉,打开获得荣誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335041,4262,50荣誉,fffff2df,1,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50荣誉,打开获得荣誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335042,4262,100荣誉,fffff2df,1,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100荣誉,打开获得荣誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335043,4262,1000荣誉,fffff2df,1,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000荣誉,打开获得荣誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335044,4262,10000荣誉,fffff2df,1,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000荣誉,打开获得荣誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335050,4262,10公会DKP,fffff2df,1,1417,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10公会DKP,打开获得公会DKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335051,4262,50公会DKP,fffff2df,1,1417,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50公会DKP,打开获得公会DKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335052,4262,100公会DKP,fffff2df,1,1417,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100公会DKP,打开获得公会DKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335053,4262,1000公会DKP,fffff2df,1,1417,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000公会DKP,打开获得公会DKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335054,4262,10000公会DKP,fffff2df,1,1417,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000公会DKP,打开获得公会DKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335060,4262,10声望,fffff2df,1,1418,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10声望,打开获得声望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335061,4262,50声望,fffff2df,1,1418,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50声望,打开获得声望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335062,4262,100声望,fffff2df,1,1418,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100声望,打开获得声望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335063,4262,1000声望,fffff2df,1,1418,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000声望,打开获得声望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335064,4262,10000声望,fffff2df,1,1418,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000声望,打开获得声望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335070,4262,10节日积分,fffff2df,1,1419,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10节日积分,打开获得节日积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335071,4262,50节日积分,fffff2df,1,1419,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50节日积分,打开获得节日积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335072,4262,100节日积分,fffff2df,1,1419,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100节日积分,打开获得节日积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335080,4262,10师徒值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10师徒值,打开获得师徒值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335081,4262,50师徒值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50师徒值,打开获得师徒值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335082,4262,100师徒值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100师徒值,打开获得师徒值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335090,4262,10000经验,fffff2df,1,1421,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000经验,打开获得经验,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335091,4262,20000经验,fffff2df,1,1421,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得20000经验,打开获得经验,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335092,4262,50000经验,fffff2df,1,1421,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50000经验,打开获得经验,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335100,4262,50活力,fffff2df,1,1133,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50活力,打开获得活力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335101,4262,100活力,fffff2df,1,1133,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100活力,打开获得活力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335102,4262,活力水晶,FF00b1ff,3,1133,块,0,1,7100,true,0,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,吉MM用来装饰武器的水晶，使用后可增加活力。,打开获得活力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335103,4262,10000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335104,4262,1000000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335105,4262,500符石,fffff2df,1,1161,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得500符石,打开获得符石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335106,4262,1000符石,fffff2df,1,1161,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000符石,打开获得符石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335120,4262,20000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得20000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335121,4262,30000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得30000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335122,4262,40000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得40000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335123,4262,1300000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1300000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335124,4262,1350000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1350000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335125,4262,1400000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1400000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335126,4262,1450000银币,fffff2df,1,1158,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1450000银币,打开获得银币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335127,4262,10活跃度,fffff2df,1,1422,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10活跃度,打开获得活跃度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335128,4262,50活跃度,fffff2df,1,1422,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得50活跃度,打开获得活跃度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335129,4262,100活跃度,fffff2df,1,1422,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100活跃度,打开获得活跃度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335130,4262,100信用值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100信用值,打开获得信用值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335131,4262,1000信用值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得1000信用值,打开获得信用值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335132,4262,10000信用值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得10000信用值,打开获得信用值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335133,4262,100000信用值,fffff2df,1,1420,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后获得100000信用值,打开获得信用值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336000,4262,银币,fffff2df,1,1158,个,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,玩家个人的货币，无法流通。用于提升角色能力。,货币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336001,4262,金币,FF00b1ff,3,1088,个,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,流通的货币。可以再摆摊和商城购买珍贵物品。,摆摊交易,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336002,4262,公会DPK,FF06cc11,2,1417,个,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,公会贡献度，学习公会技能的必要条件。,学习公会技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336003,4262,绿色品质装备,FF06cc11,2,1522,套,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,有几率掉落所有职业绿色品质装备。,交易、装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336004,4262,60环装,FF06cc11,2,1532,套,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,系统掉落的60级装备,交易、装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336005,4262,泰坦精铁,FFff46f0,4,1010,块,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,幽幽寒光，打造装备用的基础材料。,打造装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336006,4262,原石,FF00b1ff,3,1045,块,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,用来强化打造装备的材料。,强化打造装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336007,4262,宝石,FF00b1ff,3,1149,块,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,可以镶嵌在装备上的宝石，增加人物属性。,装备镶嵌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336008,4262,低级兽诀,FF00b1ff,3,1095,个,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,宠物学习后可以获得新的技能。,宠物学习技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336009,4262,巨龙残骸,FFff46f0,4,1182,个,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,龙骸包括：巨龙之魂，巨龙之血，巨龙之眼，巨龙之骨，巨龙之鳞。集齐可兑换高级藏宝图。,兑换高级藏宝图,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336010,4278,歌唱水晶,FF00b1ff,3,1134,个,0,1,5500,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,999,0,0,0,里面贮藏着希尔女王动人的歌声，使用后可增加挂机多倍点数，每周可使用4次。,打开获得多倍点数,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
336011,4262,荣誉,FF06cc11,2,1416,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,参与竞技场活动可以获得荣誉，荣誉可以荣誉商店中兑换商品。,荣誉货币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336012,4262,高级兽诀,FFff46f0,4,1095,本,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,宠物学习后可以获得新的技能。,宠物学习技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336013,4262,蓝色品质装备,FF00b1ff,3,1522,套,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,有几率掉落所有职业蓝色品质装备。,交易、装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336014,4262,紫色品质装备,FFff46f0,4,1532,套,0,1,7100,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,有几率掉落所有职业紫色品质装备。,交易、装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337000,4518,天火原石礼包,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含5个天火原石,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337001,4518,风暴原石礼包,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含5个风暴原石,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337002,4518,宁静原石礼包,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含5个宁静原石,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337003,4518,洞察原石礼包,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含5个洞察原石,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337004,4518,宠物培养礼包,FFff46f0,4,1233,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含1个兽王纲要和3个资质培养药剂,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337005,4518,专精签到礼包,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,打开后可获得时纪元之书和永曦露水各20个。,打开获得专精道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337006,4518,宠物提升礼包,FF00b1ff,3,1233,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,打开获得营养套餐*1、永曦露水*10，让宠物宝宝更好地成长吧！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337007,4518,强化石礼包,FF00b1ff,3,1233,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,内含天火原石、风暴原石、宁静原石、洞察原石各1个。,惊喜礼物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337008,4518,1级宝石箱子,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,打开获得一个1级宝石,打开获得宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337009,4518,队长礼盒,FF00b1ff,3,1233,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,队长您辛苦了！,打开获得奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337010,4518,光环箱子,FF00b1ff,3,1151,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,打开可随机获得一本光环书,打开获得光环,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337011,4518,40级打造材料礼包,FF00b1ff,3,1151,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,打开获得40级武器图纸、40级武器模具、40级泰坦精铁,打造礼包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337012,4518,圣光礼盒,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机获得一本低级兽诀以及一枚经验宝珠,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337013,4518,神圣礼盒,FFff46f0,4,1233,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机获得一本高级兽诀,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337014,4518,微光礼盒,FF00b1ff,3,1234,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机获得一本低级兽诀,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338000,4262,经验宝珠,FF00b1ff,3,1135,个,0,1,7100,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,由万物之灵的精华汇聚而成，使用后能获得大量经验，每天最多使用10个。可以在队长礼盒、成就奖励和圣光礼盒中获得。,打开获得经验,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339000,4534,染料,FF06cc11,2,1090,个,0,1,7201,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,漂亮的染料，可以改变人物头发和服饰颜色。,人物染色,,,,,,1,161516,,,,,,,,2,,,,,,,,,,,30,,,,,,
339001,4534,浓缩染料,FF00b1ff,3,1071,个,0,1,7200,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,非常难得的染色材料，能够改变人物头发和服饰的颜色。,人物染色,,,,,,1,161516,,,,,,,,4,2,,,,,,,,,1,30,,,,,,
339002,4550,宠物染料,fffff2df,3,1073,个,0,1,7203,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,漂亮的宠物染料，使用后可以让变异宠物变为不同的颜色。,宠物染色,,,,,,1,161516,,,,,,,,4,2,,,,,,,,,,30,,,,,,
339003,4550,超级宠物染料,fffff2df,4,1074,个,0,1,7202,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,神奇的宠物染色材料，可以改变非变异宝宝的颜色。,宠物染色,,,,,,1,161516,,,,,,,,,,,,,,,,,,1,30,,,,,,
337900,4518,冰封王座宝箱,fffff2df,1,1232,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得稀有道具,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337901,4518,冠军试炼宝箱,fffff2df,1,1232,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得稀有道具,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337902,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337903,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337904,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337905,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337906,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337907,4518,40级装备宝箱,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得40环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337908,4518,60级紫装备宝箱剑男,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得60环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337909,4518,60级紫装备宝箱锤男,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得60环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337910,4518,60级紫装备宝箱匕首男,fffff2df,1,1211,个,0,1,5500,false,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,使用后随机可以获得60环装,打开获得道具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
