"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色","时间","是否点卡服显示"
"250155","移山覆海•地奇星","","","","3","5","1","7","0","ff00ff0d","0","3004006","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2898","","","","","告辞","0","","180153_04.ogg","","","0","3404","ff003303","0",""
"250156","移山覆海•地猛星","","","","3","5","1","7","0","ff00ff0d","0","3004007","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2899","","","","","告辞","0","","180153_04.ogg","","","0","3405","ff003303","0",""
"250157","移山覆海•地文星","","","","3","5","1","7","0","ff00ff0d","0","3004008","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2900","","","","","告辞","0","","180153_04.ogg","","","0","3406","ff003303","0",""
"250158","移山覆海•地正星","","","","3","5","1","7","0","ff00ff0d","0","3004009","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2901","","","","","告辞","0","","180153_04.ogg","","","0","3407","ff003303","0",""
"250159","移山覆海•地辟星","","","","3","5","1","7","0","ff00ff0d","0","3004010","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2902","","","","","告辞","0","","180153_04.ogg","","","0","3408","ff003303","0",""
"250160","移山覆海•地慧星","","","","3","5","1","7","0","ff00ff0d","0","3004011","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2903","","","","","告辞","0","","180153_04.ogg","","","0","3409","ff003303","0",""
"250161","移山覆海•地强星","","","","3","5","1","7","0","ff00ff0d","0","3004012","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2904","","","","","告辞","0","","180153_04.ogg","","","0","3410","ff003303","0",""
"250162","移山覆海•地暗星","","","","3","5","1","7","0","ff00ff0d","0","3004013","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2905","","","","","告辞","0","","180153_04.ogg","","","0","3411","ff003303","0",""
"250163","移山覆海•地轴星","","","","3","5","1","7","0","ff00ff0d","0","3004014","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2906","","","","","告辞","0","","180153_04.ogg","","","0","3412","ff003303","0",""
"250164","移山覆海•地会星","","","","3","5","1","7","0","ff00ff0d","0","3004015","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2907","","","","","告辞","0","","180153_04.ogg","","","0","3413","ff003303","0",""
"250165","移山覆海•地佐星","","","","3","5","1","7","0","ff00ff0d","0","3004016","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2908","","","","","告辞","0","","180153_04.ogg","","","0","3416","ff003303","0",""
"250166","移山覆海•地佑星","","","","3","5","1","7","0","ff00ff0d","0","3004017","0","-1","0","","","0","0","","","0","","","","Abb6xzise","地煞6星","2909","","","","","告辞","0","","180153_04.ogg","","","0","3417","ff003303","0",""
"250167","举火燎天•地勇星","","","","3","4","1","7","0","ff00ff0d","0","3005001","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2910","","","","","告辞","0","","180153_04.ogg","","","0","3418","ff003303","0",""
"250168","举火燎天•地杰星","","","","3","4","1","7","0","ff00ff0d","0","3005002","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2911","","","","","告辞","0","","180153_04.ogg","","","0","3419","ff003303","0",""
"250169","举火燎天•地雄星","","","","3","4","1","7","0","ff00ff0d","0","3005003","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2912","","","","","告辞","0","","180153_04.ogg","","","0","3420","ff003303","0",""
"250170","举火燎天•地威星","","","","3","4","1","7","0","ff00ff0d","0","3005004","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2913","","","","","告辞","0","","180153_04.ogg","","","0","3421","ff003303","0",""
"250171","举火燎天•地英星","","","","3","4","1","7","0","ff00ff0d","0","3005005","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2914","","","","","告辞","0","","180153_04.ogg","","","0","3422","ff003303","0",""
"250172","举火燎天•地奇星","","","","3","4","1","7","0","ff00ff0d","0","3005006","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2915","","","","","告辞","0","","180153_04.ogg","","","0","3423","ff003303","0",""
"250173","举火燎天•地猛星","","","","3","4","1","7","0","ff00ff0d","0","3005007","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2916","","","","","告辞","0","","180153_04.ogg","","","0","3424","ff003303","0",""
"250174","举火燎天•地文星","","","","3","4","1","7","0","ff00ff0d","0","3005008","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2917","","","","","告辞","0","","180153_04.ogg","","","0","3425","ff003303","0",""
"250175","举火燎天•地正星","","","","3","4","1","7","0","ff00ff0d","0","3005009","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2918","","","","","告辞","0","","180153_04.ogg","","","0","3426","ff003303","0",""
"250176","举火燎天•地辟星","","","","3","4","1","7","0","ff00ff0d","0","3005010","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2919","","","","","告辞","0","","180153_04.ogg","","","0","3427","ff003303","0",""
"250177","举火燎天•地慧星","","","","3","4","1","7","0","ff00ff0d","0","3005011","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2920","","","","","告辞","0","","180153_04.ogg","","","0","3428","ff003303","0",""
"250178","举火燎天•地强星","","","","3","4","1","7","0","ff00ff0d","0","3005012","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2921","","","","","告辞","0","","180153_04.ogg","","","0","3429","ff003303","0",""
"250179","举火燎天•地暗星","","","","3","4","1","7","0","ff00ff0d","0","3005013","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2922","","","","","告辞","0","","180153_04.ogg","","","0","3430","ff003303","0",""
"250180","举火燎天•地轴星","","","","3","4","1","7","0","ff00ff0d","0","3005014","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2923","","","","","告辞","0","","180153_04.ogg","","","0","3431","ff003303","0",""
"250181","举火燎天•地会星","","","","3","4","1","7","0","ff00ff0d","0","3005015","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2924","","","","","告辞","0","","180153_04.ogg","","","0","3432","ff003303","0",""
"250182","举火燎天•地佐星","","","","3","4","1","7","0","ff00ff0d","0","3005016","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2925","","","","","告辞","0","","180153_04.ogg","","","0","3433","ff003303","0",""
"250183","举火燎天•地佑星","","","","3","4","1","7","0","ff00ff0d","0","3005017","0","-1","0","","","0","0","","","0","","","","Abb7xzise","地煞7星","2926","","","","","告辞","0","","180153_04.ogg","","","0","3434","ff003303","0",""
"250184","承星载物•地勇星","","","","3","3","1","7","0","ff00ff0d","0","3005001","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2927","","","","","告辞","0","","180153_04.ogg","","","0","3435","ff003303","0",""
"250185","承星载物•地杰星","","","","3","3","1","7","0","ff00ff0d","0","3005002","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2928","","","","","告辞","0","","180153_04.ogg","","","0","3436","ff003303","0",""
"250186","承星载物•地雄星","","","","3","3","1","7","0","ff00ff0d","0","3005003","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2929","","","","","告辞","0","","180153_04.ogg","","","0","3437","ff003303","0",""
"250187","承星载物•地威星","","","","3","3","1","7","0","ff00ff0d","0","3005004","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2930","","","","","告辞","0","","180153_04.ogg","","","0","3438","ff003303","0",""
"250188","承星载物•地英星","","","","3","3","1","7","0","ff00ff0d","0","3005005","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2931","","","","","告辞","0","","180153_04.ogg","","","0","3439","ff003303","0",""
"250189","承星载物•地奇星","","","","3","3","1","7","0","ff00ff0d","0","3005006","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2932","","","","","告辞","0","","180153_04.ogg","","","0","3440","ff003303","0",""
"250190","承星载物•地猛星","","","","3","3","1","7","0","ff00ff0d","0","3005007","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2933","","","","","告辞","0","","180153_04.ogg","","","0","3441","ff003303","0",""
"250191","承星载物•地文星","","","","3","3","1","7","0","ff00ff0d","0","3005008","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2934","","","","","告辞","0","","180153_04.ogg","","","0","3442","ff003303","0",""
"250192","承星载物•地正星","","","","3","3","1","7","0","ff00ff0d","0","3005009","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2935","","","","","告辞","0","","180153_04.ogg","","","0","3443","ff003303","0",""
"250193","承星载物•地辟星","","","","3","3","1","7","0","ff00ff0d","0","3005010","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2936","","","","","告辞","0","","180153_04.ogg","","","0","3444","ff003303","0",""
"250194","承星载物•地慧星","","","","3","3","1","7","0","ff00ff0d","0","3005011","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2937","","","","","告辞","0","","180153_04.ogg","","","0","3445","ff003303","0",""
"250195","承星载物•地强星","","","","3","3","1","7","0","ff00ff0d","0","3005012","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2938","","","","","告辞","0","","180153_04.ogg","","","0","3446","ff003303","0",""
"250196","承星载物•地暗星","","","","3","3","1","7","0","ff00ff0d","0","3005013","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2939","","","","","告辞","0","","180153_04.ogg","","","0","3447","ff003303","0",""
"250197","承星载物•地轴星","","","","3","3","1","7","0","ff00ff0d","0","3005014","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2940","","","","","告辞","0","","180153_04.ogg","","","0","3448","ff003303","0",""
"250198","承星载物•地会星","","","","3","3","1","7","0","ff00ff0d","0","3005015","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2941","","","","","告辞","0","","180153_04.ogg","","","0","3449","ff003303","0",""
"250199","承星载物•地佐星","","","","3","3","1","7","0","ff00ff0d","0","3005016","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2942","","","","","告辞","0","","180153_04.ogg","","","0","3450","ff003303","0",""
"250200","承星载物•地佑星","","","","3","3","1","7","0","ff00ff0d","0","3005017","0","-1","0","","","0","0","","","0","","","","Abb8xzise","地煞8星","2943","","","","","告辞","0","","180153_04.ogg","","","0","3451","ff003303","0",""
"250201","天罡1星-剑侠客","","","","3","3","1","7","0","ff00ff0d","0","3000001","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3475","ff003303","0",""
"250202","天罡1星-逍遥生","","","","3","3","1","7","0","ff00ff0d","0","3000002","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3476","ff003303","0",""
"250203","天罡1星-漠少君","","","","3","3","1","7","0","ff00ff0d","0","3000003","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3477","ff003303","0",""
"250204","天罡1星-飞燕女","","","","3","3","1","7","0","ff00ff0d","0","3000004","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3478","ff003303","0",""
"250205","天罡1星-英女侠","","","","3","3","1","7","0","ff00ff0d","0","3000005","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3479","ff003303","0",""
"250206","天罡1星-巫蛮儿","","","","3","3","1","7","0","ff00ff0d","0","3000006","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3480","ff003303","0",""
"250207","天罡1星-龙太子","","","","3","3","1","7","0","ff00ff0d","0","3000007","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3481","ff003303","0",""
"250208","天罡1星-神天兵","","","","3","3","1","7","0","ff00ff0d","0","3000008","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3482","ff003303","0",""
"250209","天罡1星-羽灵神","","","","3","3","1","7","0","ff00ff0d","0","3000009","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3483","ff003303","0",""
"250210","天罡1星-舞天姬","","","","3","3","1","7","0","ff00ff0d","0","3000010","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3484","ff003303","0",""
"250211","天罡1星-梦玲珑","","","","3","3","1","7","0","ff00ff0d","0","3000011","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3485","ff003303","0",""
"250212","天罡1星-玄彩娥","","","","3","3","1","7","0","ff00ff0d","0","3000012","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3486","ff003303","0",""
"250213","天罡1星-杀破狼","","","","3","3","1","7","0","ff00ff0d","0","3000013","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3487","ff003303","0",""
"250214","天罡1星-虎头怪","","","","3","3","1","7","0","ff00ff0d","0","3000014","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3488","ff003303","0",""
"250215","天罡1星-巨魔王","","","","3","3","1","7","0","ff00ff0d","0","3000015","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3489","ff003303","0",""
"250216","天罡1星-骨精灵","","","","3","3","1","7","0","ff00ff0d","0","3000016","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3490","ff003303","0",""
"250217","天罡1星-狐美人","","","","3","3","1","7","0","ff00ff0d","0","3000017","0","-1","0","","","0","0","","","0","","","","Add1xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3491","ff003303","0",""
"250218","天罡2星-剑侠客","","","","3","3","1","7","0","ff00ff0d","0","3000001","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3492","ff003303","0",""
"250219","天罡2星-逍遥生","","","","3","3","1","7","0","ff00ff0d","0","3000002","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3493","ff003303","0",""
"250220","天罡2星-漠少君","","","","3","3","1","7","0","ff00ff0d","0","3000003","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3494","ff003303","0",""
"250221","天罡2星-飞燕女","","","","3","3","1","7","0","ff00ff0d","0","3000004","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3495","ff003303","0",""
"250222","天罡2星-英女侠","","","","3","3","1","7","0","ff00ff0d","0","3000005","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3496","ff003303","0",""
"250223","天罡2星-巫蛮儿","","","","3","3","1","7","0","ff00ff0d","0","3000006","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3497","ff003303","0",""
"250224","天罡2星-龙太子","","","","3","3","1","7","0","ff00ff0d","0","3000007","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3498","ff003303","0",""
"250225","天罡2星-神天兵","","","","3","3","1","7","0","ff00ff0d","0","3000008","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3499","ff003303","0",""
"250226","天罡2星-羽灵神","","","","3","3","1","7","0","ff00ff0d","0","3000009","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3500","ff003303","0",""
"250227","天罡2星-舞天姬","","","","3","3","1","7","0","ff00ff0d","0","3000010","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3501","ff003303","0",""
"250228","天罡2星-梦玲珑","","","","3","3","1","7","0","ff00ff0d","0","3000011","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3502","ff003303","0",""
"250229","天罡2星-玄彩娥","","","","3","3","1","7","0","ff00ff0d","0","3000012","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3503","ff003303","0",""
"250230","天罡2星-杀破狼","","","","3","3","1","7","0","ff00ff0d","0","3000013","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3504","ff003303","0",""
"250231","天罡2星-虎头怪","","","","3","3","1","7","0","ff00ff0d","0","3000014","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3505","ff003303","0",""
"250232","天罡2星-巨魔王","","","","3","3","1","7","0","ff00ff0d","0","3000015","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3506","ff003303","0",""
"250233","天罡2星-骨精灵","","","","3","3","1","7","0","ff00ff0d","0","3000016","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3507","ff003303","0",""
"250234","天罡2星-狐美人","","","","3","3","1","7","0","ff00ff0d","0","3000017","0","-1","0","","","0","0","","","0","","","","Add2xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3508","ff003303","0",""
"250235","天罡3星-剑侠客","","","","3","3","1","7","0","ff00ff0d","0","3001001","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3509","ff003303","0",""
"250236","天罡3星-逍遥生","","","","3","3","1","7","0","ff00ff0d","0","3001002","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3510","ff003303","0",""
"250237","天罡3星-漠少君","","","","3","3","1","7","0","ff00ff0d","0","3001003","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3511","ff003303","0",""
"250238","天罡3星-飞燕女","","","","3","3","1","7","0","ff00ff0d","0","3001004","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3512","ff003303","0",""
"250239","天罡3星-英女侠","","","","3","3","1","7","0","ff00ff0d","0","3001005","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3513","ff003303","0",""
"250240","天罡3星-巫蛮儿","","","","3","3","1","7","0","ff00ff0d","0","3001006","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3514","ff003303","0",""
"250241","天罡3星-龙太子","","","","3","3","1","7","0","ff00ff0d","0","3001007","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3515","ff003303","0",""
"250242","天罡3星-神天兵","","","","3","3","1","7","0","ff00ff0d","0","3001008","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3516","ff003303","0",""
"250243","天罡3星-羽灵神","","","","3","3","1","7","0","ff00ff0d","0","3001009","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3517","ff003303","0",""
"250244","天罡3星-舞天姬","","","","3","3","1","7","0","ff00ff0d","0","3001010","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3518","ff003303","0",""
"250245","天罡3星-梦玲珑","","","","3","3","1","7","0","ff00ff0d","0","3001011","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3519","ff003303","0",""
"250246","天罡3星-玄彩娥","","","","3","3","1","7","0","ff00ff0d","0","3001012","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3520","ff003303","0",""
"250247","天罡3星-杀破狼","","","","3","3","1","7","0","ff00ff0d","0","3001013","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3521","ff003303","0",""
"250248","天罡3星-虎头怪","","","","3","3","1","7","0","ff00ff0d","0","3001014","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3522","ff003303","0",""
"250249","天罡3星-巨魔王","","","","3","3","1","7","0","ff00ff0d","0","3001015","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3523","ff003303","0",""
"250250","天罡3星-骨精灵","","","","3","3","1","7","0","ff00ff0d","0","3001016","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3524","ff003303","0",""
"250251","天罡3星-狐美人","","","","3","3","1","7","0","ff00ff0d","0","3001017","0","-1","0","","","0","0","","","0","","","","Add3xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3525","ff003303","0",""
"250252","天罡4星-剑侠客","","","","3","3","1","7","0","ff00ff0d","0","3002001","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3526","ff003303","0",""
"250253","天罡4星-逍遥生","","","","3","3","1","7","0","ff00ff0d","0","3002002","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3527","ff003303","0",""
"250254","天罡4星-漠少君","","","","3","3","1","7","0","ff00ff0d","0","3002003","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3528","ff003303","0",""
"250255","天罡4星-飞燕女","","","","3","3","1","7","0","ff00ff0d","0","3002004","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3529","ff003303","0",""
"250256","天罡4星-英女侠","","","","3","3","1","7","0","ff00ff0d","0","3002005","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3530","ff003303","0",""
"250257","天罡4星-巫蛮儿","","","","3","3","1","7","0","ff00ff0d","0","3002006","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3531","ff003303","0",""
"250258","天罡4星-龙太子","","","","3","3","1","7","0","ff00ff0d","0","3002007","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3532","ff003303","0",""
"250259","天罡4星-神天兵","","","","3","3","1","7","0","ff00ff0d","0","3002008","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3533","ff003303","0",""
"250260","天罡4星-羽灵神","","","","3","3","1","7","0","ff00ff0d","0","3002009","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3534","ff003303","0",""
"250261","天罡4星-舞天姬","","","","3","3","1","7","0","ff00ff0d","0","3002010","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3535","ff003303","0",""
"250262","天罡4星-梦玲珑","","","","3","3","1","7","0","ff00ff0d","0","3002011","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3536","ff003303","0",""
"250263","天罡4星-玄彩娥","","","","3","3","1","7","0","ff00ff0d","0","3002012","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3537","ff003303","0",""
"250264","天罡4星-杀破狼","","","","3","3","1","7","0","ff00ff0d","0","3002013","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3538","ff003303","0",""
"250265","天罡4星-虎头怪","","","","3","3","1","7","0","ff00ff0d","0","3002014","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3539","ff003303","0",""
"250266","天罡4星-巨魔王","","","","3","3","1","7","0","ff00ff0d","0","3002015","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3540","ff003303","0",""
"250267","天罡4星-骨精灵","","","","3","3","1","7","0","ff00ff0d","0","3002016","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3541","ff003303","0",""
"250268","天罡4星-狐美人","","","","3","3","1","7","0","ff00ff0d","0","3002017","0","-1","0","","","0","0","","","0","","","","Add4xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3542","ff003303","0",""
"250269","天罡5星-剑侠客","","","","3","3","1","7","0","ff00ff0d","0","3003001","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3543","ff003303","0",""
"250270","天罡5星-逍遥生","","","","3","3","1","7","0","ff00ff0d","0","3003002","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3544","ff003303","0",""
"250271","天罡5星-漠少君","","","","3","3","1","7","0","ff00ff0d","0","3003003","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3545","ff003303","0",""
"250272","天罡5星-飞燕女","","","","3","3","1","7","0","ff00ff0d","0","3003004","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3546","ff003303","0",""
"250273","天罡5星-英女侠","","","","3","3","1","7","0","ff00ff0d","0","3003005","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3547","ff003303","0",""
"250274","天罡5星-巫蛮儿","","","","3","3","1","7","0","ff00ff0d","0","3003006","0","-1","0","","","0","0","","","0","","","","Add5xlanse","月宫","2807","","","","","告辞","0","","180153_04.ogg","","","0","3548","ff003303","0",""
