"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"590466","无间狱","无间狱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","无间狱","无间狱","832","","","0","",""
"590467","灵枢","灵枢","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","灵枢","灵枢","832","","","0","",""
"590468","日月","日月","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","日月","日月","832","","","0","",""
"590469","烛明","烛明","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","烛明","烛明","832","","","0","",""
"590470","五帝兴","五帝兴","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","五帝兴","五帝兴","832","","","0","",""
"590471","龙影","龙影","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙影","龙影","832","","","0","",""
"590472","海语","海语","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","海语","海语","832","","","0","",""
"590473","龙魂","龙魂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙魂","龙魂","832","","","0","",""
"590474","风灵","风灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","风灵","风灵","832","","","0","",""
"590475","潮息","潮息","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","潮息","潮息","832","","","0","",""
"590476","龙冥","龙冥","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙冥","龙冥","832","","","0","",""
"590477","遨游","遨游","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","遨游","遨游","832","","","0","",""
"590478","晚汐","晚汐","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","晚汐","晚汐","832","","","0","",""
"590479","凝露","凝露","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","凝露","凝露","832","","","0","",""
"590480","龙昼","龙昼","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙昼","龙昼","832","","","0","",""
"590481","双龙","双龙","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","双龙","双龙","832","","","0","",""
"590482","神龙摆尾","神龙摆尾","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","神龙摆尾","神龙摆尾","832","","","0","",""
"590483","龙影","龙影","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙影","龙影","832","","","0","",""
"590484","海语","海语","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","海语","海语","832","","","0","",""
"590485","龙魂","龙魂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙魂","龙魂","832","","","0","",""
"590486","风灵","风灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","风灵","风灵","832","","","0","",""
"590487","潮息","潮息","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","潮息","潮息","832","","","0","",""
"590488","龙冥","龙冥","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙冥","龙冥","832","","","0","",""
"590489","遨游","遨游","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","遨游","遨游","832","","","0","",""
"590490","踏浪","踏浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","踏浪","踏浪","832","","","0","",""
"590491","龙昼","龙昼","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙昼","龙昼","832","","","0","",""
"590492","逐浪","逐浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","逐浪","逐浪","832","","","0","",""
"590493","双龙","双龙","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","双龙","双龙","832","","","0","",""
"590494","神龙摆尾","神龙摆尾","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","神龙摆尾","神龙摆尾","832","","","0","",""
"590495","龙影","龙影","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙影","龙影","832","","","0","",""
"590496","海语","海语","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","海语","海语","832","","","0","",""
"590497","龙魂","龙魂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙魂","龙魂","832","","","0","",""
"590498","风灵","风灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","风灵","风灵","832","","","0","",""
"590499","潮息","潮息","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","潮息","潮息","832","","","0","",""
"590500","云鳞","云鳞","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","云鳞","云鳞","832","","","0","",""
"590501","龙息","龙息","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙息","龙息","832","","","0","",""
"590502","叠吟","叠吟","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","叠吟","叠吟","832","","","0","",""
"590503","寒髓","寒髓","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","寒髓","寒髓","832","","","0","",""
"590504","龙棘","龙棘","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙棘","龙棘","832","","","0","",""
"590505","奔涌","奔涌","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","奔涌","奔涌","832","","","0","",""
"590506","雷浪穿云","雷浪穿云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","雷浪穿云","雷浪穿云","832","","","0","",""
"590507","龙影","龙影","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙影","龙影","832","","","0","",""
"590508","海语","海语","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","海语","海语","832","","","0","",""
"590509","龙魂","龙魂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙魂","龙魂","832","","","0","",""
"590510","风灵","风灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","风灵","风灵","832","","","0","",""
"590511","潮息","潮息","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","潮息","潮息","832","","","0","",""
"590512","龙冥","龙冥","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙冥","龙冥","832","","","0","",""
"590513","遨游","遨游","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","遨游","遨游","832","","","0","",""
"590514","晚汐","晚汐","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","晚汐","晚汐","832","","","0","",""
"590515","凝露","凝露","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","凝露","凝露","832","","","0","",""
"590516","龙棘","龙棘","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙棘","龙棘","832","","","0","",""
"590517","奔涌","奔涌","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","奔涌","奔涌","832","","","0","",""
"590518","雷浪穿云","雷浪穿云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","雷浪穿云","雷浪穿云","832","","","0","",""
"590519","思慎","思慎","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","思慎","思慎","832","","","0","",""
"590520","孤愤","孤愤","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","孤愤","孤愤","832","","","0","",""
"590521","不害","不害","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","不害","不害","832","","","0","",""
"590522","天行云","天行云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","天行云","天行云","832","","","0","",""
"590523","赏善","赏善","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","赏善","赏善","832","","","0","",""
"590524","秋毫","秋毫","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","秋毫","秋毫","832","","","0","",""
"590525","不辛","不辛","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","不辛","不辛","832","","","0","",""
"590526","龙鸣雷","龙鸣雷","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","龙鸣雷","龙鸣雷","832","","","0","",""
"590527","星火","星火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星火","星火","832","","","0","",""
"590528","洗髓","洗髓","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","洗髓","洗髓","832","","","0","",""
"590529","魔灵","魔灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","魔灵","魔灵","832","","","0","",""
"590530","腾风","腾风","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","腾风","腾风","832","","","0","",""
"590531","炽焱","炽焱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","炽焱","炽焱","832","","","0","",""
"590532","熔骨","熔骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","熔骨","熔骨","832","","","0","",""
"590533","狂砂","狂砂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂砂","狂砂","832","","","0","",""
"590534","降临","降临","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","降临","降临","832","","","0","",""
"590535","狂啸","狂啸","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂啸","狂啸","832","","","0","",""
"590536","星芒","星芒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星芒","星芒","832","","","0","",""
"590537","烽火","烽火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","烽火","烽火","832","","","0","",""
"590538","焚天裂地","焚天裂地","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","焚天裂地","焚天裂地","832","","","0","",""
"590539","星火","星火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星火","星火","832","","","0","",""
"590540","洗髓","洗髓","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","洗髓","洗髓","832","","","0","",""
"590541","魔灵","魔灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","魔灵","魔灵","832","","","0","",""
"590542","相生","相生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","相生","相生","832","","","0","",""
"590543","相伴","相伴","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","相伴","相伴","832","","","0","",""
"590544","熔骨","熔骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","熔骨","熔骨","832","","","0","",""
"590545","狂砂","狂砂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂砂","狂砂","832","","","0","",""
"590546","降临","降临","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","降临","降临","832","","","0","",""
"590547","狂啸","狂啸","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂啸","狂啸","832","","","0","",""
"590548","星芒","星芒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星芒","星芒","832","","","0","",""
"590549","烽火","烽火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","烽火","烽火","832","","","0","",""
"590550","焚天裂地","焚天裂地","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","焚天裂地","焚天裂地","832","","","0","",""
"590551","星火","星火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星火","星火","832","","","0","",""
"590552","洗髓","洗髓","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","洗髓","洗髓","832","","","0","",""
"590553","魔灵","魔灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","魔灵","魔灵","832","","","0","",""
"590554","腾风","腾风","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","腾风","腾风","832","","","0","",""
"590555","炽焱","炽焱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","炽焱","炽焱","832","","","0","",""
"590556","熔骨","熔骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","熔骨","熔骨","832","","","0","",""
"590557","狂砂","狂砂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂砂","狂砂","832","","","0","",""
"590558","狼烟","狼烟","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狼烟","狼烟","832","","","0","",""
"590559","焰护","焰护","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","焰护","焰护","832","","","0","",""
"590560","复生","复生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","复生","复生","832","","","0","",""
"590561","燎原","燎原","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","燎原","燎原","832","","","0","",""
"590562","雷浪穿云","雷浪穿云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","雷浪穿云","雷浪穿云","832","","","0","",""
"590563","星火","星火","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","星火","星火","832","","","0","",""
"590564","洗髓","洗髓","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","洗髓","洗髓","832","","","0","",""
"590565","魔灵","魔灵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","魔灵","魔灵","832","","","0","",""
"590566","相生","相生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","相生","相生","832","","","0","",""
"590567","相伴","相伴","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","相伴","相伴","832","","","0","",""
"590568","熔骨","熔骨","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","熔骨","熔骨","832","","","0","",""
"590569","狂砂","狂砂","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狂砂","狂砂","832","","","0","",""
"590570","狼烟","狼烟","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","狼烟","狼烟","832","","","0","",""
"590571","焰护","焰护","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","焰护","焰护","832","","","0","",""
"590572","复生","复生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","复生","复生","832","","","0","",""
"590573","燎原","燎原","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","燎原","燎原","832","","","0","",""
"590574","雷浪穿云","雷浪穿云","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","雷浪穿云","雷浪穿云","832","","","0","",""
"590575","合纵","合纵","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","合纵","合纵","832","","","0","",""
"590576","鬼谷","鬼谷","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","鬼谷","鬼谷","832","","","0","",""
"590577","天光","天光","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","天光","天光","832","","","0","",""
"590578","魔砂变","魔砂变","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","魔砂变","魔砂变","832","","","0","",""
"590579","连横","连横","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","连横","连横","832","","","0","",""
"590580","洪荒","洪荒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","洪荒","洪荒","832","","","0","",""
"590581","四时","四时","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","四时","四时","832","","","0","",""
"590582","先祖谋","先祖谋","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","先祖谋","先祖谋","832","","","0","",""
"590583","惠泽","惠泽","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","惠泽","惠泽","832","","","0","",""
"590584","佛怒","佛怒","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","佛怒","佛怒","832","","","0","",""
"590585","闭月","闭月","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","闭月","闭月","832","","","0","",""
"590586","铭形","铭形","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","铭形","铭形","832","","","0","",""
"590587","空渡","空渡","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","空渡","空渡","832","","","0","",""
"590588","铭心","铭心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","铭心","铭心","832","","","0","",""
"590589","兼修","兼修","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","兼修","兼修","832","","","0","",""
"590590","蕴生","蕴生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","蕴生","蕴生","832","","","0","",""
"590591","回春","回春","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","回春","回春","832","","","0","",""
"590592","顿悟","顿悟","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","顿悟","顿悟","832","","","0","",""
"590593","观心","观心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","观心","观心","832","","","0","",""
"590594","和光同尘","和光同尘","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","和光同尘","和光同尘","832","","","0","",""
"590595","惠泽","惠泽","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","惠泽","惠泽","832","","","0","",""
"590596","水月","水月","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","水月","水月","832","","","0","",""
"590597","佛体","佛体","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","佛体","佛体","832","","","0","",""
"590598","铭形","铭形","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","铭形","铭形","832","","","0","",""
"590599","空渡","空渡","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","空渡","空渡","832","","","0","",""
"590600","铭心","铭心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","铭心","铭心","832","","","0","",""
"590601","兼修","兼修","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","兼修","兼修","832","","","0","",""
"590602","蕴生","蕴生","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","蕴生","蕴生","832","","","0","",""
"590603","回春","回春","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","回春","回春","832","","","0","",""
"590604","顿悟","顿悟","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","顿悟","顿悟","832","","","0","",""
"590605","观心","观心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","观心","观心","832","","","0","",""
"590606","和光同尘","和光同尘","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","和光同尘","和光同尘","832","","","0","",""
"590607","惠泽","惠泽","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","惠泽","惠泽","832","","","0","",""
"590608","水月","水月","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","-1","FALSE","0","其他","310","","1","","TRUE","","","","-1","0","","","1","水月","水月","832","","","0","",""
