"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","宠物装备位置","恢复宠物忠诚度","宠物装备属性id","宠物装备属性最小值","宠物装备属性最大值","宠物装备技能","分解奖励道具id","分解奖励道具数量","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"219211","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","37,133","37,133","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219212","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","38,135","38,135","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219213","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","39,137","39,137","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219214","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","40,139","40,139","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219215","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","41,141","41,141","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219216","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","42,143","42,143","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219217","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","43,145","43,145","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219218","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","44,147","44,147","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219219","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","45,149","45,149","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219220","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","46,151","46,151","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219221","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","47,153","47,153","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219222","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","48,155","48,155","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219223","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","49,157","49,157","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219224","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","50,159","50,159","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219225","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","51,161","51,161","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219226","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","52,163","52,163","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219227","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","53,165","53,165","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219228","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","54,167","54,167","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219229","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","55,169","55,169","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219230","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","56,171","56,171","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219231","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","57,173","57,173","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219232","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","58,175","58,175","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219233","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","59,177","59,177","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219234","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","60,179","60,179","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219235","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","61,181","61,181","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219236","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","62,183","62,183","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219237","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","63,185","63,185","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219238","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","64,187","64,187","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219239","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","65,189","65,189","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219240","154","七星宝环","FF6DDCF6","5","1794","件","105","105","19","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","66,191","66,191","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219241","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","60,60","60,60","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219242","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","61,61","61,61","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219243","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","62,62","62,62","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219244","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","63,63","63,63","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219245","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","64,64","64,64","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219246","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","65,65","65,65","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219247","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","66,66","66,66","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219248","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","67,67","67,67","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219249","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","68,68","68,68","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219250","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","69,69","69,69","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219251","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","70,70","70,70","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219252","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","71,71","71,71","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219253","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","72,72","72,72","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219254","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","73,73","73,73","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219255","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","74,74","74,74","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219256","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","75,75","75,75","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219257","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","76,76","76,76","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219258","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","77,77","77,77","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219259","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","78,78","78,78","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219260","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","79,79","79,79","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219261","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","80,80","80,80","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219262","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","81,81","81,81","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219263","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","82,82","82,82","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219264","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","83,83","83,83","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219265","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","84,84","84,84","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219266","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","85,85","85,85","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219267","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","86,86","86,86","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219268","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","87,87","87,87","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219269","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","88,88","88,88","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219270","154","七星宝甲","FF6DDCF6","5","1797","件","105","105","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","89,89","89,89","","257001","3","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
