"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","是否可回收","回收道具ID","回收道具数量","可否分解","分解成道具","分解数量"
"810012","4262","泡泡王奖励","ff6ddcf6","4","1351","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开可获得："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""盲盒*2、神兜兜*4、1000仙玉券*2"" c=""FF33FF00"" f=""simhei-11""></T>","打开获得仙玉","","","","礼包","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"810013","582","普通宠物专属内丹自选","ff6ddcf6","4","1808","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","可自由选择普通宠物专属内丹一个","自由选择奖励","","","","自选礼包","","3","73","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"810014","582","稀有珍兽专属内丹自选","ff6ddcf6","4","1808","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","可自由选择稀珍兽专属内丹一个","自由选择奖励","","","","自选礼包","","3","73","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"","","新物资","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230001","182","1级红色纹饰","ff6495ED","3","2759","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界灼热之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230002","182","1级黄色纹饰","ff6495ED","3","2757","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界混元之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230003","182","1级蓝色纹饰","ff6495ED","3","2758","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界轻灵之气凝结而成的纹饰，可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230004","182","2级红色纹饰","ff6495ED","3","2759","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界灼热之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230005","182","2级黄色纹饰","ff6495ED","3","2757","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界混元之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230006","182","2级蓝色纹饰","ff6495ED","3","2758","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界轻灵之气凝结而成的纹饰，可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230007","182","3级红色纹饰","ff6495ED","3","2759","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界灼热之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230008","182","3级黄色纹饰","ff6495ED","3","2757","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界混元之气凝结而成的纹饰,可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"230009","182","3级蓝色纹饰","ff6495ED","3","2758","个","0","1","7100","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","0","三界轻灵之气凝结而成的纹饰，可为坐骑统御的召唤灵提供对应属性","坐骑纹饰","","","","","","","","","","","","","","","1","","","","","","","","","5","","","","","","","","","","","","","",""
"240007","4694","进阶•玄天石","ff6ddcf6","5","1098","颗","0","1","7506","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999999","0","0","5000000","<T t=""传闻上古时期，此物用于补天，后经天庭开采流入人间。用于灵珠进阶。"" c=""fffff2df"" f=""simhei-11""></T>","灵珠进阶","","","","进阶材料","","3","79","","","","","","","","2","7","","","","","","","","0","1","","","","","","","","0","0","0","0","0","0"
"240008","4694","进阶•超级神锤","ff6ddcf6","5","1302","颗","0","1","7506","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999999","0","0","5000000","<T t=""用于高阶宝石进阶。"" c=""fffff2df"" f=""simhei-11""></T>","宝石进阶","","","","进阶材料","","3","79","","","","","","","","2","7","","","","","","","","0","1","","","","","","","","0","0","0","0","0","0"
"240009","4694","万灵果","ff6ddcf6","5","1270","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99999","0","0","5000000","<T t=""1、"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""每只宠物最多能领悟到16技能"" c=""FF33FF00"" f=""simhei-11""></T><B></B><T t=""2、"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""在宠物领悟界面显示，可以替换心仪技能哦！"" c=""FF33FF00"" f=""simhei-11""></T>","领悟道具","","","点击物品使用","奇珍","","1","161509","","","","","","","","","","","","","","","","","1","1","7","","","","","","","0","0","0","0","0","0"
"240010","2470","专属法宝碎片1","ff6ddcf6","5","3202","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑宠物爱吃的棒棒糖","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240011","2470","专属法宝碎片2","ff6ddcf6","5","3207","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑宠物爱吃的棒棒糖","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240012","2470","专属法宝碎片3","ff6ddcf6","5","3194","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑宠物爱吃的棒棒糖","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240013","2470","专属法宝碎片4","ff6ddcf6","5","3200","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑宠物爱吃的棒棒糖","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240014","2470","蚩尤卡标5","ff6ddcf6","5","3200","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑宠物爱吃的棒棒糖","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240015","2470","棒棒糖碎片1","ff6ddcf6","5","3197","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑换专属门派法宝","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240016","2470","棒棒糖碎片2","ff6ddcf6","5","3198","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑换专属门派法宝","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240017","2470","棒棒糖碎片3","ff6ddcf6","5","3193","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑换专属门派法宝","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240018","2470","棒棒糖碎片4","ff6ddcf6","5","3199","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑换专属门派法宝","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"240019","2470","自在天魔卡标5","ff6ddcf6","5","3199","个","0","1","7502","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","收集碎片可以用来兑换专属门派法宝","收集卡标","","","","材料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0"
"","","神兜兜礼包","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"760001","4262","神兜兜*50000","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得50000个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760002","4262","神兜兜*100000","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999999","0","0","5000000","<T t=""打开获得100000个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760003","4262","神兜兜*100","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得100个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760004","4262","神兜兜*200","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得200个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760005","4262","神兜兜*500","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得500个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760006","4262","神兜兜*666","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得666个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760007","4262","神兜兜*888","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得888个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760008","4262","神兜兜*999","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得999个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760009","4262","神兜兜*1999","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得1999个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"760010","4262","神兜兜*4999","ff6ddcf6","5","1230","个","0","1","7507","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""打开获得4999个神兜兜。"" c=""FFFFF2DF"" f=""simhei-11""></T>","使用获得","","","","奇珍","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","0","0","0","0","0","0"
"","4694","新器灵","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","5000000","用于器灵镶嵌","器灵镶嵌","","","","","","3","80","","","","","","","","2","7","","","","","","","","1","1","30","","","","","","","0","0","0","0","0","0"
"920000","4694","器灵•逆鳞","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF3DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +3%","法术伤害 +3%","气血 +6%","","","0","0","0","0","0","0"
"920001","4694","器灵•顺甲","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF3DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +3%","法术伤害 +3%","速度 +3%","","","0","0","0","0","0","0"
"920002","4694","器灵•安陆","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF3DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +3%","法术防御 +3%","气血 +6%","","","0","0","0","0","0","0"
"920003","4694","器灵•齐云","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +3%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF3DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +3%","法术防御 +3%","速度 +3%","","","0","0","0","0","0","0"
"920004","4694","器灵•照夜","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +7%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF4DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +4%","法术伤害 +4%","气血 +7%","","","0","0","0","0","0","0"
"920005","4694","器灵•青岚","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF4DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +4%","法术伤害 +4%","速度 +4%","","","0","0","0","0","0","0"
"920006","4694","器灵•灵泽","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +7%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF4DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +4%","法术防御 +4%","气血 +7%","","","0","0","0","0","0","0"
"920007","4694","器灵•霁华","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +4%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF4DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +4%","法术防御 +4%","速度 +4%","","","0","0","0","0","0","0"
"920008","4694","器灵•纤凝","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +8%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF5DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +5%","法术伤害 +5%","气血 +8%","","","0","0","0","0","0","0"
"920009","4694","器灵•山骨","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF5DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +5%","法术伤害 +5%","速度 +5%","","","0","0","0","0","0","0"
"920010","4694","器灵•缥缃","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +8%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF5DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +5%","法术防御 +5%","气血 +8%","","","0","0","0","0","0","0"
"920011","4694","器灵•翠微","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +5%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF5DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +5%","法术防御 +5%","速度 +5%","","","0","0","0","0","0","0"
"920012","4694","器灵•鹿梦","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +9%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF6DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +6%","法术伤害 +6%","气血 +9%","","","0","0","0","0","0","0"
"920013","4694","器灵•扶疏","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理伤害 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术伤害 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  速度 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF6DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理伤害 +6%","法术伤害 +6%","速度 +6%","","","0","0","0","0","0","0"
"920014","4694","器灵•绮陌","ff6ddcf6","5","1281","个","0","1","7507","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","5000000","<T t=""器灵属性"" c=""FFFFFF00"" f=""simhei-11""></T><B></B><T t=""  物理防御 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t="""" c=""FF00FF00"" f=""simhei-11""></T><T t=""  法术防御 +6%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><T t=""  气血 +9%"" c=""FF00FF00"" f=""simhei-11""></T><B></B><B></B><T t=""器灵宝珠："" c=""FFFFFF00"" f=""simhei-11""></T><T t=""来自天工阁的墨家巨匠们倾尽心血制作而出的宝珠。"" c=""FFFFF6DF"" f=""simhei-11""></T>","器灵镶嵌","","","点击物品使用","器灵","","3","80","","","","","","","","2","7","","","","","","","","1","1","7","","物理防御 +6%","法术防御 +6%","气血 +9%","","","0","0","0","0","0","0"
