"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数","是否可以摆摊上架",""
"7369","1","312069","5级•慧心","2","1","312069","5级","","","","","","","","","","","","","933","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7370","1","312070","1级•自然","2","1","312070","1级","","","","","","","","","","","","","934","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7371","1","312071","2级•自然","2","1","312071","2级","","","","","","","","","","","","","934","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7372","1","312072","3级•自然","2","1","312072","3级","","","","","","","","","","","","","934","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7373","1","312073","4级•自然","2","1","312073","4级","","","","","","","","","","","","","934","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"7374","1","312074","5级•自然","2","1","312074","5级","","","","","","","","","","","","","934","8","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8000","1","339000","花豆","2","1","339000","花豆","","","","","","","","","","","","","1000","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8001","1","339001","彩果","2","1","339001","彩果","","","","","","","","","","","","","1000","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8002","1","331350","金刚石","2","1","331350","金刚石","","","","","","","","","","","","","1001","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8003","1","331351","定魂珠","2","1","331351","定魂珠","","","","","","","","","","","","","1001","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8004","1","331352","避水珠","2","1","331352","避水珠","","","","","","","","","","","","","1001","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8005","1","331353","夜光珠","2","1","331353","夜光珠","","","","","","","","","","","","","1001","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8006","1","331354","龙鳞","2","1","331354","龙鳞","","","","","","","","","","","","","1001","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8007","1","331000","人参果•木","2","1","331000","木属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8008","1","331001","人参果•火","2","1","331001","火属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8009","1","331002","人参果•金","2","1","331002","金属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8010","1","331003","人参果•土","2","1","331003","土属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8011","1","331004","人参果•水","2","1","331004","水属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8012","1","331005","千年人参果","2","1","331005","全属性","","","","","","","","","","","","","1003","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8013","1","339002","幻色丹","0","1","","","","","","","","","","","","","","","1004","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8020","1","310104","净瓶玉露","0","1","","","","","","","","","","","","","","","1005","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8030","1","336010","回梦丹","0","1","","","","","","","","","","","","","","","1006","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8040","1","337944","改名卡","0","1","","","","","","","","","","","","","","","1007","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8041","1","40007","玄黄无极石","0","1","","","","","","","","","","","","","","","990","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8042","1","580020","万灵果","0","1","","","","","","","","","","","","","","","991","5","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8100","4","320101","金香玉","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1100","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8101","4","320102","定神香","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1101","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8102","4","320103","五龙丹","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1102","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8103","4","320104","九转回魂丹","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1103","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8200","4","320001","臭豆腐","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1200","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1","1",""
"8201","4","320002","佛跳墙","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1201","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1","1",""
"8202","4","320003","桂花丸","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1202","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1","1",""
"8203","4","320004","珍露酒","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1203","7","2","150","400","420","440","460","480","500","520","540","560","580","5","10","1","1","155","3.5","0.4","0.1","1",""
"8204","4","320005","翡翠豆腐","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1204","7","2","150","400","420","440","460","480","500","520","540","560","580","5","10","1","1","155","3.5","0.4","0.1","1",""
"8205","4","320006","长寿面","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1205","7","2","280","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8206","4","320007","蛇胆酒","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","1206","7","2","350","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1","1",""
"8403","1","331113","打造符130级","2","1","331113","130级","","","","","","","","","","","","","330","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8404","1","331114","打造符140级","2","1","331114","140级","","","","","","","","","","","","","330","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8405","1","331115","打造符150级","2","1","331115","150级","","","","","","","","","","","","","330","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8406","1","331116","打造符160级","2","1","331116","160级","","","","","","","","","","","","","330","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8407","1","331143","裁缝符130级","2","1","331143","130级","","","","","","","","","","","","","331","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8408","1","331144","裁缝符140级","2","1","331144","140级","","","","","","","","","","","","","331","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8409","1","331145","裁缝符150级","2","1","331145","150级","","","","","","","","","","","","","331","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8410","1","331146","裁缝符160级","2","1","331146","160级","","","","","","","","","","","","","331","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8411","1","331173","炼金符130级","2","1","331173","130级","","","","","","","","","","","","","332","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8412","1","331174","炼金符140级","2","1","331174","140级","","","","","","","","","","","","","332","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8413","1","331175","炼金符150级","2","1","331175","150级","","","","","","","","","","","","","332","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8414","1","331176","炼金符160级","2","1","331176","160级","","","","","","","","","","","","","332","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8415","1","680008","钨金130级","2","1","680008","130级","","","","","","","","","","","","","325","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8416","1","680009","钨金140级","2","1","680009","140级","","","","","","","","","","","","","325","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8417","1","680010","钨金150级","2","1","680010","150级","","","","","","","","","","","","","325","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8418","1","680011","钨金160级","2","1","680011","160级","","","","","","","","","","","","","325","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8500","1","351300","制造书•剑•130级","2","1","351300","130级","","","","","","","","","","","","","301","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8501","1","351301","制造书•枪•130级","2","1","351301","130级","","","","","","","","","","","","","302","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8502","1","351302","制造书•斧钺•130级","2","1","351302","130级","","","","","","","","","","","","","303","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8503","1","351303","制造书•扇•130级","2","1","351303","130级","","","","","","","","","","","","","304","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8504","1","351304","制造书•魔棒•130级","2","1","351304","130级","","","","","","","","","","","","","305","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8505","1","351305","制造书•爪刺•130级","2","1","351305","130级","","","","","","","","","","","","","306","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8506","1","351306","制造书•锤•130级","2","1","351306","130级","","","","","","","","","","","","","307","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8507","1","351307","制造书•鞭•130级","2","1","351307","130级","","","","","","","","","","","","","308","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8508","1","351308","制造书•环圈•130级","2","1","351308","130级","","","","","","","","","","","","","309","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8509","1","351309","制造书•弓•130级","2","1","351309","130级","","","","","","","","","","","","","310","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8510","1","351310","制造书•飘带•130级","2","1","351310","130级","","","","","","","","","","","","","311","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8511","1","351311","制造书•宝珠•130级","2","1","351311","130级","","","","","","","","","","","","","312","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8512","1","351312","制造书•长刀•130级","2","1","351312","130级","","","","","","","","","","","","","313","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8513","1","351313","制造书•双短剑•130级","2","1","351313","130级","","","","","","","","","","","","","314","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8514","1","351314","制造书•降魔杵•130级","2","1","351314","130级","","","","","","","","","","","","","315","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8515","1","351315","制造书•法杖•130级","2","1","351315","130级","","","","","","","","","","","","","316","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8516","1","351316","制造书•弯刀•130级","2","1","351316","130级","","","","","","","","","","","","","317","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8517","1","351317","制造书•男衣•130级","2","1","351317","130级","","","","","","","","","","","","","318","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8518","1","351318","制造书•女衣•130级","2","1","351318","130级","","","","","","","","","","","","","319","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8519","1","351319","制造书•头盔•130级","2","1","351319","130级","","","","","","","","","","","","","320","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8520","1","351320","制造书•发钗•130级","2","1","351320","130级","","","","","","","","","","","","","321","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8521","1","351321","制造书•项链•130级","2","1","351321","130级","","","","","","","","","","","","","322","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8522","1","351322","制造书•腰带•130级","2","1","351322","130级","","","","","","","","","","","","","323","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8523","1","351323","制造书•鞋子•130级","2","1","351323","130级","","","","","","","","","","","","","324","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8524","1","351400","制造书•剑•140级","2","1","351400","140级","","","","","","","","","","","","","301","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8525","1","351401","制造书•枪•140级","2","1","351401","140级","","","","","","","","","","","","","302","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8526","1","351402","制造书•斧钺•140级","2","1","351402","140级","","","","","","","","","","","","","303","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8527","1","351403","制造书•扇•140级","2","1","351403","140级","","","","","","","","","","","","","304","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8528","1","351404","制造书•魔棒•140级","2","1","351404","140级","","","","","","","","","","","","","305","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8529","1","351405","制造书•爪刺•140级","2","1","351405","140级","","","","","","","","","","","","","306","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8530","1","351406","制造书•锤•140级","2","1","351406","140级","","","","","","","","","","","","","307","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8531","1","351407","制造书•鞭•140级","2","1","351407","140级","","","","","","","","","","","","","308","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8532","1","351408","制造书•环圈•140级","2","1","351408","140级","","","","","","","","","","","","","309","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8533","1","351409","制造书•弓•140级","2","1","351409","140级","","","","","","","","","","","","","310","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8534","1","351410","制造书•飘带•140级","2","1","351410","140级","","","","","","","","","","","","","311","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8535","1","351411","制造书•宝珠•140级","2","1","351411","140级","","","","","","","","","","","","","312","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8536","1","351412","制造书•长刀•140级","2","1","351412","140级","","","","","","","","","","","","","313","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8537","1","351413","制造书•双短剑•140级","2","1","351413","140级","","","","","","","","","","","","","314","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8538","1","351414","制造书•降魔杵•140级","2","1","351414","140级","","","","","","","","","","","","","315","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8539","1","351415","制造书•法杖•140级","2","1","351415","140级","","","","","","","","","","","","","316","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8540","1","351416","制造书•弯刀•140级","2","1","351416","140级","","","","","","","","","","","","","317","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8541","1","351417","制造书•男衣•140级","2","1","351417","140级","","","","","","","","","","","","","318","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8542","1","351418","制造书•女衣•140级","2","1","351418","140级","","","","","","","","","","","","","319","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8543","1","351419","制造书•头盔•140级","2","1","351419","140级","","","","","","","","","","","","","320","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8544","1","351420","制造书•发钗•140级","2","1","351420","140级","","","","","","","","","","","","","321","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8545","1","351421","制造书•项链•140级","2","1","351421","140级","","","","","","","","","","","","","322","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8546","1","351422","制造书•腰带•140级","2","1","351422","140级","","","","","","","","","","","","","323","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8547","1","351423","制造书•鞋子•140级","2","1","351423","140级","","","","","","","","","","","","","324","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8548","1","351500","制造书•剑•150级","2","1","351500","150级","","","","","","","","","","","","","301","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8549","1","351501","制造书•枪•150级","2","1","351501","150级","","","","","","","","","","","","","302","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8550","1","351502","制造书•斧钺•150级","2","1","351502","150级","","","","","","","","","","","","","303","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8551","1","351503","制造书•扇•150级","2","1","351503","150级","","","","","","","","","","","","","304","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8552","1","351504","制造书•魔棒•150级","2","1","351504","150级","","","","","","","","","","","","","305","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8553","1","351505","制造书•爪刺•150级","2","1","351505","150级","","","","","","","","","","","","","306","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8554","1","351506","制造书•锤•150级","2","1","351506","150级","","","","","","","","","","","","","307","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8555","1","351507","制造书•鞭•150级","2","1","351507","150级","","","","","","","","","","","","","308","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8556","1","351508","制造书•环圈•150级","2","1","351508","150级","","","","","","","","","","","","","309","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8557","1","351509","制造书•弓•150级","2","1","351509","150级","","","","","","","","","","","","","310","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8558","1","351510","制造书•飘带•150级","2","1","351510","150级","","","","","","","","","","","","","311","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8559","1","351511","制造书•宝珠•150级","2","1","351511","150级","","","","","","","","","","","","","312","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8560","1","351512","制造书•长刀•150级","2","1","351512","150级","","","","","","","","","","","","","313","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8561","1","351513","制造书•双短剑•150级","2","1","351513","150级","","","","","","","","","","","","","314","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8562","1","351514","制造书•降魔杵•150级","2","1","351514","150级","","","","","","","","","","","","","315","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8563","1","351515","制造书•法杖•150级","2","1","351515","150级","","","","","","","","","","","","","316","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8564","1","351516","制造书•弯刀•150级","2","1","351516","150级","","","","","","","","","","","","","317","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8565","1","351517","制造书•男衣•150级","2","1","351517","150级","","","","","","","","","","","","","318","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8566","1","351518","制造书•女衣•150级","2","1","351518","150级","","","","","","","","","","","","","319","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8567","1","351519","制造书•头盔•150级","2","1","351519","150级","","","","","","","","","","","","","320","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8568","1","351520","制造书•发钗•150级","2","1","351520","150级","","","","","","","","","","","","","321","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8569","1","351521","制造书•项链•150级","2","1","351521","150级","","","","","","","","","","","","","322","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8570","1","351522","制造书•腰带•150级","2","1","351522","150级","","","","","","","","","","","","","323","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8571","1","351523","制造书•鞋子•150级","2","1","351523","150级","","","","","","","","","","","","","324","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8572","1","351600","制造书•剑•160级","2","1","351600","160级","","","","","","","","","","","","","301","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8573","1","351601","制造书•枪•160级","2","1","351601","160级","","","","","","","","","","","","","302","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8574","1","351602","制造书•斧钺•160级","2","1","351602","160级","","","","","","","","","","","","","303","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8575","1","351603","制造书•扇•160级","2","1","351603","160级","","","","","","","","","","","","","304","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8576","1","351604","制造书•魔棒•160级","2","1","351604","160级","","","","","","","","","","","","","305","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8577","1","351605","制造书•爪刺•160级","2","1","351605","160级","","","","","","","","","","","","","306","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8578","1","351606","制造书•锤•160级","2","1","351606","160级","","","","","","","","","","","","","307","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8579","1","351607","制造书•鞭•160级","2","1","351607","160级","","","","","","","","","","","","","308","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8580","1","351608","制造书•环圈•160级","2","1","351608","160级","","","","","","","","","","","","","309","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8581","1","351609","制造书•弓•160级","2","1","351609","160级","","","","","","","","","","","","","310","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8582","1","351610","制造书•飘带•160级","2","1","351610","160级","","","","","","","","","","","","","311","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8583","1","351611","制造书•宝珠•160级","2","1","351611","160级","","","","","","","","","","","","","312","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8584","1","351612","制造书•长刀•160级","2","1","351612","160级","","","","","","","","","","","","","313","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8585","1","351613","制造书•双短剑•160级","2","1","351613","160级","","","","","","","","","","","","","314","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8586","1","351614","制造书•降魔杵•160级","2","1","351614","160级","","","","","","","","","","","","","315","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8587","1","351615","制造书•法杖•160级","2","1","351615","160级","","","","","","","","","","","","","316","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8588","1","351616","制造书•弯刀•160级","2","1","351616","160级","","","","","","","","","","","","","317","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8589","1","351617","制造书•男衣•160级","2","1","351617","160级","","","","","","","","","","","","","318","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8590","1","351618","制造书•女衣•160级","2","1","351618","160级","","","","","","","","","","","","","319","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8591","1","351619","制造书•头盔•160级","2","1","351619","160级","","","","","","","","","","","","","320","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8592","1","351620","制造书•发钗•160级","2","1","351620","160级","","","","","","","","","","","","","321","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8593","1","351621","制造书•项链•160级","2","1","351621","160级","","","","","","","","","","","","","322","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8594","1","351622","制造书•腰带•160级","2","1","351622","160级","","","","","","","","","","","","","323","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"8595","1","351623","制造书•鞋子•160级","2","1","351623","160级","","","","","","","","","","","","","324","4","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9711","1","610000","惠岸行者变身卡","2","1","610000","惠岸行者变身卡","","","","","","","","","","","","","1301","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9712","1","610001","铁扇公主变身卡","2","1","610001","铁扇公主变身卡","","","","","","","","","","","","","1301","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9713","1","610002","大当家变身卡","2","1","610002","大当家变身卡","","","","","","","","","","","","","1301","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9714","1","610003","黑无常变身卡","2","1","610003","黑无常变身卡","","","","","","","","","","","","","1302","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9715","1","610004","小白龙变身卡","2","1","610004","小白龙变身卡","","","","","","","","","","","","","1302","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9716","1","610005","猪八戒变身卡","2","1","610005","猪八戒变身卡","","","","","","","","","","","","","1302","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9717","1","610006","白象王变身卡","2","1","610006","白象王变身卡","","","","","","","","","","","","","1303","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9718","1","610007","唐僧变身卡","2","1","610007","唐僧变身卡","","","","","","","","","","","","","1303","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9719","1","610008","紫霞仙子变身卡","2","1","610008","紫霞仙子变身卡","","","","","","","","","","","","","1303","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9720","1","610009","嫦娥变身卡","2","1","610009","嫦娥变身卡","","","","","","","","","","","","","1303","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9721","1","610010","阎罗王变身卡","2","1","610010","阎罗王变身卡","","","","","","","","","","","","","1303","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"9722","1","610011","挽歌公主变身卡","2","1","610011","挽歌公主变身卡","","","","","","","","","","","","","1304","11","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
