"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","召唤数量","","","","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"61382","0","","0","1","TRUE","","0","12","","","","","","{34809@200;34810@200;34811@200;34812@200;34813@200;34814@200;34815@200;34816@200;34817@200}$22","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61383","0","","0","1","TRUE","","0","12","","","","","","{34809@200;34810@200;34811@200;34812@200;34813@200;34814@200;34815@200;34816@200;34817@200}$23","","","","","","","BOSS死亡召唤","进入第二关","1","","","",""
"61384","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$15","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61385","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$16","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61386","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$17","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61387","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$18","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61388","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$19","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61389","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$20","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61390","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$21","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61391","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$22","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61392","0","","0","1","TRUE","","0","12","","","","","","{34818@200;34819@200;34820@200;34821@200;34822@200;34823@200;34824@200;34825@200;34826@200}$23","","","","","","","BOSS死亡召唤","进入第三关","1","","","",""
"61393","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$15","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61394","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$16","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61395","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$17","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61396","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$18","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61397","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$19","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61398","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$20","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61399","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$21","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61400","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$22","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61401","0","","0","1","TRUE","","0","12","","","","","","{34827@200;34828@200;34829@200;34830@200;34831@200;34832@200;34833@200;34834@200;34835@200}$23","","","","","","","BOSS死亡召唤","进入第四关","1","","","",""
"61402","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$15","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61403","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$16","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61404","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$17","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61405","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$18","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61406","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$19","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61407","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$20","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61408","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$21","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61409","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$22","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61410","0","","0","1","TRUE","","0","12","","","","","","{34836@200;34837@200;34838@200;34839@200;34840@200;34841@200;34842@200;34843@200;34844@200}$23","","","","","","","BOSS死亡召唤","进入第五关","1","","","",""
"61411","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$15","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61412","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$16","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61413","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$17","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61414","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$18","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61415","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$19","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61416","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$20","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61417","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$21","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61418","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$22","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61419","0","","0","1","TRUE","","0","12","","","","","","{34845@200;34846@200;34847@200;34848@200;34849@200;34850@200;34851@200;34852@200;34853@200}$23","","","","","","","BOSS死亡召唤","进入第六关","1","","","",""
"61420","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$15","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61421","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$16","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61422","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$17","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61423","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$18","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61424","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$19","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61425","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$20","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61426","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$21","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61427","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$22","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61428","0","","0","1","TRUE","","0","12","","","","","","{34854@200;34855@200;34856@200;34857@200;34858@200;34859@200;34860@200;34861@200;34862@200}$23","","","","","","","BOSS死亡召唤","进入第七关","1","","","",""
"61429","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$15","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61430","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$16","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61431","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$17","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61432","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$18","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61433","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$19","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61434","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$20","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61435","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$21","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61436","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$22","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61437","0","","0","1","TRUE","","0","12","","","","","","{34863@200;34864@200;34865@200;34866@200;34867@200;34868@200;34869@200;34870@200;34871@200}$23","","","","","","","BOSS死亡召唤","进入第八关","1","","","",""
"61438","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$15","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61439","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$16","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61440","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$17","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61441","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$18","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61442","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$19","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61443","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$20","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61444","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$21","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61445","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$22","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61446","0","","0","1","TRUE","","0","12","","","","","","{34872@200;34873@200;34874@200;34875@200;34876@200;34877@200;34878@200;34879@200;34880@200}$23","","","","","","","BOSS死亡召唤","进入第九关","1","","","",""
"61447","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$15","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61448","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$16","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61449","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$17","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61450","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$18","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61451","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$19","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61452","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$20","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61453","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$21","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61454","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$22","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"61455","0","","0","1","TRUE","","0","12","","","","","","{34881@200;34882@200;34883@200;34884@200;34885@200;34886@200;34887@200;34888@200;34889@200}$23","","","","","","","BOSS死亡召唤","进入最后一关","1","","","",""
"62000","0","","0","1","TRUE","","0","2","161050","","","","","","","","","","","","魔王火灵治疗","","","","","",""
"62001","0","","0","1","TRUE","","0","2","160004","","1","0","","","","","","","","0","第一回合怪物释放灵动九天","","","","","",""
"62002","0","","0","1","TRUE","","0","2","160004","","1","0","","","","","","","","0","第一回合怪物释放金刚护法","","","","","",""
"62003","0","","0","1","true","","0","4","","","1","0","","","","","","","","0","防御","","","","","",""
"62004","0","","0","1","true","","0","4","","","1","0","","","","","","","","0","防御","","","","","",""
"62005","0","","0","1","true","","0","4","","","1","0","","","","","","","","0","防御","","","","","",""
"62006","0","","0","1","true","","0","2","","2@1","1","0","","","","","","","","0","我方血量有不足80的","","","","","",""
"62007","0","","0","1","true","","0","2","","4@1","1","0","","","","","","","","0","敌方没有六道轮回BUFF","","","","","",""
"62008","0","","0","1","true","","0","2","","3@1","1","0","","","","","","","","0","敌方有隐身单位","","","","","",""
"62009","0","","0","1","true","","0","2","","1@0.5;2@0.5","1","0","","","","","","","","0","正常使用","","","","","",""
"62010","0","","0","1","true","","0","2","209209","","1","0","","","","","","","","0","敌方没有六道轮回BUFF","","","","","",""
"62011","0","","0","1","true","","0","2","209224","","1","0","","","","","","","","0","敌方有隐身单位","","","","","",""
"62012","0","","0","1","true","","0","2","420018","","1","0","","","","","","","","0","我方没有魔兽之印","","","","","",""
"62013","0","","0","1","true","","0","2","420022","","1","0","","","","","","","","0","我方没有圣灵之甲","","","","","",""
"62014","0","","0","1","true","","0","2","420015","","1","0","","","","","","","","0","我方没有圣灵之甲","","","","","",""
"62015","0","","0","1","true","","0","2","209213","","1","0","","","","","","","","0","我方没有圣灵之甲","","","","","",""
"62016","0","","0","1","true","","0","2","209217","","1","0","","","","","","","","0","我方没有圣灵之甲","","","","","",""
"62017","0","","0","1","true","","0","2","220108","","1","0","","","","","","","","0","四海生平","","","","","",""
"62018","0","","0","1","true","","0","2","160003","","1","0","","","","","","","94014","0","我方死亡单位-使用杨柳甘露","","","","","",""
"62019","0","","0","1","true","","0","2","160002","","1","0","","","","","","","99049","0","我方低于百分30血量单位-使用普渡众生","","","","","",""
"62020","0","","0","1","true","","0","2","163002","","1","0","","","","","","","99049","0","我方低于百分30血量单位-使用推气过功","","","","","",""
"62021","0","","0","1","true","","0","2","163004","","1","0","","","","","","","94014","0","我方死亡单位-使用我佛慈悲","","","","","",""
"62022","0","","0","1","TRUE","","0","2","140007","","1","0","","","","","","","99051","0","星官开局对玩家阵营释放一次魂锁判官","视之无形，听之无声，谓之幽冥。","","","","",""
"62023","0","","0","1","TRUE","","0","2","209210","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62024","0","","0","1","TRUE","","0","2","209214","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62025","0","","0","1","TRUE","","0","2","191001","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62026","0","","0","1","TRUE","","0","2","209218","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62027","0","","0","1","TRUE","","0","2","207005","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62028","0","","0","1","TRUE","","0","2","191001","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62029","0","","0","1","TRUE","","0","2","207009","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62030","0","","0","1","TRUE","","0","2","207006","","1","0","","","","","","","99052","0","对魂锁判官的单位进行集火","","","","","",""
"62031","0","","0","1","TRUE","","0","2","191002","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-狮搏","","","","","",""
"62032","0","","0","1","TRUE","","0","2","209215","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-三昧真火","","","","","",""
"62033","0","","0","1","TRUE","","0","2","209219","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-月刃","","","","","",""
"62034","0","","0","1","TRUE","","0","2","207009","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-壁垒击破","","","","","",""
"62035","0","","0","1","TRUE","","0","2","207015","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-上古灵符","","","","","",""
"62036","0","","0","1","TRUE","","0","2","420024","","1","0","","","","","","","99052","0","对敌方带有死亡禁锢的单位进行集火-上古灵符","","","","","",""
"62037","0","","0","1","true","","0","2","160005","","1","0","","","","","","","99049","0","我方低于百分30血量单位-使用自在心法","","","","","",""
"62038","0","","0","1","true","","0","2","163007","","1","0","","","","","","","99049","0","我方低于百分30血量单位-使用普渡众生","","","","","",""
"62039","0","","0","1","true","","0","2","209228","","1","0","","","","","","","94014","0","我方死亡单位大于等于7-使用慈航普度---怪物用","","","","","",""
"62040","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有大唐官府逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62041","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有方寸山逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62042","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有狮驼岭逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62043","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有阴曹地府逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62044","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有龙宫逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62045","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有普陀山逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62046","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有魔王寨逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62047","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有月宫逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62048","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","有化生寺逃跑-门派闯关","<T t=""既然有同门在，那就不为难各位了。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""219""></E>","","","","",""
"62049","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","大唐官府首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62050","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","方寸山首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62051","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","狮驼岭首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62052","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","阴曹地府首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62053","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","龙宫首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62054","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","普陀山首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62055","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","魔王寨首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62056","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","月宫首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62057","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","化生寺首席—第五回合逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"62058","0","","0","1","TRUE","","0","12","","","","","","{30887@1000}$25,{30887@1000}$27","","","","","","","大唐官府首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62059","0","","0","1","TRUE","","0","12","","","","","","{30890@1000}$25,{30890@1000}$27","","","","","","","方寸山首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62060","0","","0","1","TRUE","","0","12","","","","","","{30889@1000}$25,{30889@1000}$27","","","","","","","狮驼岭首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62061","0","","0","1","TRUE","","0","12","","","","","","{30891@1000}$25,{30891@1000}$27","","","","","","","阴曹地府首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62062","0","","0","1","TRUE","","0","12","","","","","","{30886@1000}$25,{30886@1000}$27","","","","","","","龙宫首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62063","0","","0","1","TRUE","","0","12","","","","","","{30888@1000}$25,{30888@1000}$27","","","","","","","普陀山首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62064","0","","0","1","TRUE","","0","12","","","","","","{30893@1000}$25,{30893@1000}$27","","","","","","","魔王寨首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62065","0","","0","1","TRUE","","0","12","","","","","","{30892@1000}$25,{30892@1000}$27","","","","","","","月宫首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62066","0","","0","1","TRUE","","0","12","","","","","","{30894@1000}$25,{30894@1000}$27","","","","","","","化生寺首席—召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"62067","0","","0","1","true","","0","2","209227","","1","0","","","","","","","","0","","<T t=""不是，辅助都不带的嘛？"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""166""></E>","","","","",""
"62068","0","","0","1","true","","0","2","209206","","1","0","","","","","","","94005","0","没被控制的单位","","","","","",""
"62069","0","","0","1","true","","0","2","209201","","1","0","","","","","","","95001","0","破血狂攻","","","","","",""
"62070","0","","0","1","true","","0","2","420012","","1","0","","","","","","","94056","0","水清决","","","","","",""
"62071","0","","0","1","true","","0","2","420017","","1","0","","","","","","","99069","0","野兽之力","","","","","",""
"62072","0","","0","1","true","","0","2","420016","","1","0","","","","","","","99069","0","笑里藏刀","","","","","",""
"63000","0","","0","1","true","","0","2","220004","","1","0","","","","","","","","0","万剑归一","","","","","",""
