ID,备注,等级要求,需求道具1,需求道具1数量,需求道具2,需求道具2数量,需求道具3,需求道具3数量,需求道具4,需求道具4数量,需求道具5,需求道具5数量,合成产物,合成消耗银币,材料不足提示,物品合成成功,合成产物1,合成产物1权重,合成产物2,合成产物2权重,合成产物3,合成产物3权重,合成产物4,合成产物4权重,合成产物5,合成产物5权重,合成产物6,合成产物6权重,合成产物7,合成产物7权重,合成产物8,合成产物8权重,合成产物9,合成产物9权重,合成产物10,合成产物10权重,合成产物11,合成产物11权重,合成产物12,合成产物12权重,合成产物13,合成产物13权重,合成产物14,合成产物14权重,合成产物15,合成产物15权重,合成产物16,合成产物16权重,合成产物17,合成产物17权重,合成产物18,合成产物18权重,合成产物19,合成产物19权重,合成产物20,合成产物20权重,合成产物21,合成产物21权重,合成产物22,合成产物22权重,合成产物23,合成产物23权重,合成产物24,合成产物24权重,合成产物25,合成产物25权重,合成产物26,合成产物26权重,合成产物27,合成产物27权重,合成产物28,合成产物28权重,合成产物29,合成产物29权重,合成产物30,合成产物30权重
806,史诗风灵珠,1,35543,2,240007,25,710078,55,,,,,,,203035,203036,35544,30,35543,99,35543,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,传说风灵珠,1,35544,2,240007,30,710078,60,,,,,,,203035,203036,35545,20,35544,99,35544,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,圣品风灵珠,1,35545,2,240007,35,710078,65,,,,,,,203035,203036,35546,10,35545,99,35545,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,神话风灵珠,1,35546,2,240007,40,710078,70,,,,,,,203035,203036,35547,9,35546,99,35546,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,鸿蒙风灵珠,1,35547,2,240007,45,710078,75,,,,,,,203035,203036,35548,7,35547,99,35547,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,混沌风灵珠,1,35548,2,240007,50,710078,80,,,,,,,203035,203036,35549,5,35548,99,35548,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,灭世风灵珠,1,35549,2,240007,55,710078,85,,,,,,,203035,203036,35550,1,35549,99,35549,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,专属法宝自选,1,240010,1,240011,1,240012,1,240013,1,,,927050,0,203040,203039,927050,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,棒棒糖,1,240015,1,240016,1,240017,1,240018,1,,,310105,0,203040,203039,310105,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,120钨金,1,680006,3,,,,,,,,,,,193115,193116,680007,50,923001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,130钨金,1,680007,3,,,,,,,,,,,193115,193116,680008,50,923001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,140钨金,1,680008,3,,,,,,,,,,,193115,193116,680009,50,923002,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,150钨金,1,680009,3,,,,,,,,,,,193115,193116,680010,50,923002,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,160钨金,1,680010,3,,,,,,,,,,,193115,193116,680011,50,923003,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,器灵•逆鳞,1,921004,50,921005,1,,,,,,,,,193115,193116,920000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,器灵•顺甲,1,921004,50,921005,1,,,,,,,,,193115,193116,920001,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,器灵•安陆,1,921004,50,921005,1,,,,,,,,,193115,193116,920002,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,器灵•齐云,1,921004,50,921005,1,,,,,,,,,193115,193116,920003,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,器灵•照夜,1,921004,100,921005,10,,,,,,,,,193115,193116,920004,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,器灵•青岚,1,921004,100,921005,10,,,,,,,,,193115,193116,920005,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,器灵•灵泽,1,921004,100,921005,10,,,,,,,,,193115,193116,920006,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,器灵•霁华,1,921004,100,921005,10,,,,,,,,,193115,193116,920007,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,器灵•纤凝,1,921004,150,921005,50,,,,,,,,,193115,193116,920008,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,器灵•山骨,1,921004,150,921005,50,,,,,,,,,193115,193116,920009,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,器灵•缥缃,1,921004,150,921005,50,,,,,,,,,193115,193116,920010,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,器灵•翠微,1,921004,150,921005,50,,,,,,,,,193115,193116,920011,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,器灵•鹿梦,1,921004,200,921005,100,,,,,,,,,193115,193116,920012,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,器灵•扶疏,1,921004,200,921005,100,,,,,,,,,193115,193116,920013,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,器灵•绮陌,1,921004,200,921005,100,,,,,,,,,193115,193116,920014,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,器灵•望舒,1,921004,200,921005,100,,,,,,,,,193115,193116,920015,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,器灵•汀兰,1,921004,350,921005,180,,,,,,,,,193115,193116,920016,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,器灵•星眠,1,921004,350,921005,180,,,,,,,,,193115,193116,920017,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,器灵•雾屿,1,921004,350,921005,180,,,,,,,,,193115,193116,920018,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,器灵•云舒,1,921004,350,921005,180,,,,,,,,,193115,193116,920019,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,器灵•月徊,1,921004,550,921005,300,,,,,,,,,193115,193116,920020,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,器灵•风软,1,921004,550,921005,300,,,,,,,,,193115,193116,920021,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,器灵•雪笺,1,921004,550,921005,300,,,,,,,,,193115,193116,920022,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,器灵•晚晴,1,921004,550,921005,300,,,,,,,,,193115,193116,920023,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,器灵•疏影,1,921004,850,921005,500,,,,,,,,,193115,193116,920024,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,器灵•清欢,1,921004,850,921005,500,,,,,,,,,193115,193116,920025,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,器灵•枕星,1,921004,850,921005,500,,,,,,,,,193115,193116,920026,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,器灵•漱月,1,921004,850,921005,500,,,,,,,,,193115,193116,920027,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,器灵•栖鹤,1,921004,1500,921005,700,,,,,,,,,193115,193116,920028,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,器灵•听澜,1,921004,1500,921005,700,,,,,,,,,193115,193116,920029,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,器灵•酌光,1,921004,1500,921005,700,,,,,,,,,193115,193116,920030,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,器灵•心境,1,921004,1500,921005,700,,,,,,,,,193115,193116,920031,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
