编号,名称,策划备注（战斗ID用途）,称谓,造型id,随机造型id,显示血量,显示大血条,显示等级,战斗单位类型,怪物类型,特殊类型,职业,类型,大小比例,area1colour,area2colour,是否倒地,对应宠物,颜色几率id,是否绑定,等级模式,NPC等级,怪物匹配最小等级,怪物匹配最大等级,能否捕捉,能否捕捉2,捕捉几率,逃跑几率,免疫状态id,控制几率修正,被控制几率修正,最大生命队伍中最大攻击力系数,进战斗默认连击点,怒气上限,进战斗默认怒气,命中系数,命中常数,最大生命系数,最大魔法系数,物攻系数,物防系数,法攻系数,法防系数,速度系数,治疗强度系数,控制命中系数,控制抗性系数,最大生命常数,最大魔法常数,物攻常数,物防常数,法攻常数,法防常数,速度常数,治疗强度常数,控制命中常数,控制抗性常数,物理暴击系数,物理抗暴系数,物理暴伤系数,法术暴击系数,法术抗暴系数,法术暴伤系数,治疗暴击系数,治疗暴击量系数,物理穿透系数,物理抵抗系数,法术穿透系数,法术抵抗系数,治疗加深系数,被治疗加深系数,控制加成系数,控制免疫系数,物理暴击常数,物理抗暴常数,物理暴伤常数,法术暴击常数,法术抗暴常数,法术暴伤常数,治疗暴击常数,治疗暴击量常数,物理穿透常数,物理抵抗常数,法术穿透常数,法术抵抗常数,治疗加深常数,被治疗加深常数,控制加成常数,控制免疫常数,额外属性1ID,额外属性1数值,额外属性2ID,额外属性2数值,额外属性3ID,额外属性3数值,额外属性4ID,额外属性4数值,额外属性5ID,额外属性5数值,额外属性6ID,额外属性6数值,额外属性7ID,额外属性7数值,额外属性8ID,额外属性8数值,额外属性9ID,额外属性9数值,额外属性10ID,额外属性10数值,反击几率,反击伤害系数,AI编号,技能1编号,技能1出现几率,技能1施放几率,技能1系数,技能1常数,技能2编号,技能2出现几率,技能2施放几率,技能2系数,技能2常数,技能3编号,技能3出现几率,技能3施放几率,技能3系数,技能3常数,技能4编号,技能4出现几率,技能4施放几率,技能4系数,技能4常数,技能5编号,技能5出现几率,技能5施放几率,技能5系数,技能5常数,技能6编号,技能6出现几率,技能6施放几率,技能6系数,技能6常数,技能7编号,技能7出现几率,技能7施放几率,技能7系数,技能7常数,是否远程,种族,当前生命队伍中最大攻击力系数,当前生命系数,当前生命常数,当前魔法系数,当前魔法常数
29110,狂暴猎犬,8611,,1011101,,1,,0,5,1,,,4,1.25,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,8887,2784,971,50,928,40,272,643,634,625,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,191000,1000,0,1,0,191001,1000,1000,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29111,狂暴猎犬,8611,,1011101,,1,,0,5,1,,,4,1.25,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,8887,2784,971,50,928,40,272,643,634,625,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,191000,1000,0,1,0,191001,1000,1000,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29112,血色猎犬,8611,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,5164,2784,837,50,789,40,272,345,634,625,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29113,血色猎犬,8611,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,5164,2784,837,50,789,40,272,345,634,625,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29114,血色猎犬,8611,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,5164,2784,837,50,789,40,272,345,634,625,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29120,魔物头领,8612,,1011101,,1,,0,5,1,,,4,1.25,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,9791,3214,1116,272,1070,205,312,703,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,161001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29121,魔物,8612,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29122,魔物,8612,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29123,魔物法师,8612,,1011101,,1,,0,5,1,,,4,1,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29124,魔物法师,8612,,1011101,,1,,0,5,1,,,4,1,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29130,魔物头领,8613,,1011101,,1,,0,5,1,,,4,1.25,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,9791,3214,1116,272,1070,205,312,703,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,161001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29131,魔物,8613,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29132,魔物,8613,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29133,魔物法师,8613,,1011101,,1,,0,5,1,,,4,1,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29134,魔物法师,8613,,1011101,,1,,0,5,1,,,4,1,2,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29135,土元素,8613,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207007,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29136,土元素,8613,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207007,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29137,土元素,8613,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,60,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,7439,3214,960,50,907,40,312,515,739,729,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,207007,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29300,突破使者,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.8,760,0,780,0,,,,,,,,,,,,,0,0,,207001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29301,联军萨满,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29302,联军法师,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29303,联军德鲁伊,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29304,联军牧师,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29305,联军战宠,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207002,1000,500,1,0,207006,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29306,联军战宠,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207001,1000,500,1,0,207005,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29307,联军战宠,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207001,1000,500,1,0,207005,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29308,联军战宠,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207007,1000,500,1,0,207003,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29309,联军战宠,8630,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,65,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207004,1000,500,1,0,207008,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29310,玉皇大帝,8631,,1030026,,1,,0,5,1,,,4,1,6,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.8,760,0,780,0,,,,,,,,,,,,,0,0,20124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29311,天兵,8631,,1100802,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,500,500,500,500,500,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29312,蛮斧傀儡,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29313,虚空恐魔,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29314,食火者,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29315,岩石傀儡,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29316,恶魔侍者,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29317,恶魔侍者,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,14677,3870,1462,388,1387,433,395,503,867,853,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,20126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29318,魔物,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,11162,3645,1082,304,1025,229,352,801,845,834,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207001,1000,500,1,0,207005,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29319,魔物,8631,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,90,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,11162,3645,1082,304,1025,229,352,801,845,834,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.8,820,0.7,760,0,780,0,,,,,,,,,,,,,0,0,,207001,1000,500,1,0,207005,1000,500,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
27641,芭蕉木妖,8640,,1011101,,1,,0,5,4,,,4,1.35,0,0,0,0,1,0,4,20,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,502.392735195389,0.2285496484464,5.65734133587899,0.711506118929567,5.20614233363097,0.0694152311150796,0.04034760308564,46.2768207433864,0.520614233363097,0.35748844024266,8355.45352329621,197.775562652048,289.230129646165,2.89230129646165,231.384103716932,2.31384103716932,1.73538077787699,5.7846025929233,48.1278935731219,174.694998306284,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,9.99,,,,,,,,,,,,,,,,,0,0,,162001,1000,1000,1,0.0,162002,1000,1000,1,0.0,207128,1000,1000,1,0.0,110005,1000,1000,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,0,0,0,0,0,0
