技能id,技能名称,产出级别,产出级别2,装备打造,练功区,降服灵兽,魔法入口,图标编号,主动被动,消耗显示,消耗数量,消耗属性编号,技能描述,目标类型,是否付魔大法显示,附魔大法需求道具id,附魔大法需求道具数量,经脉值
540459,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540460,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540461,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540462,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540463,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540464,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540465,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540466,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540467,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540468,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540469,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540470,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540471,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540472,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540473,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540474,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540475,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540476,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540477,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540478,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540479,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540480,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540481,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540482,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540483,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540484,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540485,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540486,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540487,气血上限 +20,0,150,0,0,0,0,342,1,,,-1,气血上限 +20,1,1,340160,10,0.000000
540488,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540489,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540490,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540491,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540492,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540493,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540494,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540495,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540496,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540497,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540498,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540499,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540500,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540501,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540502,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540503,速度 +12,0,150,0,0,0,0,342,1,,,-1,速度 +12,1,1,340160,10,0.000000
540504,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540505,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540506,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540507,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540508,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540509,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540510,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540511,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540512,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540513,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540514,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540515,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540516,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540517,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540518,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540519,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540520,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540521,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540522,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540523,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540524,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540525,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540526,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540527,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540528,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540529,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540530,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540531,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540532,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540533,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540534,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540535,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540536,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540537,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540538,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540539,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540540,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540541,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540542,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540543,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540544,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540545,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540546,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540547,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540548,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540549,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540550,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540551,法术暴击 +10,0,150,0,0,0,0,342,1,,,-1,法术暴击 +10,1,1,340160,10,0.000000
540552,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540553,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540554,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540555,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540556,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540557,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540558,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540559,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540560,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540561,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540562,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540563,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540564,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540565,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540566,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540567,法术伤害 +10,0,150,0,0,0,0,342,1,,,-1,法术伤害 +10,1,1,340160,10,0.000000
540568,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540569,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540570,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540571,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540572,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540573,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540574,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540575,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540576,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540577,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540578,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540579,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540580,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540581,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540582,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540583,法术防御 +8,0,150,0,0,0,0,342,1,,,-1,法术防御 +8,1,1,340160,10,0.000000
540584,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540585,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540586,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540587,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540588,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540589,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540590,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540591,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540592,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540593,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540594,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540595,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540596,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540597,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540598,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
540599,物理防御 +8,0,150,0,0,0,0,342,1,,,-1,物理防御 +8,1,1,340160,10,0.000000
541001,恣意,0,150,0,0,0,0,2990,1,,,-1,斩业火、一念成佛首目标额外忽视目标一定比例的法术防御,1,1,340160,10,0.000000
541002,佛象,0,150,0,0,0,0,2993,1,,,-1,增加自身魔力属性点,1,1,340160,10,0.000000
541003,无涯,0,150,0,0,0,0,2994,1,,,-1,进入战斗给小雷音自身附加一枚佛珠,1,1,340160,10,0.000000
541004,气定,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
541005,独尊,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个小雷音时，斩业火、一念成佛的额外增加伤害结果,1,1,340160,10,0.000000
541006,神闲,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
541007,金身,0,150,0,0,0,0,2998,1,,,-1,雷音度厄护盾持续期间额外降低目标受到10%伤害结果。,1,1,340160,10,0.000000
541008,戒印,0,150,0,0,0,0,3001,1,,,-1,每次使用一念成佛且有造成佛珠消耗时，增加一层戒印增益状态，每层增加忽视法术防御，死亡层数清空，每回合最多增加1层，最高累积5层。,1,1,340160,10,0.000000
541009,机锋,0,150,0,0,0,0,3002,1,,,-1,一念成佛对受击目标单位中气血最低的目标额外增加伤害结果,1,1,340160,10,0.000000
541010,宝相,0,150,0,0,0,0,3005,1,,,-1,一念成佛秒的个数>=5个时，额外忽视所有目标一定比例的法术防御,1,1,340160,10,0.000000
541011,天赐,0,150,0,0,0,0,3006,1,,,-1,斩业火、一念成佛对人物单位额外增加伤害结果,1,1,340160,10,0.000000
541012,业焰焚心,0,150,0,0,0,0,3008,1,,,-1,放斩业火时，有概率额外多获得一个佛珠,1,1,340160,10,0.000000
541101,恣意,0,150,0,0,0,0,2990,1,,,-1,斩业火、一念成佛首目标额外忽视目标一定比例的法术防御,1,1,340160,10,0.000000
541102,魔影,0,150,0,0,0,0,2991,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
541103,无极,0,150,0,0,0,0,2992,1,,,-1,进入战斗给小雷音自身附加一枚魔珠,1,1,340160,10,0.000000
541104,气定,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
541105,独尊,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个小雷音时，斩业火、一念成佛的额外增加伤害结果,1,1,340160,10,0.000000
541106,神闲,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
541107,金身,0,150,0,0,0,0,2998,1,,,-1,雷音度厄护盾持续期间额外降低目标受到10%伤害结果。,1,1,340160,10,0.000000
541108,戒印,0,150,0,0,0,0,3001,1,,,-1,每次使用一念成佛且有造成佛珠消耗时，增加一层戒印增益状态，每层增加忽视法术防御，死亡层数清空，每回合最多增加1层，最高累积5层。,1,1,340160,10,0.000000
541109,机锋,0,150,0,0,0,0,3002,1,,,-1,一念成佛对受击目标单位中气血最低的目标额外增加伤害结果,1,1,340160,10,0.000000
541110,宝相,0,150,0,0,0,0,3005,1,,,-1,一念成佛秒的个数>=5个时，额外忽视所有目标一定比例的法术防御,1,1,340160,10,0.000000
541111,天赐,0,150,0,0,0,0,3006,1,,,-1,斩业火、一念成佛对人物单位额外增加伤害结果,1,1,340160,10,0.000000
541112,业焰焚心,0,150,0,0,0,0,3008,1,,,-1,放斩业火时，有概率额外多获得一个佛珠,1,1,340160,10,0.000000
541201,恣意,0,150,0,0,0,0,2990,1,,,-1,斩业火、一念成佛首目标额外忽视目标一定比例的法术防御,1,1,340160,10,0.000000
541202,佛象,0,150,0,0,0,0,2993,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
541203,无涯,0,150,0,0,0,0,2994,1,,,-1,进入战斗给小雷音自身附加一枚魔珠,1,1,340160,10,0.000000
541204,气定,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
541205,独尊,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个小雷音时，斩业火、一念成佛的额外增加伤害结果,1,1,340160,10,0.000000
541206,神闲,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
541207,金身,0,150,0,0,0,0,2998,1,,,-1,雷音度厄护盾持续期间额外降低目标受到10%伤害结果。,1,1,340160,10,0.000000
541208,强能,0,150,0,0,0,0,2999,1,,,-1,每次使用一劫为魔且有造成魔珠消耗时，增加一层强能增益状态，每层增加冰冻封印基础概率，死亡层数清空，每回合最多增加1层，最高累积5层,1,1,340160,10,0.000000
541209,无计,0,150,0,0,0,0,3000,1,,,-1,处于冰冻状态的单位，其受到的伤害结果额外增加,1,1,340160,10,0.000000
541210,魔障,0,150,0,0,0,0,3003,1,,,-1,一劫为魔冰冻目标如果本回合就被破冰，施法的小雷音有概率获得一枚魔珠,1,1,340160,10,0.000000
541211,欺天,0,150,0,0,0,0,3004,1,,,-1,迷心障、一劫为魔对速度高于自身单位释放时，额外增加伤害结果,1,1,340160,10,0.000000
541212,暗影迷心,0,150,0,0,0,0,3007,1,,,-1,释放迷心障时，有概率额外多获得一个魔球,1,1,340160,10,0.000000
541301,恣意,0,150,0,0,0,0,2990,1,,,-1,斩业火、一念成佛首目标额外忽视目标一定比例的法术防御,1,1,340160,10,0.000000
541302,魔影,0,150,0,0,0,0,2991,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
541303,无极,0,150,0,0,0,0,2992,1,,,-1,进入战斗给小雷音自身附加一枚魔珠,1,1,340160,10,0.000000
541304,气定,0,150,0,0,0,0,2995,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
541305,独尊,0,150,0,0,0,0,2996,1,,,-1,如果队伍中只有一个小雷音时，斩业火、一念成佛的额外增加伤害结果,1,1,340160,10,0.000000
541306,神闲,0,150,0,0,0,0,2997,1,,,-1,增加自身物理防御,1,1,340160,10,0.000000
541307,金身,0,150,0,0,0,0,2998,1,,,-1,雷音度厄护盾持续期间额外降低目标受到10%伤害结果。,1,1,340160,10,0.000000
541308,强能,0,150,0,0,0,0,2999,1,,,-1,每次使用一劫为魔且有造成魔珠消耗时，增加一层强能增益状态，每层增加冰冻封印基础概率，死亡层数清空，每回合最多增加1层，最高累积5层,1,1,340160,10,0.000000
541309,无计,0,150,0,0,0,0,3000,1,,,-1,处于冰冻状态的单位，其受到的伤害结果额外增加,1,1,340160,10,0.000000
541310,魔障,0,150,0,0,0,0,3003,1,,,-1,一劫为魔冰冻目标如果本回合就被破冰，施法的小雷音有概率获得一枚魔珠,1,1,340160,10,0.000000
541311,欺天,0,150,0,0,0,0,3004,1,,,-1,迷心障、一劫为魔对速度高于自身单位释放时，额外增加伤害结果,1,1,340160,10,0.000000
541312,暗影迷心,0,150,0,0,0,0,3007,1,,,-1,释放迷心障时，有概率额外多获得一个魔球,1,1,340160,10,0.000000
541400,蓬丘,0,150,0,0,0,0,3009,1,,,-1,增加自身法术防御。,1,1,340160,10,0.000000
541401,方岛,0,150,0,0,0,0,3011,1,,,-1,增加自身法术伤害。,1,1,340160,10,0.000000
541402,云影,0,150,0,0,0,0,3013,1,,,-1,自身受到召唤灵的法术伤害结果降低。,1,1,340160,10,0.000000
541403,无极渊,0,150,0,0,0,0,3015,1,,,-1,全属性+3%,1,1,340160,10,0.000000
541404,昆仑,0,150,0,0,0,0,3010,1,,,-1,增加自身物理防御。,1,1,340160,10,0.000000
541405,沧海,0,150,0,0,0,0,3012,1,,,-1,增加自身速度。,1,1,340160,10,0.000000
541406,烟涛,0,150,0,0,0,0,3014,1,,,-1,自身受到召唤灵的物理伤害结果降低。,1,1,340160,10,0.000000
541407,霹雳劫,0,150,0,0,0,0,2678,1,,,-1,全属性+3%,1,1,340160,10,0.000000
542001,斗战,0,150,0,0,0,0,3074,1,,,-1,增加自身物理伤害,1,1,340160,10,0.000000
542002,金刚,0,150,0,0,0,0,3073,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
542003,大圣,0,150,0,0,0,0,3072,1,,,-1,如果队伍中只有一个花果山，自身释放的泼天乱棍提高一定比例的伤害结果,1,1,340160,10,0.000000
542004,御灵,0,150,0,0,0,0,3071,1,,,-1,己方出战宠物造型达4种及以上时，额外提高自身泼天乱棍一定比例的伤害结果,1,1,340160,10,0.000000
542005,不坏,0,150,0,0,0,0,3070,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
542006,金箍,0,150,0,0,0,0,3069,1,,,-1,增加自身力量属性点,1,1,340160,10,0.000000
542007,七窍,0,150,0,0,0,0,3068,1,,,-1,自身当前气血高于50%时，自身释放泼天乱棍额外提高一定比例的伤害结果,1,1,340160,10,0.000000
542008,开山,0,150,0,0,0,0,3067,1,,,-1,通过物理技能每击败一个单位增加一层开山增益状态，每层增加物理暴击，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
542009,震岳,0,150,0,0,0,0,3064,1,,,-1,自身释放当头一棒时额外提高物理暴击概率，对方气血比例越低提高概率越高,1,1,340160,10,0.000000
542010,伏魔,0,150,0,0,0,0,3093,1,,,-1,自身释放当头一棒时，触发如意金箍棒追加的伤害结果提高一定比例,1,1,340160,10,0.000000
542011,显圣,0,150,0,0,0,0,3092,1,,,-1,自身释放输出特技时，有概率触发如意金箍棒追击,1,1,340160,10,0.000000
542012,神通广大,0,150,0,0,0,0,3091,1,,,-1,如意金箍棒触发追击的概率额外提高一定比例,1,1,340160,10,0.000000
542101,斗战,0,150,0,0,0,0,3074,1,,,-1,增加自身物理伤害,1,1,340160,10,0.000000
542102,金刚,0,150,0,0,0,0,3073,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
542103,大圣,0,150,0,0,0,0,3072,1,,,-1,如果队伍中只有一个大唐时，横扫千军增加物理伤害,1,1,340160,10,0.000000
542104,御灵,0,150,0,0,0,0,3071,1,,,-1,自身气血越低，物理攻击附加的伤害越高,1,1,340160,10,0.000000
542105,不坏,0,150,0,0,0,0,3070,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
542106,金箍,0,150,0,0,0,0,3069,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
542107,七窍,0,150,0,0,0,0,3068,1,,,-1,自身当前气血高于50%时，自身释放泼天乱棍额外提高一定比例的伤害结果,1,1,340160,10,0.000000
542108,凌霄,0,150,0,0,0,0,3066,1,,,-1,通过物理技能每击败一个单位增加一层凌霄增益状态，每层增加物理伤害结果，死亡则层数清空，每回合最多增加1层>=5个时，额外忽视所有目标一定比例的法术防御,1,1,340160,10,0.000000
542109,搅海,0,150,0,0,0,0,3065,1,,,-1,自身释放泼天乱棍额外增加一定数值的物理伤害结果,1,1,340160,10,0.000000
542110,伏魔,0,150,0,0,0,0,3093,1,,,-1,自身释放当头一棒时，触发如意金箍棒追加的伤害结果提高一定比例,1,1,340160,10,0.000000
542111,显圣,0,150,0,0,0,0,3092,1,,,-1,单刀直入造成的重伤的每回合额外增加扣除目标气血,1,1,340160,10,0.000000
542112,神通广大,0,150,0,0,0,0,3091,1,,,-1,物理攻击+5%,1,1,340160,10,0.000000
542201,斗战,0,150,0,0,0,0,3074,1,,,-1,增加自身物理伤害,1,1,340160,10,0.000000
542202,金刚,0,150,0,0,0,0,3073,1,,,-1,增加自身法术防御,1,1,340160,10,0.000000
542203,大圣,0,150,0,0,0,0,3072,1,,,-1,如果队伍中只有一个大唐时，横扫千军增加物理伤害,1,1,340160,10,0.000000
542204,御灵,0,150,0,0,0,0,3071,1,,,-1,自身气血越低，物理攻击附加的伤害越高,1,1,340160,10,0.000000
542205,不坏,0,150,0,0,0,0,3070,1,,,-1,增加自身体质属性,1,1,340160,10,0.000000
542206,筋斗,0,150,0,0,0,0,3082,1,,,-1,增加自身敏捷属性点,1,1,340160,10,0.000000
542207,玲珑,0,150,0,0,0,0,3081,1,,,-1,如果己方出战召唤灵中有与自身变幻造型一致的召唤灵，额外提高自身当头一棒一定比例的伤害结果,1,1,340160,10,0.000000
542208,胜天,0,150,0,0,0,0,3090,1,,,-1,通过物理技能每击败一个单位增加一层胜天增益状态，每层增加物理伤害，死亡则层数清空，每回合最多增加1层,1,1,340160,10,0.000000
542209,改命,0,150,0,0,0,0,3094,1,,,-1,自身释放乾坤一掷时，触发如意金箍棒追加的伤害结果提高一定比例,1,1,340160,10,0.000000
542210,诛邪,0,150,0,0,0,0,3095,1,,,-1,自身释放泼天乱棍时，触发如意金箍棒追加的伤害结果提高一定比例,1,1,340160,10,0.000000
