编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
520854,32000,巡游天神,FF00FF00,3,3,161506,85,50,50,0,0,5,0,0,2,100,10000,0,0,0,4320,5400,1920,2400,1248,1560,960,1200,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500854,520854,530854,,1100807,206067,207019,206055,206005,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520854@300;530854@700,,1000000,1000000,,1245,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280019
520855,32000,猴小仙,FF00FF00,3,3,161506,85,50,50,0,0,5,0,0,2,100,10000,0,0,0,3960,4950,1920,2400,1248,1560,864,1080,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500855,520855,530855,,1100808,206056,206001,206065,206005,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520855@300;530855@700,,1000000,1000000,,1245,4,3000,55,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280020
520901,32000,蛟龙,FF00FF00,3,3,161506,90,50,50,0,5,0,0,0,2,100,10000,0,0,0,3960,4950,2304,2880,1200,1500,1056,1320,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500901,520901,530901,,1100901,206023,206070,207006,206063,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520901@300;530901@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280021
520902,32000,凤凰仙子,FF00FF00,3,3,161506,90,50,50,0,5,0,0,0,2,100,10000,0,0,0,4680,5850,2112,2640,1056,120,960,1200,1248,1560,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500902,520902,530902,,1100902,207005,206062,207001,206051,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520902@300;530902@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,5000,680700,10,0,0,0,280022
520951,32000,噬天虎,FF00FF00,3,3,161506,95,50,50,0,0,5,0,0,2,100,10000,0,0,0,4680,5850,1536,1920,1344,1680,1008,1260,1248,1560,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500951,520951,530951,,1100903,206040,207009,206039,206023,206025,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520951@300;530951@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280023
520952,32000,雾中仙,FF00FF00,3,3,161506,95,50,50,0,5,0,0,0,2,100,10000,0,0,0,4320,5400,2304,2880,1152,1440,1152,1440,1296,1620,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500952,520952,530952,,1100904,207008,206051,206019,207016,206026,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,520952@300;530952@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280024
520953,32000,布雨神君,FF00FF00,3,3,161506,95,50,50,0,5,0,0,0,2,100,10000,0,0,0,4320,5400,2400,3000,960,1200,960,1200,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500953,520953,530953,,1100905,207006,206062,206063,206064,206065,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520953@300;530953@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280025
520954,32000,武罗仙子,FF00FF00,3,3,161506,95,50,50,0,0,5,0,0,2,100,10000,0,0,0,4320,5400,1680,2100,1248,1560,960,1200,1200,1500,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,500954,520954,530954,,1100906,206041,206069,206055,206054,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,520954@300;530954@700,,1000000,1000000,,1245,4,3000,60,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280026
521051,32000,净瓶女娲,FF00FF00,3,3,161506,105,50,50,0,5,0,0,0,2,100,10000,0,0,0,4500,5625,2496,3120,960,1200,1248,1560,864,1080,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501051,521051,531051,,1101001,206069,206057,206019,206070,206064,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,521051@300;531051@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280027
521052,32000,灵符女娲,FF00FF00,3,3,161506,105,50,50,0,5,0,0,0,2,100,10000,0,0,0,4320,5400,2496,3120,1056,1200,1248,1560,960,1200,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501052,521052,531052,,1101002,207005,207015,206009,206060,206048,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521052@300;531052@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280028
521053,32000,律法女娲,FF00FF00,3,3,161506,105,50,50,0,0,5,0,0,2,100,10000,0,0,0,4680,5850,1920,2400,1392,1740,1248,1560,1248,1560,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501053,521053,531053,,1101003,206055,207014,206004,206042,206050,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521053@300;531053@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280029
521054,32000,羽云仙子,FF00FF00,3,3,161506,105,50,50,0,0,5,0,0,2,100,10000,0,0,0,4500,5625,1728,2160,1344,1680,1152,1440,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501054,521054,531054,,1101004,206056,206039,206041,206040,206042,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310102,2,521054@300;531054@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280030
521101,32000,鬼剑,FF00FF00,4,3,161506,109,50,50,0,0,5,0,0,2,100,10000,0,0,0,4320,5400,1728,2160,1363,1704,960,1200,1296,1620,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501101,521101,531101,,1101005,206041,207010,206002,206067,206065,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521101@300;531101@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280031
521102,32000,嘲风,FF00FF00,4,3,161506,109,50,50,5,0,0,0,0,2,100,10000,0,0,0,4680,5850,1920,2400,1152,1440,1152,1440,1344,1680,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501102,521102,531102,,1101006,206070,206048,206053,206058,206059,207212,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,333,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521102@300;531102@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,6000,680700,10,0,0,0,280032
521103,32000,菱心仙子,FF00FF00,4,3,161506,109,50,50,0,5,0,0,0,2,100,10000,0,0,0,4500,5625,2534,3168,960,1200,1200,1500,864,1080,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,501103,521103,531103,,1101007,207008,206043,206061,206050,206069,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521103@300;531103@700,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280033
521104,32000,虎力大仙,FF00FF00,4,3,161506,110,50,50,0,5,0,0,0,2,100,10000,0,0,0,4860,6075,1920,2400,1392,1740,1104,1380,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511104,521104,531104,,1101008,206038,207230,206049,206018,206020,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521104@800;531104@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280034
521105,32000,大力金刚,FF00FF00,4,3,161506,105,50,50,0,5,0,0,0,2,100,10000,0,0,0,4680,5850,1840,2330,1408,1760,1104,1308,1104,1380,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511105,521105,531105,,1101009,206040,207012,206067,206048,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521105@800;531105@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280035
521106,32000,龙龟,FF00FF00,4,3,161506,110,50,50,0,5,0,0,0,2,100,10000,0,0,0,4500,5625,2496,3120,960,1200,1248,1560,864,1080,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511106,521106,531106,,1101010,206026,207261,206058,207002,206016,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521106@800;531106@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280036
521107,32000,绘舞天女,FF00FF00,4,3,161506,115,50,50,0,5,0,0,0,2,100,10000,0,0,0,4320,5400,2534,3168,1010,1200,1010,1200,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511107,521107,531107,,1101011,207007,208133,206047,206019,206032,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521107@800;531107@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280037
521108,32000,苏摩罗,FF00FF00,4,3,161506,115,50,50,5,0,0,0,0,2,100,10000,0,0,0,4680,5850,2208,2760,1124,1361,1152,1440,1152,1440,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511108,521108,531108,,1101012,206057,207251,206051,206013,206033,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,宝宝洗炼,,,特殊活动,310103,2,521108@800;531108@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280038
521109,32000,铜臂,FF00FF00,4,3,161506,115,50,50,0,0,5,0,0,2,100,10000,0,0,0,4520,5650,1920,2400,1360,1700,1152,1440,1200,1500,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511109,521109,531109,,1101013,206040,207262,206041,206032,206023,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,310103,2,521109@800;531109@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280039
521110,32000,启明星,FF00FF00,4,3,161506,65,50,50,0,5,0,0,0,2,50,10000,0,0,0,3960,4950,2304,2880,1068,1220,1008,1260,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511110,521110,531110,,1101014,207005,208132,206057,206023,206009,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,310103,2,521110@800;531110@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280040
521111,32000,元宝大王,FF00FF00,4,3,161506,65,50,50,0,0,5,0,0,2,50,10000,0,0,0,3960,4950,1962,2378,1248,1560,1008,1260,1056,1320,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,2,511111,521111,531111,,1101015,206042,208131,206057,206030,206015,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,310103,2,521111@800;531111@200,,1000000,1000000,,1245,4,3000,65,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,280041
600003,32000,下面是变异宝宝,FF00FF00,4,,,109,109,109,0,0,0,0,0,2,100,10000,1001,2001,"1001,2001;1002,2002;1003,2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207008,206043,206061,206050,206032,,,,,,,,,,,,,,,,,,,,1001,333,333,333,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
530001,32000,变异泡泡,FF00FF00,4,3,161506,0,0,0,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,1658,2073,1192,1490,1036,1296,1036,1296,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,500001,520001,,,1100001,206002,206058,206067,206060,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530001@1000,,1000000,1000000,,1350,2,3000,10,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530002,32000,变异野猪,FF00FF00,4,3,161506,0,0,0,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3110,3888,1036,1296,1140,1425,622,777,725,907,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,500002,520002,,,1100002,206003,206023,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530002@1000,,1000000,1000000,,1350,2,3000,10,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530101,32000,变异大海龟,FF00FF00,4,3,161506,10,10,10,5,0,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3499,4374,1658,2073,622,777,1088,1360,518,648,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,500101,520101,,,1100101,206021,206016,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530101@1000,,1000000,1000000,,1350,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530102,32000,变异海毛虫,FF00FF00,4,3,161506,10,10,10,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2332,2916,829,1036,1192,1490,622,777,933,1166,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,500102,520102,,,1100102,206035,206001,,,,,,,,,,,,,,,,,,,,,,,1001,333,,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530102@1000,,1000000,1000000,,1350,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530103,32000,变异老虎,FF00FF00,4,3,161506,10,10,10,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2332,2916,1036,1296,1192,1490,673,842,933,1166,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,500103,520103,,,1100103,206003,206023,206002,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530103@1000,,1000000,1000000,,1350,4,3000,20,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530201,32000,变异羊头怪,FF00FF00,4,3,161506,25,25,25,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2721,3402,1244,1555,1140,1425,725,907,933,1166,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,3,500201,520201,,,1100201,206023,206002,206001,206033,,,,,,,,,,,,,,,,,,,,,1001,333,333,3333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530201@1000,,1000000,1000000,,1350,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530202,32000,变异花妖,FF00FF00,4,3,161506,25,25,25,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3110,3888,1658,2073,725,907,933,1166,933,1166,,,,,,982,990,998,1006,1014,1022,1030,,6,10,10,3,500202,520202,,,1100202,207003,206026,206021,,,,,,,,,,,,,,,,,,,,,,1001,333,333,,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530202@1000,,1000000,1000000,,1350,4,3000,25,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530301,32000,变异牛头,FF00FF00,4,3,161506,35,35,35,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3110,3888,1658,2073,829,1036,829,1036,1036,1296,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,3,500301,520301,,,1100301,206066,207001,206015,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530301@1000,,1000000,1000000,,1350,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530302,32000,变异马面,FF00FF00,4,3,161506,35,35,35,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2721,3402,1036,1296,1244,1555,622,777,984,1231,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,3,500302,520302,,,1100302,206066,206001,206003,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530302@1000,,1000000,1000000,,1350,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530303,32000,变异龟丞相,FF00FF00,4,3,161506,35,35,35,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1658,2073,881,1101,933,1166,622,777,,,,,,1012,1020,1028,1036,1044,1052,1060,,6,10,10,3,500303,520303,,,1100303,207002,206011,207006,206026,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530303@1000,,1000000,1000000,,1350,4,3000,30,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530401,32000,变异虾兵,FF00FF00,4,3,161506,45,45,45,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3499,4374,1451,1814,1036,1296,829,1036,829,1036,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,3,500401,520401,,,1100401,206026,206003,206055,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530401@1000,,1000000,1000000,,1350,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530402,32000,变异蟹将,FF00FF00,4,3,161506,45,45,45,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2916,3645,1244,1555,1192,1490,777,972,933,1166,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,3,500402,520402,,,1100402,206026,206001,206002,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530402@1000,,1000000,1000000,,1350,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,10,0,0,0,
530403,32000,变异古代瑞兽,FF00FF00,4,3,161506,45,45,45,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3110,3888,2073,2592,829,1036,933,1166,1036,1296,,,,,,1042,1050,1058,1066,1074,1082,1090,,6,10,10,3,500403,520403,,,1100403,206054,206053,206067,207007,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530403@1000,,1000000,1000000,,1350,4,3000,35,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,
530501,32000,变异鲛将军,FF00FF00,4,3,161506,55,50,50,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",2916,3645,1555,1944,1244,1555,933,1166,933,1166,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,3,500501,520501,,,1100501,206019,206021,206005,206004,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530501@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280001
530502,32000,变异蚌仙子,FF00FF00,4,3,161506,55,50,50,5,0,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,2073,2592,881,1101,1244,1555,622,777,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,3,500502,520502,,,1100502,207002,206011,206009,206026,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530502@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280002
530503,32000,变异龙女,FF00FF00,4,3,161506,55,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,2280,2851,984,1231,725,907,1140,1425,,,,,,1072,1080,1088,1096,1104,1112,1120,,6,10,10,3,500503,520503,,,1100503,206026,207002,206014,206030,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,1,530503@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280003
530601,32000,变异千年僵尸,FF00FF00,4,3,161506,65,50,50,5,0,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,1866,2332,1036,1296,880,1101,1140,1425,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500601,520601,,,1100601,206029,206021,206027,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530601@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280004
530602,32000,变异孤魂野鬼,FF00FF00,4,3,161506,65,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3499,4374,2073,2592,829,1036,1244,1555,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500602,520602,,,1100602,206029,207003,206027,206015,,,,,,,,,,,,,,,,,,,,,1001,333,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530602@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,280005
530651,32000,变异忘川童子,FF00FF00,4,3,161506,65,50,50,0,5,0,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",4276,5346,2384,2980,829,1036,1036,1296,1036,1296,,,,,,1150,1171,1192,1213,1234,1255,1300,,6,10,10,3,500651,520651,,,1100603,206067,207004,206032,206033,,,,,,,,,,,,,,,,,,,,,1001,1001,333,333,,,,,,,,,,,,,,,,,,,,,0,0,宠物洗炼,,,宠物洗炼,310104,2,530651@1000,,1000000,1000000,,1350,4,3000,40,7,,,,,,,,,,,,,,,,,,,,,,,,,3000,680700,10,0,0,0,280006
